hex_id,pop,light
8658f330fffffff,4076,29
8658f3317ffffff,21295,41
8658f331fffffff,8718,29
8658f3327ffffff,2768,31
8658f332fffffff,2170,30
8658f3337ffffff,4096,39
8658f3347ffffff,2742,30
8658f334fffffff,2033,30
8658f3357ffffff,2225,32
8658f335fffffff,3337,47
8658f3367ffffff,1525,34
8658f336fffffff,5488,28
8658f3377ffffff,2379,30
8658f3387ffffff,3995,33
8658f338fffffff,5106,52
8658f3397ffffff,7052,39
8658f339fffffff,10423,38
8658f33a7ffffff,6179,30
8658f33afffffff,4059,27
8658f33b7ffffff,18378,58
8658f3407ffffff,4024,28
8658f340fffffff,2486,77
8658f3417ffffff,4959,31
8658f341fffffff,1642,32
8658f3427ffffff,1775,30
8658f342fffffff,4309,28
8658f3437ffffff,5039,42
8658f3447ffffff,1964,34
8658f344fffffff,2034,34
8658f3457ffffff,2325,47
8658f345fffffff,1121,36
8658f3467ffffff,4927,36
8658f346fffffff,3682,46
8658f3477ffffff,4197,35
8658f3487ffffff,1585,165
8658f348fffffff,987,59
8658f3497ffffff,4644,34
8658f349fffffff,2539,54
8658f34a7ffffff,5401,31
8658f34afffffff,1398,40
8658f34b7ffffff,2844,31
8658f34c7ffffff,1479,28
8658f34cfffffff,2013,37
8658f34d7ffffff,1643,31
8658f34dfffffff,2099,34
8658f34e7ffffff,2594,40
8658f34efffffff,1704,46
8658f34f7ffffff,1579,29
8658f3507ffffff,3709,28
8658f350fffffff,3702,31
8658f3517ffffff,5167,50
8658f351fffffff,3436,28
8658f3527ffffff,3148,33
8658f352fffffff,4535,47
8658f3537ffffff,3806,31
8658f3547ffffff,6982,39
8658f354fffffff,8893,38
8658f3557ffffff,2301,34
8658f355fffffff,6793,31
8658f3567ffffff,5003,34
8658f356fffffff,8455,32
8658f3577ffffff,3206,38
8658f3587ffffff,5914,78
8658f358fffffff,38295,43
8658f3597ffffff,3623,29
8658f359fffffff,8011,28
8658f35a7ffffff,2097,27
8658f35afffffff,4482,29
8658f35b7ffffff,1638,28
8658f3607ffffff,2017,34
8658f360fffffff,2774,28
8658f3617ffffff,3856,31
8658f361fffffff,2316,33
8658f3627ffffff,2300,30
8658f362fffffff,3778,31
8658f3637ffffff,3755,45
8658f3647ffffff,4798,38
8658f364fffffff,3500,36
8658f3657ffffff,4642,34
8658f365fffffff,3230,35
8658f3667ffffff,6894,34
8658f366fffffff,10444,45
8658f3677ffffff,7812,38
8658f3687ffffff,3344,29
8658f368fffffff,2073,30
8658f3697ffffff,7970,30
8658f369fffffff,6668,31
8658f36a7ffffff,3890,42
8658f36afffffff,3320,34
8658f36b7ffffff,3361,38
8658f36c7ffffff,3451,30
8658f36cfffffff,1997,27
8658f36d7ffffff,3109,29
8658f36dfffffff,8817,47
8658f36e7ffffff,4335,31
8658f36efffffff,3156,30
8658f36f7ffffff,2542,31
8658f3707ffffff,13213,52
8658f370fffffff,2636,33
8658f3717ffffff,11359,40
8658f371fffffff,12565,50
8658f3727ffffff,9974,146
8658f372fffffff,3244,51
8658f3737ffffff,16793,85
8658f3747ffffff,2598,36
8658f374fffffff,4991,34
8658f3757ffffff,1271,30
8658f375fffffff,2559,29
8658f3767ffffff,2612,36
8658f376fffffff,4717,38
8658f3777ffffff,1247,34
8658f3787ffffff,1168,58
8658f378fffffff,7356,42
8658f3797ffffff,1867,52
8658f379fffffff,4155,55
8658f37a7ffffff,1225,32
8658f37afffffff,3687,30
8658f37b7ffffff,938,36
8658f3807ffffff,2474,31
8658f380fffffff,4865,28
8658f3817ffffff,2078,45
8658f381fffffff,1266,44
8658f3827ffffff,1444,35
8658f382fffffff,3020,28
8658f3837ffffff,1216,34
8658f3847ffffff,4486,33
8658f384fffffff,3398,51
8658f3857ffffff,8187,31
8658f385fffffff,6387,37
8658f3867ffffff,4922,36
8658f386fffffff,3116,45
8658f3877ffffff,15304,36
8658f3887ffffff,2713,33
8658f388fffffff,1829,30
8658f3897ffffff,1801,61
8658f389fffffff,1695,35
8658f38a7ffffff,1310,96
8658f38afffffff,1593,34
8658f38b7ffffff,602,68
8658f38c7ffffff,3742,30
8658f38cfffffff,2835,36
8658f38d7ffffff,4197,27
8658f38dfffffff,1801,29
8658f38e7ffffff,2744,29
8658f38efffffff,6309,30
8658f38f7ffffff,2697,32
8658f3907ffffff,4311,37
8658f390fffffff,1511,31
8658f3917ffffff,1505,34
8658f391fffffff,1026,35
8658f3927ffffff,21969,109
8658f392fffffff,3300,53
8658f3937ffffff,14308,68
8658f3947ffffff,9907,42
8658f394fffffff,5745,34
8658f3957ffffff,3106,30
8658f395fffffff,5601,35
8658f3967ffffff,19341,58
8658f396fffffff,21567,72
8658f3977ffffff,4908,33
8658f3987ffffff,1328,38
8658f398fffffff,614,62
8658f3997ffffff,2105,45
8658f399fffffff,691,93
8658f39a7ffffff,2703,35
8658f39afffffff,705,33
8658f39b7ffffff,814,54
8658f3a07ffffff,1431,39
8658f3a0fffffff,1345,31
8658f3a17ffffff,1415,35
8658f3a1fffffff,1956,30
8658f3a27ffffff,4137,91
8658f3a2fffffff,1798,44
8658f3a37ffffff,11764,52
8658f3a47ffffff,1159,61
8658f3a4fffffff,2475,78
8658f3a57ffffff,1149,67
8658f3a5fffffff,1187,44
8658f3a67ffffff,1026,96
8658f3a6fffffff,1333,59
8658f3a77ffffff,1989,44
8658f3a87ffffff,4191,32
8658f3a8fffffff,1706,31
8658f3a97ffffff,1849,42
8658f3a9fffffff,3122,51
8658f3aa7ffffff,1449,38
8658f3aafffffff,1561,31
8658f3ab7ffffff,4049,30
8658f3ac7ffffff,1932,39
8658f3acfffffff,1247,30
8658f3ad7ffffff,2135,29
8658f3adfffffff,1107,34
8658f3ae7ffffff,1306,31
8658f3aefffffff,2033,37
8658f3af7ffffff,2714,29
8658f3b07ffffff,2574,38
8658f3b0fffffff,2686,33
8658f3b17ffffff,2991,35
8658f3b1fffffff,9642,39
8658f3b27ffffff,4020,96
8658f3b2fffffff,4939,36
8658f3b37ffffff,2248,34
8658f3b47ffffff,2296,48
8658f3b4fffffff,1023,47
8658f3b57ffffff,2117,55
8658f3b5fffffff,1188,60
8658f3b67ffffff,1963,39
8658f3b6fffffff,3417,47
8658f3b77ffffff,1961,30
8658f3b87ffffff,2191,38
8658f3b8fffffff,2090,31
8658f3b97ffffff,2172,30
8658f3b9fffffff,1211,29
8658f3ba7ffffff,4509,35
8658f3bafffffff,5770,31
8658f3bb7ffffff,2557,35
8658f3c07ffffff,1219,55
8658f3c0fffffff,1747,99
8658f3c17ffffff,7044,38
8658f3c1fffffff,2548,34
8658f3c27ffffff,835,46
8658f3c2fffffff,1816,43
8658f3c37ffffff,4302,34
8658f3c47ffffff,1364,43
8658f3c4fffffff,1067,35
8658f3c57ffffff,2503,89
8658f3c5fffffff,1841,68
8658f3c67ffffff,1350,59
8658f3c6fffffff,1213,35
8658f3c77ffffff,2051,45
8658f3c87ffffff,2035,31
8658f3c8fffffff,1594,43
8658f3c97ffffff,2574,28
8658f3c9fffffff,2125,27
8658f3ca7ffffff,6404,33
8658f3cafffffff,5254,30
8658f3cb7ffffff,5255,30
8658f3cc7ffffff,3970,28
8658f3ccfffffff,3332,29
8658f3cd7ffffff,2857,42
8658f3cdfffffff,3273,33
8658f3ce7ffffff,1728,29
8658f3cefffffff,3095,49
8658f3cf7ffffff,3042,29
8658f3d07ffffff,558,38
8658f3d0fffffff,948,46
8658f3d17ffffff,714,30
8658f3d1fffffff,1830,38
8658f3d27ffffff,652,38
8658f3d2fffffff,413,32
8658f3d37ffffff,1038,29
8658f3d47ffffff,1435,55
8658f3d4fffffff,596,141
8658f3d57ffffff,866,60
8658f3d5fffffff,3101,96
8658f3d67ffffff,1410,45
8658f3d6fffffff,953,47
8658f3d77ffffff,616,53
8658f3d87ffffff,2918,29
8658f3d8fffffff,10021,40
8658f3d97ffffff,2853,28
8658f3d9fffffff,10347,29
8658f3da7ffffff,627,29
8658f3dafffffff,3278,31
8658f3db7ffffff,1103,28
8658f4007ffffff,3228,57
8658f400fffffff,15074,58
8658f4017ffffff,2778,33
8658f401fffffff,4380,38
8658f4027ffffff,1619,47
8658f402fffffff,2490,63
8658f4037ffffff,2437,34
8658f4047ffffff,3822,57
8658f404fffffff,2738,37
8658f4057ffffff,10156,42
8658f405fffffff,4776,32
8658f4067ffffff,3628,69
8658f406fffffff,2336,34
8658f4077ffffff,9391,65
8658f4087ffffff,3397,48
8658f408fffffff,9849,806
8658f4097ffffff,2197,38
8658f409fffffff,9363,67
8658f40a7ffffff,2115,33
8658f40afffffff,2329,46
8658f40b7ffffff,2270,34
8658f40c7ffffff,4303,86
8658f40cfffffff,1560,132
8658f40d7ffffff,7431,203
8658f40dfffffff,1313,88
8658f40e7ffffff,14897,60
8658f40efffffff,4479,41
8658f40f7ffffff,10666,104
8658f4107ffffff,1058,33
8658f410fffffff,1771,40
8658f4117ffffff,869,53
8658f411fffffff,1180,42
8658f4127ffffff,650,34
8658f412fffffff,1374,37
8658f4137ffffff,1386,39
8658f4147ffffff,4338,111
8658f414fffffff,6223,42
8658f4157ffffff,2724,36
8658f415fffffff,11427,66
8658f4167ffffff,2395,45
8658f416fffffff,7224,47
8658f4177ffffff,1599,48
8658f4187ffffff,1669,34
8658f418fffffff,2463,29
8658f4197ffffff,3369,35
8658f419fffffff,2820,32
8658f41a7ffffff,2022,34
8658f41afffffff,1111,42
8658f41b7ffffff,1618,35
8658f4207ffffff,6158,47
8658f420fffffff,13045,42
8658f4217ffffff,5983,31
8658f421fffffff,9643,32
8658f4227ffffff,4542,31
8658f422fffffff,3748,48
8658f4237ffffff,17951,32
8658f4247ffffff,4698,156
8658f424fffffff,12123,51
8658f4257ffffff,6436,34
8658f425fffffff,6204,52
8658f4267ffffff,2255,51
8658f426fffffff,3644,69
8658f4277ffffff,3446,38
8658f4287ffffff,1766,41
8658f428fffffff,3238,39
8658f4297ffffff,1257,41
8658f429fffffff,2757,43
8658f42a7ffffff,4587,32
8658f42afffffff,2223,56
8658f42b7ffffff,2695,35
8658f42c7ffffff,4139,32
8658f42cfffffff,1369,45
8658f42d7ffffff,5491,38
8658f42dfffffff,3654,42
8658f42e7ffffff,11012,36
8658f42efffffff,4092,29
8658f42f7ffffff,3780,41
8658f4307ffffff,2721,29
8658f430fffffff,2155,51
8658f4317ffffff,1176,30
8658f431fffffff,4512,32
8658f4327ffffff,1670,39
8658f432fffffff,3319,69
8658f4337ffffff,2535,48
8658f4347ffffff,2266,70
8658f434fffffff,2254,38
8658f4357ffffff,2513,69
8658f435fffffff,2224,81
8658f4367ffffff,1799,39
8658f436fffffff,1309,46
8658f4377ffffff,2280,90
8658f4387ffffff,2055,30
8658f438fffffff,4306,32
8658f4397ffffff,1961,47
8658f439fffffff,1927,34
8658f43a7ffffff,1885,33
8658f43afffffff,2987,36
8658f43b7ffffff,3322,33
8658f4407ffffff,1305,243
8658f440fffffff,1309,72
8658f4417ffffff,3710,62
8658f441fffffff,2402,78
8658f4427ffffff,3045,41
8658f442fffffff,1601,41
8658f4437ffffff,3158,126
8658f4447ffffff,10185,63
8658f444fffffff,22704,110
8658f4457ffffff,6545,117
8658f445fffffff,32638,380
8658f4467ffffff,2307,34
8658f446fffffff,6610,48
8658f4477ffffff,2439,37
8658f4487ffffff,18481,52
8658f448fffffff,2024,92
8658f4497ffffff,13710,58
8658f449fffffff,9929,43
8658f44a7ffffff,16931,66
8658f44afffffff,4659,80
8658f44b7ffffff,11899,40
8658f44c7ffffff,139278,226
8658f44cfffffff,31906,402
8658f44d7ffffff,29990,71
8658f44dfffffff,115455,784
8658f44e7ffffff,33945,86
8658f44efffffff,24697,299
8658f44f7ffffff,17866,62
8658f4507ffffff,3413,70
8658f450fffffff,3037,47
8658f4517ffffff,2321,52
8658f451fffffff,3042,38
8658f4527ffffff,2400,123
8658f452fffffff,4815,38
8658f4537ffffff,2786,49
8658f4547ffffff,2157,31
8658f454fffffff,1565,31
8658f4557ffffff,3361,60
8658f455fffffff,2060,39
8658f4567ffffff,3995,33
8658f456fffffff,2326,45
8658f4577ffffff,7087,52
8658f4587ffffff,2451,135
8658f458fffffff,4655,84
8658f4597ffffff,1237,48
8658f459fffffff,3514,82
8658f45a7ffffff,4484,69
8658f45afffffff,4715,83
8658f45b7ffffff,3292,41
8658f4607ffffff,8546,81
8658f460fffffff,8726,56
8658f4617ffffff,22024,254
8658f461fffffff,24790,208
8658f4627ffffff,7552,67
8658f462fffffff,3226,44
8658f4637ffffff,24499,225
8658f4647ffffff,609,93
8658f464fffffff,1070,65
8658f4657ffffff,1518,52
8658f465fffffff,1348,48
8658f4667ffffff,2276,39
8658f466fffffff,621,205
8658f4677ffffff,2378,40
8658f4687ffffff,147100,3029
8658f468fffffff,198759,4253
8658f4697ffffff,97610,1625
8658f469fffffff,161440,2701
8658f46a7ffffff,61886,921
8658f46afffffff,43473,815
8658f46b7ffffff,99683,1574
8658f46c7ffffff,9260,232
8658f46cfffffff,4339,139
8658f46d7ffffff,114611,3232
8658f46dfffffff,28671,684
8658f46e7ffffff,9322,107
8658f46efffffff,1018,66
8658f46f7ffffff,71492,1440
8658f4707ffffff,8400,46
8658f470fffffff,2800,108
8658f4717ffffff,22566,150
8658f471fffffff,27138,176
8658f4727ffffff,9355,81
8658f472fffffff,2956,161
8658f4737ffffff,9229,61
8658f4747ffffff,1702,38
8658f474fffffff,1609,39
8658f4757ffffff,2571,39
8658f475fffffff,3050,36
8658f4767ffffff,1020,42
8658f476fffffff,1116,37
8658f4777ffffff,1534,78
8658f4787ffffff,17833,94
8658f478fffffff,49621,404
8658f4797ffffff,9334,210
8658f479fffffff,79796,1283
8658f47a7ffffff,15764,91
8658f47afffffff,56185,480
8658f47b7ffffff,18939,98
8658f4807ffffff,864,40
8658f480fffffff,1021,207
8658f4817ffffff,667,34
8658f481fffffff,1151,49
8658f4827ffffff,3049,104
8658f482fffffff,1451,104
8658f4837ffffff,1685,38
8658f4847ffffff,6465,60
8658f484fffffff,2845,37
8658f4857ffffff,1200,44
8658f485fffffff,8464,54
8658f4867ffffff,13239,64
8658f486fffffff,2540,59
8658f4877ffffff,2189,53
8658f4887ffffff,1433,80
8658f488fffffff,579,207
8658f4897ffffff,1176,35
8658f489fffffff,922,82
8658f48a7ffffff,758,155
8658f48afffffff,734,147
8658f48b7ffffff,1017,136
8658f48c7ffffff,875,52
8658f48cfffffff,1498,45
8658f48d7ffffff,916,78
8658f48dfffffff,1532,41
8658f48e7ffffff,1289,54
8658f48efffffff,1195,38
8658f48f7ffffff,728,45
8658f4907ffffff,1278,133
8658f490fffffff,831,71
8658f4917ffffff,1023,67
8658f491fffffff,1509,40
8658f4927ffffff,1570,95
8658f492fffffff,1002,127
8658f4937ffffff,708,39
8658f4947ffffff,1893,75
8658f494fffffff,10096,95
8658f4957ffffff,2161,271
8658f495fffffff,5787,72
8658f4967ffffff,1866,57
8658f496fffffff,6081,132
8658f4977ffffff,756,98
8658f4987ffffff,2294,133
8658f498fffffff,1043,44
8658f4997ffffff,1777,52
8658f499fffffff,3217,61
8658f49a7ffffff,2578,34
8658f49afffffff,8012,74
8658f49b7ffffff,1140,62
8658f4a07ffffff,698,62
8658f4a0fffffff,685,75
8658f4a17ffffff,1585,153
8658f4a1fffffff,1186,111
8658f4a27ffffff,621,255
8658f4a2fffffff,955,68
8658f4a37ffffff,901,417
8658f4a47ffffff,1297,49
8658f4a4fffffff,2724,36
8658f4a57ffffff,1180,75
8658f4a5fffffff,1414,42
8658f4a67ffffff,2389,31
8658f4a6fffffff,1686,27
8658f4a77ffffff,1606,71
8658f4a87ffffff,2424,325
8658f4a8fffffff,1218,57
8658f4a97ffffff,2412,36
8658f4a9fffffff,1743,46
8658f4aa7ffffff,1056,142
8658f4aafffffff,1758,178
8658f4ab7ffffff,2035,46
8658f4ac7ffffff,1472,72
8658f4acfffffff,1794,33
8658f4ad7ffffff,1388,50
8658f4adfffffff,509,36
8658f4ae7ffffff,694,154
8658f4aefffffff,1948,59
8658f4af7ffffff,1700,62
8658f4b07ffffff,896,134
8658f4b0fffffff,651,68
8658f4b17ffffff,1083,139
8658f4b1fffffff,1165,355
8658f4b27ffffff,774,35
8658f4b2fffffff,542,40
8658f4b37ffffff,1084,43
8658f4b47ffffff,863,49
8658f4b4fffffff,1334,108
8658f4b57ffffff,1349,35
8658f4b5fffffff,1435,32
8658f4b67ffffff,763,32
8658f4b6fffffff,2564,32
8658f4b77ffffff,694,70
8658f4b87ffffff,2430,47
8658f4b8fffffff,1061,475
8658f4b97ffffff,5874,51
8658f4b9fffffff,2770,83
8658f4ba7ffffff,1823,43
8658f4bafffffff,1983,91
8658f4bb7ffffff,4329,61
8658f4c07ffffff,4437,31
8658f4c0fffffff,2773,30
8658f4c17ffffff,4056,33
8658f4c1fffffff,2073,33
8658f4c27ffffff,2910,34
8658f4c2fffffff,4544,31
8658f4c37ffffff,4306,38
8658f4c47ffffff,2421,42
8658f4c4fffffff,1026,69
8658f4c57ffffff,2498,32
8658f4c5fffffff,1317,37
8658f4c67ffffff,2176,43
8658f4c6fffffff,1185,49
8658f4c77ffffff,2065,40
8658f4c87ffffff,1356,49
8658f4c8fffffff,3383,55
8658f4c97ffffff,1972,46
8658f4c9fffffff,3995,45
8658f4ca7ffffff,4408,50
8658f4cafffffff,2595,32
8658f4cb7ffffff,1822,42
8658f4cc7ffffff,2610,36
8658f4ccfffffff,2462,37
8658f4cd7ffffff,4645,37
8658f4cdfffffff,8755,45
8658f4ce7ffffff,1664,34
8658f4cefffffff,1697,30
8658f4cf7ffffff,2539,31
8658f4d07ffffff,2797,31
8658f4d0fffffff,1460,33
8658f4d17ffffff,4543,33
8658f4d1fffffff,4711,30
8658f4d27ffffff,173,44
8658f4d2fffffff,1391,32
8658f4d37ffffff,4486,36
8658f4d47ffffff,1188,35
8658f4d4fffffff,3427,68
8658f4d57ffffff,1221,51
8658f4d5fffffff,1798,31
8658f4d67ffffff,2963,55
8658f4d6fffffff,1988,46
8658f4d77ffffff,1529,48
8658f4d87ffffff,16219,75
8658f4d8fffffff,8812,42
8658f4d97ffffff,9611,40
8658f4d9fffffff,6508,34
8658f4da7ffffff,11469,54
8658f4dafffffff,8235,38
8658f4db7ffffff,4812,60
8658f5007ffffff,36615,70
8658f500fffffff,6699,39
8658f5017ffffff,40594,67
8658f501fffffff,6374,45
8658f5027ffffff,15119,70
8658f502fffffff,18484,60
8658f5037ffffff,26252,46
8658f5047ffffff,5367,34
8658f504fffffff,5457,100
8658f5057ffffff,3158,31
8658f505fffffff,2869,34
8658f5067ffffff,15080,38
8658f506fffffff,15607,45
8658f5077ffffff,22014,66
8658f5087ffffff,16812,50
8658f508fffffff,20362,46
8658f5097ffffff,5267,38
8658f509fffffff,17825,50
8658f50a7ffffff,10173,65
8658f50afffffff,7398,39
8658f50b7ffffff,9285,44
8658f50c7ffffff,15994,79
8658f50cfffffff,13686,120
8658f50d7ffffff,12705,60
8658f50dfffffff,8275,54
8658f50e7ffffff,4103,42
8658f50efffffff,6882,76
8658f50f7ffffff,7463,62
8658f5107ffffff,11761,40
8658f510fffffff,10450,85
8658f5117ffffff,7524,38
8658f511fffffff,6395,52
8658f5127ffffff,10785,49
8658f512fffffff,9379,42
8658f5137ffffff,23677,49
8658f5147ffffff,2981,30
8658f514fffffff,6641,40
8658f5157ffffff,7026,42
8658f515fffffff,26151,53
8658f5167ffffff,3045,31
8658f516fffffff,3997,31
8658f5177ffffff,4423,33
8658f5187ffffff,14185,62
8658f518fffffff,33578,142
8658f5197ffffff,15913,91
8658f519fffffff,43624,208
8658f51a7ffffff,8406,70
8658f51afffffff,9714,38
8658f51b7ffffff,7907,64
8658f5207ffffff,11381,27
8658f520fffffff,14803,32
8658f5217ffffff,7529,31
8658f521fffffff,8199,44
8658f5227ffffff,11463,30
8658f522fffffff,14732,34
8658f5237ffffff,6563,27
8658f5247ffffff,11306,32
8658f524fffffff,6644,31
8658f5257ffffff,13395,31
8658f525fffffff,7883,38
8658f5267ffffff,7880,36
8658f526fffffff,10726,43
8658f5277ffffff,16575,48
8658f5287ffffff,4540,31
8658f528fffffff,5764,32
8658f5297ffffff,2140,52
8658f529fffffff,2574,31
8658f52a7ffffff,11682,37
8658f52afffffff,4872,32
8658f52b7ffffff,3778,68
8658f52c7ffffff,10935,30
8658f52cfffffff,10627,35
8658f52d7ffffff,9652,238
8658f52dfffffff,6719,32
8658f52e7ffffff,11528,29
8658f52efffffff,21288,32
8658f52f7ffffff,16176,34
8658f5307ffffff,21254,35
8658f530fffffff,19338,39
8658f5317ffffff,12403,34
8658f531fffffff,9842,31
8658f5327ffffff,17675,47
8658f532fffffff,23415,77
8658f5337ffffff,8480,43
8658f5347ffffff,19730,65
8658f534fffffff,7546,29
8658f5357ffffff,11743,30
8658f535fffffff,23674,62
8658f5367ffffff,29514,48
8658f536fffffff,11168,39
8658f5377ffffff,22396,35
8658f5387ffffff,3983,34
8658f538fffffff,5119,30
8658f5397ffffff,3454,55
8658f539fffffff,3676,32
8658f53a7ffffff,4274,35
8658f53afffffff,6925,29
8658f53b7ffffff,6033,83
8658f5407ffffff,7855,35
8658f540fffffff,18841,37
8658f5417ffffff,5085,35
8658f541fffffff,6295,28
8658f5427ffffff,10967,45
8658f542fffffff,15413,36
8658f5437ffffff,8200,60
8658f5447ffffff,7721,34
8658f544fffffff,2570,62
8658f5457ffffff,14505,40
8658f545fffffff,3719,38
8658f5467ffffff,4064,70
8658f546fffffff,9076,36
8658f5477ffffff,15747,89
8658f5487ffffff,3271,32
8658f548fffffff,7707,31
8658f5497ffffff,710,33
8658f549fffffff,4853,30
8658f54a7ffffff,4749,31
8658f54afffffff,2749,31
8658f54b7ffffff,2844,37
8658f54c7ffffff,8939,31
8658f54cfffffff,7121,29
8658f54d7ffffff,14536,31
8658f54dfffffff,6898,28
8658f54e7ffffff,7957,31
8658f54efffffff,6642,32
8658f54f7ffffff,6103,51
8658f5507ffffff,14440,40
8658f550fffffff,19204,38
8658f5517ffffff,52057,84
8658f551fffffff,13078,56
8658f5527ffffff,11655,49
8658f552fffffff,14063,36
8658f5537ffffff,11849,36
8658f5547ffffff,6157,46
8658f554fffffff,5639,46
8658f5557ffffff,7009,40
8658f555fffffff,5987,85
8658f5567ffffff,5794,36
8658f556fffffff,5583,40
8658f5577ffffff,17774,48
8658f5587ffffff,8888,263
8658f558fffffff,11654,57
8658f5597ffffff,1782,59
8658f559fffffff,5755,54
8658f55a7ffffff,22552,42
8658f55afffffff,14245,89
8658f55b7ffffff,7558,53
8658f5607ffffff,2927,72
8658f560fffffff,4711,37
8658f5617ffffff,7443,44
8658f561fffffff,3734,34
8658f5627ffffff,4964,54
8658f562fffffff,3976,41
8658f5637ffffff,8114,37
8658f5647ffffff,4819,41
8658f564fffffff,3552,30
8658f5657ffffff,3070,67
8658f565fffffff,2994,34
8658f5667ffffff,2069,130
8658f566fffffff,4546,51
8658f5677ffffff,2547,88
8658f5687ffffff,3630,38
8658f568fffffff,4808,68
8658f5697ffffff,6866,69
8658f569fffffff,3465,37
8658f56a7ffffff,6162,35
8658f56afffffff,7370,48
8658f56b7ffffff,5236,33
8658f56c7ffffff,3604,108
8658f56cfffffff,2988,70
8658f56d7ffffff,3877,77
8658f56dfffffff,4360,53
8658f56e7ffffff,7679,37
8658f56efffffff,2256,89
8658f56f7ffffff,2729,58
8658f5707ffffff,3719,74
8658f570fffffff,5098,90
8658f5717ffffff,4134,47
8658f571fffffff,4185,70
8658f5727ffffff,7769,80
8658f572fffffff,4504,93
8658f5737ffffff,5602,38
8658f5747ffffff,21183,48
8658f574fffffff,3575,78
8658f5757ffffff,8337,83
8658f575fffffff,6021,68
8658f5767ffffff,8069,46
8658f576fffffff,4685,62
8658f5777ffffff,8765,40
8658f5787ffffff,11017,32
8658f578fffffff,17290,46
8658f5797ffffff,5069,32
8658f579fffffff,4800,34
8658f57a7ffffff,6124,59
8658f57afffffff,7204,36
8658f57b7ffffff,6413,30
8658f5807ffffff,2810,31
8658f580fffffff,2827,31
8658f5817ffffff,2331,38
8658f581fffffff,2749,34
8658f5827ffffff,4054,30
8658f582fffffff,3023,52
8658f5837ffffff,2847,28
8658f5847ffffff,4864,29
8658f584fffffff,7444,34
8658f5857ffffff,2701,33
8658f585fffffff,3165,47
8658f5867ffffff,3820,45
8658f586fffffff,14574,37
8658f5877ffffff,5471,33
8658f5887ffffff,3165,35
8658f588fffffff,7230,34
8658f5897ffffff,4640,31
8658f589fffffff,7389,32
8658f58a7ffffff,1387,30
8658f58afffffff,7181,42
8658f58b7ffffff,4189,31
8658f58c7ffffff,7199,31
8658f58cfffffff,7401,32
8658f58d7ffffff,7204,37
8658f58dfffffff,9998,35
8658f58e7ffffff,4021,30
8658f58efffffff,3529,28
8658f58f7ffffff,3585,29
8658f5907ffffff,3699,33
8658f590fffffff,5221,31
8658f5917ffffff,1601,32
8658f591fffffff,6602,34
8658f5927ffffff,3018,29
8658f592fffffff,2819,37
8658f5937ffffff,1239,29
8658f5947ffffff,6734,32
8658f594fffffff,3768,31
8658f5957ffffff,2616,51
8658f595fffffff,2010,59
8658f5967ffffff,5730,40
8658f596fffffff,4823,49
8658f5977ffffff,9529,41
8658f5987ffffff,4263,33
8658f598fffffff,1784,27
8658f5997ffffff,4738,30
8658f599fffffff,2705,29
8658f59a7ffffff,2204,35
8658f59afffffff,1940,27
8658f59b7ffffff,3768,34
8658f5a07ffffff,7578,46
8658f5a0fffffff,6678,46
8658f5a17ffffff,13299,47
8658f5a1fffffff,3568,50
8658f5a27ffffff,3898,36
8658f5a2fffffff,14918,92
8658f5a37ffffff,3567,61
8658f5a47ffffff,107384,1235
8658f5a4fffffff,66496,896
8658f5a57ffffff,28862,270
8658f5a5fffffff,103317,1104
8658f5a67ffffff,88189,617
8658f5a6fffffff,121993,1044
8658f5a77ffffff,18010,242
8658f5a87ffffff,4315,42
8658f5a8fffffff,15468,39
8658f5a97ffffff,5043,75
8658f5a9fffffff,14024,76
8658f5aa7ffffff,5398,54
8658f5aafffffff,5087,46
8658f5ab7ffffff,2384,43
8658f5ac7ffffff,33950,129
8658f5acfffffff,68116,180
8658f5ad7ffffff,21790,71
8658f5adfffffff,20256,53
8658f5ae7ffffff,10508,46
8658f5aefffffff,83384,280
8658f5af7ffffff,9394,89
8658f5b07ffffff,3926,37
8658f5b0fffffff,4739,36
8658f5b17ffffff,5384,46
8658f5b1fffffff,2360,87
8658f5b27ffffff,3784,32
8658f5b2fffffff,2945,34
8658f5b37ffffff,6723,48
8658f5b47ffffff,7723,41
8658f5b4fffffff,38360,216
8658f5b57ffffff,18727,96
8658f5b5fffffff,23313,208
8658f5b67ffffff,3211,32
8658f5b6fffffff,10970,39
8658f5b77ffffff,4327,38
8658f5b87ffffff,3358,71
8658f5b8fffffff,3354,63
8658f5b97ffffff,4932,35
8658f5b9fffffff,4542,33
8658f5ba7ffffff,2945,37
8658f5bafffffff,3765,44
8658f5bb7ffffff,6001,33
8658f5c07ffffff,2662,29
8658f5c0fffffff,2159,57
8658f5c17ffffff,3634,63
8658f5c1fffffff,5164,37
8658f5c27ffffff,2532,28
8658f5c2fffffff,2387,32
8658f5c37ffffff,3186,35
8658f5c47ffffff,4095,78
8658f5c4fffffff,5556,30
8658f5c57ffffff,4070,41
8658f5c5fffffff,4645,39
8658f5c67ffffff,8122,31
8658f5c6fffffff,6688,35
8658f5c77ffffff,3671,40
8658f5c87ffffff,2308,30
8658f5c8fffffff,3684,52
8658f5c97ffffff,2847,56
8658f5c9fffffff,2824,50
8658f5ca7ffffff,5625,30
8658f5cafffffff,3745,34
8658f5cb7ffffff,2063,32
8658f5cc7ffffff,6816,38
8658f5ccfffffff,5812,44
8658f5cd7ffffff,6318,120
