iso3c,skill,group,value
AUS,OCU_ISCO08_6,urban,0.4548686505
AUS,OCU_ISCO08_7,urban,0.9074171852
AUS,OCU_ISCO08_8,urban,0.9043933501
AUS,OCU_ISCO08_9,urban,0.9102790984
AUT,OCU_ISCO08_0,urban,0.8459699089
AUT,OCU_ISCO08_1,urban,1.033114385
AUT,OCU_ISCO08_2,urban,1.160148847
AUT,OCU_ISCO08_3,urban,0.9838745083
AUT,OCU_ISCO08_4,urban,0.9800723221
AUT,OCU_ISCO08_5,urban,1.010104639
AUT,OCU_ISCO08_6,urban,0.3632213212
AUT,OCU_ISCO08_7,urban,0.8445641134
AUT,OCU_ISCO08_8,urban,0.9199334758
AUT,OCU_ISCO08_9,urban,1.059068866
BDI,OCU_ISCO08_0,urban,NA
BDI,OCU_ISCO08_1,urban,6.882200655
BDI,OCU_ISCO08_2,urban,4.426761029
BDI,OCU_ISCO08_3,urban,6.927902962
BDI,OCU_ISCO08_4,urban,5.873987402
BDI,OCU_ISCO08_5,urban,5.049922018
BDI,OCU_ISCO08_6,urban,0.358958531
BDI,OCU_ISCO08_7,urban,3.655925579
BDI,OCU_ISCO08_8,urban,4.346494958
BDI,OCU_ISCO08_9,urban,2.701323525
BEL,OCU_ISCO08_0,urban,0.8810142034
BEL,OCU_ISCO08_1,urban,1.01129952
BEL,OCU_ISCO08_2,urban,1.011896854
BEL,OCU_ISCO08_3,urban,1.001877729
BEL,OCU_ISCO08_4,urban,0.9944990752
BEL,OCU_ISCO08_5,urban,1.002817075
BEL,OCU_ISCO08_6,urban,0.7031352287
BEL,OCU_ISCO08_7,urban,0.9802327432
BEL,OCU_ISCO08_8,urban,1.000831223
BEL,OCU_ISCO08_9,urban,1.014918669
BEN,OCU_ISCO08_0,urban,NA
BEN,OCU_ISCO08_1,urban,1.269277455
BEN,OCU_ISCO08_2,urban,1.653786565
BEN,OCU_ISCO08_3,urban,1.502090062
BEN,OCU_ISCO08_4,urban,1.930860828
BEN,OCU_ISCO08_5,urban,1.289532131
BEN,OCU_ISCO08_6,urban,0.568339003
BEN,OCU_ISCO08_7,urban,1.244364799
BEN,OCU_ISCO08_8,urban,1.399193013
BEN,OCU_ISCO08_9,urban,1.311563165
BFA,OCU_ISCO08_0,urban,2.991646124
BFA,OCU_ISCO08_1,urban,1.738794043
BFA,OCU_ISCO08_2,urban,1.561601765
BFA,OCU_ISCO08_3,urban,1.652556564
BFA,OCU_ISCO08_4,urban,2.930156689
BFA,OCU_ISCO08_5,urban,2.161302303
BFA,OCU_ISCO08_6,urban,0.1380587072
BFA,OCU_ISCO08_7,urban,2.277397489
BFA,OCU_ISCO08_8,urban,2.780530174
BFA,OCU_ISCO08_9,urban,1.74273889
BGD,OCU_ISCO08_0,urban,1.553198058
BGD,OCU_ISCO08_1,urban,2.329052902
BGD,OCU_ISCO08_2,urban,1.882897324
BGD,OCU_ISCO08_3,urban,1.738983618
BGD,OCU_ISCO08_4,urban,2.035925703
BGD,OCU_ISCO08_5,urban,1.67824839
BGD,OCU_ISCO08_6,urban,0.2606994899
BGD,OCU_ISCO08_7,urban,1.57747874
BGD,OCU_ISCO08_8,urban,1.218081484
BGD,OCU_ISCO08_9,urban,1.206435824
BGR,OCU_ISCO08_0,urban,1.051130563
BGR,OCU_ISCO08_1,urban,1.112220126
BGR,OCU_ISCO08_2,urban,1.190448279
BGR,OCU_ISCO08_3,urban,1.164330199
BGR,OCU_ISCO08_4,urban,1.097810118
BGR,OCU_ISCO08_5,urban,0.9891959332
BGR,OCU_ISCO08_6,urban,0.4177964717
BGR,OCU_ISCO08_7,urban,0.8824873562
BGR,OCU_ISCO08_8,urban,0.8547350023
BGR,OCU_ISCO08_9,urban,0.7651508118
BIH,OCU_ISCO08_0,urban,1.107184476
BIH,OCU_ISCO08_1,urban,1.515593788
BIH,OCU_ISCO08_2,urban,1.637691282
BIH,OCU_ISCO08_3,urban,1.395544254
BIH,OCU_ISCO08_4,urban,1.428574893
BIH,OCU_ISCO08_5,urban,1.17567416
BIH,OCU_ISCO08_6,urban,0.1445007622
BIH,OCU_ISCO08_7,urban,0.7478951142
BIH,OCU_ISCO08_8,urban,0.7262724424
BIH,OCU_ISCO08_9,urban,0.7429954644
BLR,OCU_ISCO08_1,urban,1.046116464
BLR,OCU_ISCO08_2,urban,1.102591505
BLR,OCU_ISCO08_3,urban,1.021721277
BLR,OCU_ISCO08_4,urban,1.052900233
BLR,OCU_ISCO08_5,urban,1.012196157
BLR,OCU_ISCO08_6,urban,0.2844478349
BLR,OCU_ISCO08_7,urban,1.034687255
BLR,OCU_ISCO08_8,urban,0.9090742023
BLR,OCU_ISCO08_9,urban,0.8885799538
BLZ,OCU_ISCO08_0,urban,1.298271549
BLZ,OCU_ISCO08_1,urban,1.395992809
BLZ,OCU_ISCO08_2,urban,1.242587302
BLZ,OCU_ISCO08_3,urban,1.243632595
BLZ,OCU_ISCO08_4,urban,1.410419869
BLZ,OCU_ISCO08_5,urban,1.176574313
BLZ,OCU_ISCO08_6,urban,0.2166786283
BLZ,OCU_ISCO08_7,urban,0.9703893484
BLZ,OCU_ISCO08_8,urban,0.8753951937
BLZ,OCU_ISCO08_9,urban,0.7780824168
BOL,OCU_ISCO08_0,urban,1.294874252
BOL,OCU_ISCO08_1,urban,1.321040009
BOL,OCU_ISCO08_2,urban,1.242717598
BOL,OCU_ISCO08_3,urban,1.371774754
BOL,OCU_ISCO08_4,urban,1.397557483
BOL,OCU_ISCO08_5,urban,1.269138152
BOL,OCU_ISCO08_6,urban,0.1767857329
BOL,OCU_ISCO08_7,urban,1.157354315
BOL,OCU_ISCO08_8,urban,1.198022831
BOL,OCU_ISCO08_9,urban,1.199420039
BRA,OCU_ISCO08_0,urban,1.088935009
BRA,OCU_ISCO08_1,urban,1.073865137
BRA,OCU_ISCO08_2,urban,1.077696101
BRA,OCU_ISCO08_3,urban,1.074829678
BRA,OCU_ISCO08_4,urban,1.075509212
BRA,OCU_ISCO08_5,urban,1.050351393
BRA,OCU_ISCO08_6,urban,0.3418528482
BRA,OCU_ISCO08_7,urban,1.028805279
BRA,OCU_ISCO08_8,urban,1.012463402
BRA,OCU_ISCO08_9,urban,0.9311856421
BRN,OCU_ISCO08_0,urban,1.015740133
BRN,OCU_ISCO08_1,urban,1.119887426
BRN,OCU_ISCO08_2,urban,1.016691458
BRN,OCU_ISCO08_3,urban,1.023705717
BRN,OCU_ISCO08_4,urban,0.931908069
BRN,OCU_ISCO08_5,urban,0.9789093382
BRN,OCU_ISCO08_6,urban,0.5839472831
BRN,OCU_ISCO08_7,urban,0.9759284762
BRN,OCU_ISCO08_8,urban,0.9723970072
BRN,OCU_ISCO08_9,urban,1.026035793
BTN,OCU_ISCO08_0,urban,2.461480473
BTN,OCU_ISCO08_1,urban,1.774037033
BTN,OCU_ISCO08_2,urban,1.755520437
BTN,OCU_ISCO08_3,urban,1.612087225
BTN,OCU_ISCO08_4,urban,2.155874954
BTN,OCU_ISCO08_5,urban,1.785664687
BTN,OCU_ISCO08_6,urban,0.06811348616
BTN,OCU_ISCO08_7,urban,1.325215433
BTN,OCU_ISCO08_8,urban,1.566789534
BTN,OCU_ISCO08_9,urban,1.259029932
CHE,OCU_ISCO08_0,urban,0.9122694864
CHE,OCU_ISCO08_1,urban,1.026991009
CHE,OCU_ISCO08_2,urban,1.057200273
CHE,OCU_ISCO08_3,urban,0.9871284359
CHE,OCU_ISCO08_4,urban,1.006953549
CHE,OCU_ISCO08_5,urban,0.9941945811
CHE,OCU_ISCO08_6,urban,0.6940515671
CHE,OCU_ISCO08_7,urban,0.9357950359
CHE,OCU_ISCO08_8,urban,0.9275704909
CHE,OCU_ISCO08_9,urban,1.007459017
CHL,OCU_ISCO08_1,urban,1.025762868
CHL,OCU_ISCO08_2,urban,1.062838344
CHL,OCU_ISCO08_3,urban,1.049140928
CHL,OCU_ISCO08_4,urban,1.057762293
CHL,OCU_ISCO08_5,urban,1.037073529
CHL,OCU_ISCO08_6,urban,0.4797046281
CHL,OCU_ISCO08_7,urban,0.9984880391
CHL,OCU_ISCO08_8,urban,0.979131379
CHL,OCU_ISCO08_9,urban,0.9136263171
CIV,OCU_ISCO08_0,urban,1.928325699
CIV,OCU_ISCO08_1,urban,0.8451960918
CIV,OCU_ISCO08_2,urban,1.858027248
CIV,OCU_ISCO08_3,urban,1.586085729
CIV,OCU_ISCO08_4,urban,1.803727576
CIV,OCU_ISCO08_5,urban,1.549392172
CIV,OCU_ISCO08_6,urban,0.3400938947
CIV,OCU_ISCO08_7,urban,1.607645863
CIV,OCU_ISCO08_8,urban,1.553172001
CIV,OCU_ISCO08_9,urban,1.399384023
CMR,OCU_ISCO08_0,urban,1.691194952
CMR,OCU_ISCO08_1,urban,1.316525478
CMR,OCU_ISCO08_2,urban,1.536385481
CMR,OCU_ISCO08_3,urban,1.509612407
CMR,OCU_ISCO08_4,urban,1.572970703
CMR,OCU_ISCO08_5,urban,1.482369414
CMR,OCU_ISCO08_6,urban,0.3758908315
CMR,OCU_ISCO08_7,urban,1.375898776
CMR,OCU_ISCO08_8,urban,1.325032642
CMR,OCU_ISCO08_9,urban,1.535357091
COD,OCU_ISCO08_0,urban,0.3124313437
COD,OCU_ISCO08_1,urban,2.112368908
COD,OCU_ISCO08_2,urban,2.826941399
COD,OCU_ISCO08_3,urban,2.275808575
COD,OCU_ISCO08_4,urban,3.376840142
COD,OCU_ISCO08_5,urban,3.143823077
COD,OCU_ISCO08_6,urban,0.3425769346
COD,OCU_ISCO08_7,urban,2.925538547
COD,OCU_ISCO08_8,urban,3.157111811
COD,OCU_ISCO08_9,urban,2.466942035
COK,OCU_ISCO08_1,urban,1.114292544
COK,OCU_ISCO08_2,urban,1.010557193
COK,OCU_ISCO08_3,urban,1.090609314
COK,OCU_ISCO08_4,urban,1.06416656
COK,OCU_ISCO08_5,urban,0.9734895599
COK,OCU_ISCO08_6,urban,0.784091954
COK,OCU_ISCO08_7,urban,0.9775921241
COK,OCU_ISCO08_8,urban,0.998089003
COK,OCU_ISCO08_9,urban,0.851934041
COL,OCU_ISCO08_0,urban,1.211057808
COL,OCU_ISCO08_1,urban,1.102107363
COL,OCU_ISCO08_2,urban,1.203073283
COL,OCU_ISCO08_3,urban,1.182585984
COL,OCU_ISCO08_4,urban,1.212526263
COL,OCU_ISCO08_5,urban,1.10154985
COL,OCU_ISCO08_6,urban,0.2828857769
COL,OCU_ISCO08_7,urban,1.021547555
COL,OCU_ISCO08_8,urban,1.080100563
COL,OCU_ISCO08_9,urban,0.8100010751
COM,OCU_ISCO08_0,urban,1.255931068
COM,OCU_ISCO08_1,urban,1.973582693
COM,OCU_ISCO08_2,urban,1.51695724
COM,OCU_ISCO08_3,urban,1.465311082
COM,OCU_ISCO08_4,urban,1.583332894
COM,OCU_ISCO08_5,urban,1.355140345
COM,OCU_ISCO08_6,urban,0.6484750072
COM,OCU_ISCO08_7,urban,0.8981937315
COM,OCU_ISCO08_8,urban,0.9919639577
COM,OCU_ISCO08_9,urban,0.8503001113
CPV,OCU_ISCO08_0,urban,1.004987649
CPV,OCU_ISCO08_1,urban,1.398790322
CPV,OCU_ISCO08_2,urban,1.275079239
CPV,OCU_ISCO08_3,urban,1.159937723
CPV,OCU_ISCO08_4,urban,1.331591154
CPV,OCU_ISCO08_5,urban,1.097005445
CPV,OCU_ISCO08_6,urban,0.9402036334
CPV,OCU_ISCO08_7,urban,1.10010369
CPV,OCU_ISCO08_8,urban,1.179462321
CPV,OCU_ISCO08_9,urban,0.7013364883
CRI,OCU_ISCO08_1,urban,1.149371279
CRI,OCU_ISCO08_2,urban,1.154477374
CRI,OCU_ISCO08_3,urban,1.159457388
CRI,OCU_ISCO08_4,urban,1.18720111
CRI,OCU_ISCO08_5,urban,1.072748789
CRI,OCU_ISCO08_6,urban,0.3579473269
CRI,OCU_ISCO08_7,urban,1.012655733
CRI,OCU_ISCO08_8,urban,1.034216736
CRI,OCU_ISCO08_9,urban,0.8082874984
CYP,OCU_ISCO08_0,urban,0.9193080503
CYP,OCU_ISCO08_1,urban,1.098027725
CYP,OCU_ISCO08_2,urban,1.087563244
CYP,OCU_ISCO08_3,urban,1.022632009
CYP,OCU_ISCO08_4,urban,1.011564665
CYP,OCU_ISCO08_5,urban,0.9952956344
CYP,OCU_ISCO08_6,urban,0.5670740665
CYP,OCU_ISCO08_7,urban,0.9254826477
CYP,OCU_ISCO08_8,urban,0.8897258349
CYP,OCU_ISCO08_9,urban,0.9388067666
CZE,OCU_ISCO08_0,urban,0.4759242317
CZE,OCU_ISCO08_1,urban,1.11335059
CZE,OCU_ISCO08_2,urban,1.196608397
CZE,OCU_ISCO08_3,urban,1.078533693
CZE,OCU_ISCO08_4,urban,0.9960366743
CZE,OCU_ISCO08_5,urban,0.9666327108
CZE,OCU_ISCO08_6,urban,0.4805190961
CZE,OCU_ISCO08_7,urban,0.8584549575
CZE,OCU_ISCO08_8,urban,0.8519604338
CZE,OCU_ISCO08_9,urban,0.9265037364
DEU,OCU_ISCO08_0,urban,0.8671281569
DEU,OCU_ISCO08_1,urban,1.005487996
DEU,OCU_ISCO08_2,urban,1.070108679
DEU,OCU_ISCO08_3,urban,0.9906649986
DEU,OCU_ISCO08_4,urban,0.9851298299
DEU,OCU_ISCO08_5,urban,1.003187845
DEU,OCU_ISCO08_6,urban,0.747632138
DEU,OCU_ISCO08_7,urban,0.9253115316
DEU,OCU_ISCO08_8,urban,0.9609653708
DEU,OCU_ISCO08_9,urban,1.009852851
DJI,OCU_ISCO08_0,urban,0.9704480829
DJI,OCU_ISCO08_1,urban,1.068910524
DJI,OCU_ISCO08_2,urban,1.079799176
DJI,OCU_ISCO08_3,urban,1.078845001
DJI,OCU_ISCO08_4,urban,0.9943494139
DJI,OCU_ISCO08_5,urban,1.001390485
DJI,OCU_ISCO08_6,urban,0.3857866417
DJI,OCU_ISCO08_7,urban,1.014047384
DJI,OCU_ISCO08_8,urban,0.9853186347
DJI,OCU_ISCO08_9,urban,0.9370542043
DNK,OCU_ISCO08_0,urban,0.8268031376
DNK,OCU_ISCO08_1,urban,1.082245512
DNK,OCU_ISCO08_2,urban,1.145884969
DNK,OCU_ISCO08_3,urban,0.9994815448
DNK,OCU_ISCO08_4,urban,1.019383045
DNK,OCU_ISCO08_5,urban,0.9715948299
DNK,OCU_ISCO08_6,urban,0.5635528874
DNK,OCU_ISCO08_7,urban,0.8109180461
DNK,OCU_ISCO08_8,urban,0.7526529623
DNK,OCU_ISCO08_9,urban,0.8898282178
DOM,OCU_ISCO08_0,urban,0.9711286238
DOM,OCU_ISCO08_1,urban,1.097490606
DOM,OCU_ISCO08_2,urban,1.071023606
DOM,OCU_ISCO08_3,urban,1.064270846
DOM,OCU_ISCO08_4,urban,1.052592352
DOM,OCU_ISCO08_5,urban,1.030496199
DOM,OCU_ISCO08_6,urban,0.5975514442
DOM,OCU_ISCO08_7,urban,1.01510641
DOM,OCU_ISCO08_8,urban,1.035555937
DOM,OCU_ISCO08_9,urban,0.9276483237
ECU,OCU_ISCO08_0,urban,1.446291896
ECU,OCU_ISCO08_1,urban,1.348429204
ECU,OCU_ISCO08_2,urban,1.371506707
ECU,OCU_ISCO08_3,urban,1.402415009
ECU,OCU_ISCO08_4,urban,1.396560795
ECU,OCU_ISCO08_5,urban,1.353020094
ECU,OCU_ISCO08_6,urban,0.4139218741
ECU,OCU_ISCO08_7,urban,1.275351408
ECU,OCU_ISCO08_8,urban,1.312869487
ECU,OCU_ISCO08_9,urban,0.7899215607
EGY,OCU_ISCO08_0,urban,1.648617181
EGY,OCU_ISCO08_1,urban,1.32445354
EGY,OCU_ISCO08_2,urban,1.442106861
EGY,OCU_ISCO08_3,urban,1.267528589
EGY,OCU_ISCO08_4,urban,1.522382169
EGY,OCU_ISCO08_5,urban,1.240325627
EGY,OCU_ISCO08_6,urban,0.228274893
EGY,OCU_ISCO08_7,urban,0.972312761
EGY,OCU_ISCO08_8,urban,1.117019982
EGY,OCU_ISCO08_9,urban,1.143879842
ESP,OCU_ISCO08_0,urban,1.026969926
ESP,OCU_ISCO08_1,urban,1.013524903
ESP,OCU_ISCO08_2,urban,1.054084477
ESP,OCU_ISCO08_3,urban,1.033753637
ESP,OCU_ISCO08_4,urban,1.020970798
ESP,OCU_ISCO08_5,urban,1.006078643
ESP,OCU_ISCO08_6,urban,0.63460191
ESP,OCU_ISCO08_7,urban,0.9352124503
ESP,OCU_ISCO08_8,urban,0.9458362362
ESP,OCU_ISCO08_9,urban,0.9922697398
EST,OCU_ISCO08_0,urban,1.027976989
EST,OCU_ISCO08_1,urban,1.001486542
EST,OCU_ISCO08_2,urban,1.104303571
EST,OCU_ISCO08_3,urban,0.993026286
EST,OCU_ISCO08_4,urban,1.068270426
EST,OCU_ISCO08_5,urban,0.9900054495
EST,OCU_ISCO08_6,urban,0.4099772396
EST,OCU_ISCO08_7,urban,0.9462994995
EST,OCU_ISCO08_8,urban,0.8449890361
EST,OCU_ISCO08_9,urban,1.037695506
ETH,OCU_ISCO08_0,urban,3.690451509
ETH,OCU_ISCO08_1,urban,3.494500724
ETH,OCU_ISCO08_2,urban,4.17871885
ETH,OCU_ISCO08_3,urban,3.663220865
ETH,OCU_ISCO08_4,urban,4.057400407
ETH,OCU_ISCO08_5,urban,2.52832761
ETH,OCU_ISCO08_6,urban,0.2073002832
ETH,OCU_ISCO08_7,urban,2.214392429
ETH,OCU_ISCO08_8,urban,3.580736508
ETH,OCU_ISCO08_9,urban,0.9187583917
FIN,OCU_ISCO08_0,urban,1.038361209
FIN,OCU_ISCO08_1,urban,1.077720958
FIN,OCU_ISCO08_2,urban,1.118137475
FIN,OCU_ISCO08_3,urban,1.036354603
FIN,OCU_ISCO08_4,urban,1.060506303
FIN,OCU_ISCO08_5,urban,0.9872202107
FIN,OCU_ISCO08_6,urban,0.4390797763
FIN,OCU_ISCO08_7,urban,0.8567427754
FIN,OCU_ISCO08_8,urban,0.8305682866
FIN,OCU_ISCO08_9,urban,1.006979496
FJI,OCU_ISCO08_0,urban,1.503808009
FJI,OCU_ISCO08_1,urban,1.46726471
FJI,OCU_ISCO08_2,urban,1.411553342
FJI,OCU_ISCO08_3,urban,1.46959789
FJI,OCU_ISCO08_4,urban,1.52726036
FJI,OCU_ISCO08_5,urban,1.287371545
FJI,OCU_ISCO08_6,urban,0.3256029776
FJI,OCU_ISCO08_7,urban,1.125142945
FJI,OCU_ISCO08_8,urban,1.255997576
FJI,OCU_ISCO08_9,urban,0.8598056233
FRA,OCU_ISCO08_0,urban,1.070650684
FRA,OCU_ISCO08_1,urban,1.033625623
FRA,OCU_ISCO08_2,urban,1.093736231
FRA,OCU_ISCO08_3,urban,1.001014787
FRA,OCU_ISCO08_4,urban,1.005411218
FRA,OCU_ISCO08_5,urban,0.9996761852
FRA,OCU_ISCO08_6,urban,0.5937860476
FRA,OCU_ISCO08_7,urban,0.8962004808
FRA,OCU_ISCO08_8,urban,0.9136376182
FRA,OCU_ISCO08_9,urban,0.9825254287
GBR,OCU_ISCO08_0,urban,0.9183436639
GBR,OCU_ISCO08_1,urban,0.9599713996
GBR,OCU_ISCO08_2,urban,1.016329571
GBR,OCU_ISCO08_3,urban,1.010497959
GBR,OCU_ISCO08_4,urban,1.013072404
GBR,OCU_ISCO08_5,urban,1.009899881
GBR,OCU_ISCO08_6,urban,0.6411375497
GBR,OCU_ISCO08_7,urban,0.9842712934
GBR,OCU_ISCO08_8,urban,1.024672034
GBR,OCU_ISCO08_9,urban,1.011507738
GEO,OCU_ISCO08_0,urban,1.114081673
GEO,OCU_ISCO08_1,urban,1.636786148
GEO,OCU_ISCO08_2,urban,1.569703304
GEO,OCU_ISCO08_3,urban,1.53217369
GEO,OCU_ISCO08_4,urban,1.591987013
GEO,OCU_ISCO08_5,urban,1.414499233
GEO,OCU_ISCO08_6,urban,0.2324488255
GEO,OCU_ISCO08_7,urban,1.288961279
GEO,OCU_ISCO08_8,urban,1.196173917
GEO,OCU_ISCO08_9,urban,0.9872228059
GHA,OCU_ISCO08_0,urban,NA
GHA,OCU_ISCO08_1,urban,1.480659892
GHA,OCU_ISCO08_2,urban,1.446199379
GHA,OCU_ISCO08_3,urban,1.511206199
GHA,OCU_ISCO08_4,urban,1.54331881
GHA,OCU_ISCO08_5,urban,1.38231595
GHA,OCU_ISCO08_6,urban,0.4252937704
GHA,OCU_ISCO08_7,urban,1.226697808
GHA,OCU_ISCO08_8,urban,1.202585892
GHA,OCU_ISCO08_9,urban,1.154432075
GIN,OCU_ISCO08_0,urban,NA
GIN,OCU_ISCO08_1,urban,1.339876409
GIN,OCU_ISCO08_2,urban,2.135620641
GIN,OCU_ISCO08_3,urban,2.279982528
GIN,OCU_ISCO08_4,urban,2.355902533
GIN,OCU_ISCO08_5,urban,1.449180894
GIN,OCU_ISCO08_6,urban,0.1036019153
GIN,OCU_ISCO08_7,urban,1.475872319
GIN,OCU_ISCO08_8,urban,2.066395715
GIN,OCU_ISCO08_9,urban,1.19737728
GMB,OCU_ISCO08_0,urban,0.9374904171
GMB,OCU_ISCO08_1,urban,1.594916794
GMB,OCU_ISCO08_2,urban,1.219399419
GMB,OCU_ISCO08_3,urban,1.423243726
GMB,OCU_ISCO08_4,urban,1.455638901
GMB,OCU_ISCO08_5,urban,1.282508139
GMB,OCU_ISCO08_6,urban,0.3553898803
GMB,OCU_ISCO08_7,urban,1.224087336
GMB,OCU_ISCO08_8,urban,1.142381125
GMB,OCU_ISCO08_9,urban,0.9800552522
GNB,OCU_ISCO08_0,urban,2.497700835
GNB,OCU_ISCO08_1,urban,2.562818767
GNB,OCU_ISCO08_2,urban,2.233701987
GNB,OCU_ISCO08_3,urban,2.267460704
GNB,OCU_ISCO08_4,urban,2.53561882
GNB,OCU_ISCO08_5,urban,2.202917859
GNB,OCU_ISCO08_6,urban,0.2323298131
GNB,OCU_ISCO08_7,urban,2.125999634
GNB,OCU_ISCO08_8,urban,2.193859881
GNB,OCU_ISCO08_9,urban,0.6565039153
GRC,OCU_ISCO08_1,urban,0.9872256191
GRC,OCU_ISCO08_2,urban,1.165880501
GRC,OCU_ISCO08_3,urban,1.124541063
GRC,OCU_ISCO08_4,urban,1.12261714
GRC,OCU_ISCO08_5,urban,1.012748835
GRC,OCU_ISCO08_6,urban,0.4275161438
GRC,OCU_ISCO08_7,urban,1.006227104
GRC,OCU_ISCO08_8,urban,1.002985122
GRC,OCU_ISCO08_9,urban,0.8951818492
GTM,OCU_ISCO08_0,urban,0.4759046744
GTM,OCU_ISCO08_1,urban,1.285466927
GTM,OCU_ISCO08_2,urban,1.334768189
GTM,OCU_ISCO08_3,urban,1.35480558
GTM,OCU_ISCO08_4,urban,1.467951151
GTM,OCU_ISCO08_5,urban,1.130035217
GTM,OCU_ISCO08_6,urban,0.4763048987
GTM,OCU_ISCO08_7,urban,1.04578512
GTM,OCU_ISCO08_8,urban,1.231795735
GTM,OCU_ISCO08_9,urban,0.7980025204
GUY,OCU_ISCO08_0,urban,1.578019652
GUY,OCU_ISCO08_1,urban,1.361629852
GUY,OCU_ISCO08_2,urban,1.290159738
GUY,OCU_ISCO08_3,urban,1.358946405
GUY,OCU_ISCO08_4,urban,1.451520114
GUY,OCU_ISCO08_5,urban,1.255128472
GUY,OCU_ISCO08_6,urban,0.2273086992
GUY,OCU_ISCO08_7,urban,0.9268580942
GUY,OCU_ISCO08_8,urban,0.8765062042
GUY,OCU_ISCO08_9,urban,0.7585044739
HND,OCU_ISCO08_0,urban,1.071197912
HND,OCU_ISCO08_1,urban,1.453099722
HND,OCU_ISCO08_2,urban,1.514959521
HND,OCU_ISCO08_3,urban,1.425106765
HND,OCU_ISCO08_4,urban,1.413463646
HND,OCU_ISCO08_5,urban,1.139839596
HND,OCU_ISCO08_6,urban,0.2106760912
HND,OCU_ISCO08_7,urban,1.254851431
HND,OCU_ISCO08_8,urban,1.205326223
HND,OCU_ISCO08_9,urban,0.6580771471
HRV,OCU_ISCO08_0,urban,1.111218736
HRV,OCU_ISCO08_1,urban,1.156081036
HRV,OCU_ISCO08_2,urban,1.2514244
HRV,OCU_ISCO08_3,urban,1.045437109
HRV,OCU_ISCO08_4,urban,1.065801867
HRV,OCU_ISCO08_5,urban,0.9226033042
HRV,OCU_ISCO08_6,urban,0.4628915396
HRV,OCU_ISCO08_7,urban,0.8296204854
HRV,OCU_ISCO08_8,urban,0.8007473827
HRV,OCU_ISCO08_9,urban,0.7993127902
HUN,OCU_ISCO08_0,urban,1.22811072
HUN,OCU_ISCO08_1,urban,1.147435354
HUN,OCU_ISCO08_2,urban,1.234028675
HUN,OCU_ISCO08_3,urban,1.095403153
HUN,OCU_ISCO08_4,urban,1.056901933
HUN,OCU_ISCO08_5,urban,0.9803939882
HUN,OCU_ISCO08_6,urban,0.5674041884
HUN,OCU_ISCO08_7,urban,0.8781524237
HUN,OCU_ISCO08_8,urban,0.7882136751
HUN,OCU_ISCO08_9,urban,0.7635403912
IDN,OCU_ISCO08_0,urban,1.509242965
IDN,OCU_ISCO08_1,urban,1.334769597
IDN,OCU_ISCO08_2,urban,1.24259307
IDN,OCU_ISCO08_3,urban,1.433478517
IDN,OCU_ISCO08_4,urban,1.380301058
IDN,OCU_ISCO08_5,urban,1.261671389
IDN,OCU_ISCO08_6,urban,0.3690864543
IDN,OCU_ISCO08_7,urban,1.119776498
IDN,OCU_ISCO08_8,urban,1.224804462
IDN,OCU_ISCO08_9,urban,0.9463691738
