lng,lat,year,value
93.8627,19.0896,2050,75994
92.7565,20.4839,2050,51693
95.9823,21.8938,2050,149702
95.6987,22.5704,2050,108213
96.8764,17.9226,2050,109473
92.8911,20.1455,2050,281705
99.895,20.454,2050,88025
95.9641,17.3143,2050,167530
98.3944,22.4941,2050,77435
96.206,20.1316,2050,63324
95.5459,20.0058,2050,55314
97.0289,20.783,2050,266658
96.4392,18.9366,2050,167563
94.2392,18.8566,2050,200973
97.7265,15.9682,2050,61242
94.3692,18.4685,2050,122796
96.2537,16.7587,2050,272776
97.3671,16.9173,2050,106530
95.7895,17.6368,2050,100137
95.1772,19.3225,2050,56099
96.5251,16.7615,2050,123984
95.931,16.7112,2050,132562
95.1767,16.6069,2050,139391
96.036,21.0937,2050,52676
96.1454,16.8617,2050,6050414
96.2761,16.8388,2050,156672
97.8535,15.2476,2050,56485
95.5542,17.4751,2050,98420
24.2832,-17.5097,2050,56626
14.528,-22.9382,2050,201964
15.7041,-17.7841,2050,57459
19.7733,-17.9198,2050,116322
14.5467,-22.6575,2050,210460
17.0449,-22.5245,2050,552444
80.0824,28.8861,2050,61243
86.0107,26.6653,2050,105775
81.0533,28.4438,2050,174578
84.4264,27.6866,2050,182011
87.2711,26.6701,2050,134257
87.277,26.5257,2050,431981
81.6177,28.5947,2050,87695
84.8676,27.0252,2050,126092
87.992,26.6435,2050,60196
84.8297,27.0799,2050,80355
85.5261,27.6285,2050,67703
83.3007,27.3945,2050,78674
85.2837,26.766,2050,76928
85.0302,27.4191,2050,131904
85.028,26.9598,2050,99229
83.4667,27.6528,2050,81610
84.9832,27.0257,2050,234837
85.3344,27.6996,2050,4115020
81.6845,28.1943,2050,63826
80.4052,28.6652,2050,258264
85.3331,26.9477,2050,154941
81.6286,28.0618,2050,202398
84.9272,27.0745,2050,114732
83.9864,28.2158,2050,332129
84.7452,27.0552,2050,424005
85.2263,26.8266,2050,134269
85.3023,26.8215,2050,178802
84.9668,27.15,2050,81537
83.5783,27.5138,2050,216287
84.0623,28.1615,2050,55794
81.1203,28.5296,2050,73768
84.6732,27.0568,2050,64522
82.2837,28.1086,2050,118517
85.4823,26.8634,2050,52513
5.3109,51.7042,2050,144889
4.7671,52.6464,2050,179584
6.6597,52.3557,2050,67274
5.2416,52.3784,2050,199430
4.6592,52.1351,2050,72736
5.3922,52.1679,2050,195496
4.8681,52.3683,2050,1280170
5.9711,52.2084,2050,140124
5.9163,51.9742,2050,201053
6.5619,53.0018,2050,67726
4.2852,51.5039,2050,66125
4.7756,51.5895,2050,183359
5.1629,52.2777,2050,57836
6.1757,52.2586,2050,90730
4.6698,51.8147,2050,273996
5.6535,52.0352,2050,60627
5.4602,51.4428,2050,283882
6.885,52.2156,2050,137843
4.7135,52.0202,2050,80344
6.5693,53.2185,2050,187024
4.6399,52.3823,2050,219955
4.6508,52.4891,2050,143605
5.9928,50.9007,2050,193880
5.6635,51.4731,2050,89776
6.7972,52.2701,2050,100970
5.1732,52.222,2050,90856
4.6671,52.3054,2050,58607
5.0684,52.6548,2050,77262
5.1698,52.0267,2050,53098
5.2526,52.2948,2050,54442
5.8061,53.2008,2050,101809
4.4734,52.1673,2050,284854
5.4739,52.5063,2050,76399
5.6974,50.8484,2050,126916
5.8274,51.8293,2050,220708
5.5287,51.766,2050,60242
4.9626,52.5042,2050,90276
4.4635,51.5299,2050,64914
4.4381,51.9069,2050,1054040
4.0444,51.9574,2050,52697
4.3177,52.0572,2050,909384
5.0635,51.5638,2050,199110
5.0849,52.0821,2050,560888
5.5554,52.0223,2050,67589
5.2359,52.0897,2050,51896
4.5001,52.0586,2050,140186
6.0944,52.5121,2050,131147
166.4554,-22.2683,2050,170218
174.7759,-36.9033,2050,1253383
172.6192,-43.5245,2050,264769
170.4995,-45.8809,2050,82814
174.7372,-36.7724,2050,310345
175.2744,-37.7761,2050,188394
174.9154,-41.2116,2050,53888
174.0692,-39.069,2050,55131
176.1498,-37.7001,2050,81950
175.6144,-40.3527,2050,60229
174.904,-37.0363,2050,176006
174.7821,-41.3039,2050,147653
-83.3941,14.0354,2050,200859
-83.7659,12.0141,2050,50070
-84.6099,14.0303,2050,51793
-87.1294,12.6283,2050,125258
-87.1669,12.6625,2050,53906
-86.3572,13.0902,2050,127875
-85.9574,11.9313,2050,103626
-85.9992,13.0905,2050,105892
-86.2078,11.8483,2050,105220
-85.368,12.1014,2050,57293
-86.8772,12.4362,2050,182359
-86.2548,12.1288,2050,1416808
-86.1165,11.9087,2050,75903
-86.0925,11.9772,2050,170905
-85.9207,12.9278,2050,192144
-86.4795,13.633,2050,61207
-81.7033,12.5812,2050,66647
-84.779,13.7307,2050,84507
-86.0956,12.1893,2050,98451
-83.9706,14.7365,2050,63157
3.43,14.9278,2050,57565
6.281,15.4604,2050,289174
7.8922,15.6207,2050,66370
7.9873,16.9722,2050,568590
7.7772,13.5028,2050,99493
7.3397,18.7118,2050,62224
7.3924,18.7391,2050,182275
0.9208,14.7343,2050,73201
5.37,14.5188,2050,95192
8.7938,14.2563,2050,58562
2.9473,13.7844,2050,70589
2.9054,13.0832,2050,77436
5.2528,13.7925,2050,290036
6.0421,14.4242,2050,121225
6.7668,14.5122,2050,201654
9.4833,14.1312,2050,52922
7.2583,13.2003,2050,55449
12.6036,13.3141,2050,208627
4.0287,13.6399,2050,179755
5.5912,13.9667,2050,57193
3.1985,13.047,2050,333283
9.3413,13.0629,2050,73831
5.9004,13.8085,2050,68310
3.3244,14.3502,2050,94004
5.6796,13.9669,2050,84570
3.4546,11.8888,2050,212996
7.9103,13.5271,2050,104887
5.7361,14.3976,2050,82445
11.184,13.71,2050,52571
10.2649,13.9857,2050,100800
5.3108,14.0164,2050,55222
6.6981,13.6622,2050,112890
6.9309,16.7856,2050,70006
5.9346,14.7952,2050,54415
5.2472,14.4598,2050,140451
5.2796,14.2204,2050,51992
12.974,13.9786,2050,55334
8.4639,13.5357,2050,64455
5.7765,14.7587,2050,65906
2.3165,13.3417,2050,65657
6.9017,14.1002,2050,53011
8.8879,13.1807,2050,80752
9.9755,14.2151,2050,53855
5.9577,14.069,2050,313767
8.9086,13.0003,2050,243974
5.5091,13.9581,2050,87844
7.1046,13.504,2050,1102938
8.4758,13.422,2050,145890
7.6723,13.9516,2050,110961
8.2956,13.1773,2050,51194
12.0279,13.2162,2050,150326
9.1498,13.711,2050,107373
13.1113,14.2543,2050,120767
2.1153,13.5261,2050,1822776
2.0866,14.3158,2050,61917
6.9792,13.8755,2050,53879
2.3626,13.1017,2050,67662
9.0601,21.7497,2050,75063
5.2632,14.8896,2050,556632
5.6558,14.8261,2050,89915
8.8799,14.9742,2050,147613
7.4509,13.5484,2050,117677
5.8037,15.901,2050,227883
7.9872,13.7546,2050,235742
1.4549,14.2099,2050,134523
4.791,16.1372,2050,69694
1.7982,13.1192,2050,103644
13.1254,13.673,2050,65157
5.3414,13.8938,2050,60639
0.7509,14.0065,2050,151165
8.676,13.0376,2050,54014
8.9855,13.8108,2050,1133237
7.3522,5.1029,2050,2116464
6.9487,8.473,2050,141893
7.7887,4.9855,2050,442119
8.1039,6.3176,2050,644159
7.819,4.6294,2050,455509
8.0141,6.0021,2050,74857
7.5113,7.8621,2050,83679
3.343,7.1617,2050,1110597
7.4881,5.4072,2050,59152
7.736,5.7011,2050,198109
7.2897,5.5629,2050,2637333
6.7719,4.7505,2050,714157
6.1028,5.7885,2050,212723
6.6479,4.8513,2050,474021
6.0291,6.295,2050,53318
7.4396,9.0685,2050,2425153
8.908,6.6951,2050,101279
7.8986,5.4835,2050,69895
7.0127,6.7355,2050,54555
9.2394,6.8889,2050,104406
8.0408,5.7351,2050,59714
7.6016,9.0152,2050,548270
5.2226,7.6251,2050,761345
7.6064,5.1289,2050,211158
7.9051,4.8821,2050,84612
7.943,5.882,2050,317851
6.035,6.9672,2050,111111
6.3205,9.0074,2050,147237
3.5885,6.6686,2050,123826
7.562,6.3164,2050,185060
3.037,6.5011,2050,496145
6.1945,6.2516,2050,385399
6.6942,7.102,2050,132369
3.4207,8.5034,2050,87956
3.9243,6.9453,2050,325454
6.8627,6.3356,2050,52029
6.591,4.9503,2050,75530
7.073,9.5226,2050,69501
6.6451,5.0857,2050,283920
5.4825,7.6021,2050,80507
6.7631,4.3973,2050,61674
8.3546,5.2537,2050,67551
4.6368,7.2629,2050,132417
3.2255,7.5518,2050,124152
3.0309,7.2416,2050,119450
5.9895,7.9856,2050,108380
4.9219,6.4227,2050,150709
6.6216,7.5621,2050,103109
2.9295,6.4351,2050,158860
4.809,8.2458,2050,51807
6.6465,5.2347,2050,137457
8.3517,5.3145,2050,98024
7.6855,5.9139,2050,84242
6.453,5.0698,2050,234572
7.329,6.7006,2050,175255
5.7421,7.4556,2050,304222
5.1901,7.2503,2050,921387
8.4055,8.9123,2050,150111
7.3637,4.8921,2050,80016
7.0705,7.8897,2050,58610
4.6055,7.332,2050,92244
4.492,7.7136,2050,100081
7.6045,5.7264,2050,50095
8.4788,7.2982,2050,92533
10.3323,10.268,2050,180652
7.3906,5.4481,2050,188056
7.1324,6.3373,2050,51869
5.2983,13.7285,2050,161702
7.883,5.9153,2050,80509
6.1082,4.9737,2050,326673
5.8946,8.1315,2050,50649
8.3846,10.9629,2050,69597
12.0593,10.221,2050,64205
8.6557,10.4405,2050,69244
5.9277,12.1112,2050,128288
7.6281,7.4033,2050,249340
9.244,7.8171,2050,61136
5.0406,7.7052,2050,268229
4.5355,12.746,2050,213365
8.4051,11.6682,2050,85146
7.8932,5.3921,2050,252413
4.9943,6.264,2050,109542
6.7704,5.3669,2050,82994
6.718,6.2003,2050,532114
7.4453,4.5293,2050,130577
11.4771,10.918,2050,108047
7.8295,4.6772,2050,86466
6.2761,7.0718,2050,334367
9.1444,8.1092,2050,55025
7.4805,6.0634,2050,143629
7.0752,6.2209,2050,473451
3.4603,8.2159,2050,54371
4.967,5.9228,2050,85146
7.176,7.4988,2050,229886
5.2391,7.7914,2050,60075
10.1883,11.6737,2050,340603
9.0133,12.772,2050,56347
13.821,13.0933,2050,173616
4.2232,11.4033,2050,78413
8.136,12.1572,2050,60456
10.6248,7.2309,2050,59059
12.4799,9.3063,2050,54553
11.4333,10.851,2050,192044
14.1505,11.2562,2050,105462
8.8954,9.5469,2050,117286
8.9817,10.0389,2050,107381
8.7576,9.9505,2050,80808
7.2501,12.7577,2050,95076
9.8353,10.31,2050,886888
5.9411,11.2905,2050,89792
5.6133,6.3421,2050,2314873
12.4938,11.8086,2050,95104
6.0061,9.0808,2050,697741
11.2133,9.8809,2050,363119
10.2371,12.7897,2050,56015
6.5402,10.6658,2050,133729
4.2009,12.4525,2050,385769
9.478,11.4517,2050,143553
6.8728,12.5713,2050,50085
12.1874,10.6145,2050,296400
7.2712,4.6276,2050,239774
11.0227,10.5457,2050,54092
8.9921,9.2972,2050,83772
7.2225,4.6679,2050,222062
5.9225,5.1615,2050,212922
7.1687,4.4244,2050,566344
7.8845,7.6583,2050,60696
7.3676,4.6759,2050,350742
6.2447,4.3109,2050,186564
6.8602,4.7376,2050,525078
13.3599,10.137,2050,59907
6.555,12.269,2050,66377
12.0076,11.2724,2050,127929
4.013,12.0873,2050,129841
8.7253,11.3909,2050,50714
7.3821,9.2601,2050,163403
8.3414,4.9912,2050,902843
6.9205,11.9581,2050,101515
7.7295,12.6697,2050,90605
12.847,10.8706,2050,52988
6.7123,4.3977,2050,52160
7.2648,8.8251,2050,100107
8.5008,11.8229,2050,80723
10.7599,12.8468,2050,58999
9.8717,12.3503,2050,52963
4.0631,11.6485,2050,105818
12.5101,9.3436,2050,101019
11.3348,11.6774,2050,109839
12.5118,13.1034,2050,78073
11.9621,11.7425,2050,163538
10.7089,11.6783,2050,98114
8.5153,12.4338,2050,181206
12.7596,11.1531,2050,278045
7.335,12.2605,2050,55138
5.3513,12.8516,2050,109697
7.5622,11.3755,2050,50853
8.322,13.0311,2050,522467
11.5023,10.2931,2050,79443
7.0458,7.6884,2050,91461
7.3752,4.5691,2050,169928
9.9606,9.3668,2050,102203
7.2956,4.6602,2050,686049
13.9166,12.0369,2050,204087
13.4114,10.1964,2050,50792
5.47,11.2471,2050,51581
7.2266,13.094,2050,102029
10.9672,7.8536,2050,92240
7.1274,11.4603,2050,187023
8.3577,8.3959,2050,160042
11.6795,9.9689,2050,68392
10.049,7.7204,2050,64617
13.8624,13.116,2050,132943
9.5175,9.9994,2050,139511
10.7724,10.8223,2050,124726
10.5162,8.3921,2050,54606
9.3488,11.7145,2050,308684
7.4952,12.4545,2050,217222
6.2217,6.5041,2050,53710
7.2361,5.0853,2050,93882
6.7271,5.478,2050,153475
4.4463,7.7173,2050,191637
4.9221,7.663,2050,170798
5.5095,8.2191,2050,187624
6.7502,5.2347,2050,63731
5.819,4.9213,2050,51761
5.3449,7.8005,2050,200883
7.3634,6.1363,2050,132862
7.7748,6.6567,2050,87921
4.3144,7.9018,2050,260832
7.1043,7.3592,2050,76250
7.848,5.8101,2050,148949
7.4126,4.6089,2050,71691
7.3876,5.5674,2050,148136
5.7742,5.0626,2050,206932
7.9401,4.6538,2050,510479
5.8688,7.8332,2050,51583
6.0899,4.7067,2050,60165
8.0421,4.9164,2050,83238
6.127,6.7421,2050,249067
5.9857,5.7412,2050,62306
4.6727,8.0221,2050,93667
7.4138,6.6622,2050,213767
6.7321,5.056,2050,88260
7.5419,5.731,2050,83309
5.4604,7.4354,2050,181228
5.5446,9.1286,2050,89661
7.506,6.4503,2050,1456463
7.2343,5.9793,2050,216432
7.4562,6.9929,2050,400120
8.2524,4.6544,2050,74137
3.9798,6.5973,2050,259827
5.2278,8.0766,2050,64783
4.4906,7.8404,2050,503291
5.0009,7.603,2050,82022
3.4291,7.5392,2050,222144
4.8929,7.7563,2050,63961
8.263,4.699,2050,52846
6.3251,6.4858,2050,56726
6.6564,4.7908,2050,61121
5.9901,5.3825,2050,55749
7.2458,6.3707,2050,65334
7.9672,6.3996,2050,77657
8.3857,12.8986,2050,76972
7.0304,11.7211,2050,60025
11.3091,11.2844,2050,63177
11.098,9.5807,2050,63409
5.6413,4.9765,2050,64551
6.4983,7.0906,2050,96503
9.1063,11.5686,2050,63763
7.3135,11.5239,2050,323979
11.2265,11.2864,2050,68073
13.2122,12.4887,2050,69337
10.5361,12.1338,2050,93837
14.2031,12.369,2050,517568
10.4574,11.1454,2050,51543
8.6278,11.5792,2050,76652
7.3463,9.3121,2050,103263
11.1112,8.4519,2050,61628
11.0392,12.8757,2050,185174
9.126,10.07,2050,59225
9.0027,7.33,2050,461126
6.69,7.5091,2050,186806
4.3535,7.476,2050,147235
6.8247,8.245,2050,62308
11.9276,12.8912,2050,208917
11.254,6.7196,2050,125686
7.9697,11.8756,2050,63130
10.1979,11.3902,2050,153982
7.1222,11.1742,2050,102370
12.5464,9.3638,2050,74150
12.7386,10.1655,2050,184376
5.6765,13.4421,2050,79367
12.7817,12.4951,2050,93307
6.2307,12.7151,2050,56940
13.4558,10.8049,2050,94142
9.3878,12.6269,2050,185698
5.1191,12.1426,2050,133692
12.8808,9.1131,2050,54052
6.6716,12.1723,2050,598862
11.9369,9.91,2050,137059
6.8077,9.7538,2050,92883
5.2365,13.3548,2050,77555
8.5518,8.3994,2050,50915
7.0733,8.9429,2050,570084
4.6418,12.5037,2050,73288
9.8853,11.277,2050,75254
8.7394,12.8397,2050,66678
7.9373,11.9165,2050,164984
9.4148,9.3343,2050,154101
13.6945,11.0842,2050,323012
10.04,12.4539,2050,339759
10.4609,11.4208,2050,66320
8.8921,9.6581,2050,54591
7.3001,4.7282,2050,147914
7.6483,11.2654,2050,53509
6.8123,4.9673,2050,52473
3.9225,7.3787,2050,4663010
9.7462,8.1795,2050,68212
4.34,6.5431,2050,57473
7.719,5.287,2050,144619
6.0698,7.4386,2050,87508
7.6535,5.7068,2050,80586
11.8428,10.503,2050,77331
6.6274,6.1755,2050,67237
6.7483,7.1147,2050,220680
5.1313,7.1039,2050,187760
2.756,6.6374,2050,292893
5.1767,7.8553,2050,173267
5.8459,7.2992,2050,54139
4.5671,7.4756,2050,695944
4.7009,7.1837,2050,98161
5.7705,6.9307,2050,108690
6.9503,6.6043,2050,64974
3.1839,7.681,2050,116380
3.2456,7.9766,2050,85737
6.1147,7.2798,2050,229484
4.8158,7.905,2050,69874
5.0623,7.5027,2050,120174
5.0588,7.4088,2050,123676
4.1323,8.7504,2050,188386
3.288,7.4346,2050,223979
3.757,8.841,2050,239480
4.7945,6.3634,2050,275580
4.3175,8.2646,2050,83046
4.8905,6.4322,2050,55136
5.1626,7.9828,2050,74201
6.2444,6.5985,2050,89160
7.0165,4.9593,2050,213522
8.5902,7.9126,2050,100537
7.3693,5.8711,2050,65781
6.6671,5.1834,2050,50542
4.7232,8.156,2050,284293
5.4034,7.6297,2050,109648
5.1678,7.3641,2050,70624
4,6.9714,2050,439659
3.9294,6.8217,2050,943420
5.068,7.8142,2050,250395
8.5295,4.7928,2050,79845
8.2238,11.1732,2050,129287
5.7663,7.5349,2050,449657
5.2265,7.4936,2050,464569
4.1883,7.3621,2050,295622
4.6885,7.9032,2050,411599
5.5097,7.7923,2050,247222
8.725,5.9667,2050,199647
5.0362,7.8364,2050,87077
3.5186,6.6348,2050,1422982
7.5659,4.5718,2050,190127
7.7563,4.8429,2050,54310
7.6552,4.6064,2050,55323
7.5669,4.8763,2050,187297
7.936,4.7749,2050,140195
7.7202,5.1641,2050,827305
7.5882,5.248,2050,376353
7.8372,4.7627,2050,143272
4.9059,8.0172,2050,115684
5.1096,7.348,2050,112704
3.012,6.8895,2050,267732
5.1046,7.5969,2050,197235
4.873,7.2123,2050,329870
3.3488,8.0895,2050,118016
4.7498,7.6267,2050,683658
3.7118,6.885,2050,171585
4.5736,8.4834,2050,1575619
4.8875,8.2283,2050,164509
4.64,6.5428,2050,113771
6.3602,4.8531,2050,105285
4.6475,7.9791,2050,137730
7.2932,6.1163,2050,61202
3.5136,8.1287,2050,63019
3.6549,6.9216,2050,162568
4.893,7.4653,2050,81723
4.4509,7.5336,2050,113424
5.0772,7.8698,2050,114145
3.351,8.5381,2050,52064
4.7265,7.9338,2050,188766
4.8701,6.4926,2050,246458
4.3468,8.0729,2050,55655
6.2195,6.7406,2050,175014
6.403,13.1996,2050,123253
3.113,6.6742,2050,188926
5.8702,5.0729,2050,179657
5.3268,7.9047,2050,68850
5.8309,8.2752,2050,213567
5.4235,7.4631,2050,210560
3.592,7.9726,2050,601893
3.6782,6.9822,2050,169615
7.5632,5.9525,2050,208031
6.4751,6.3177,2050,72198
5.9021,7.4442,2050,50833
9.9659,11.856,2050,70468
8.0235,5.8821,2050,51256
3.086,7.9967,2050,71985
4.1845,7.6362,2050,457114
4.8144,7.6818,2050,93242
4.5767,7.3651,2050,120014
5.2404,7.9527,2050,75488
4.9582,12.5164,2050,112054
12.1559,8.7553,2050,67874
9.6271,12.0765,2050,86259
11.4399,11.9786,2050,52012
10.7736,12.3714,2050,51151
8.6316,9.6677,2050,72011
11.3631,8.9127,2050,319878
9.9275,11.6695,2050,114854
6.2824,12.7506,2050,54662
8.3071,4.6506,2050,104646
6.0719,12.2231,2050,58700
4.8232,9.1205,2050,107944
4.3764,12.2243,2050,302328
7.4328,9.5684,2050,91902
5.7511,5.8761,2050,120620
7.2635,13.1061,2050,70621
8.8698,9.8676,2050,1219426
11.1682,10.284,2050,485545
6.0764,7.8254,2050,195382
7.9534,9.8751,2050,114816
7.4294,10.5062,2050,2331961
8.3008,9.5849,2050,268882
9.9086,12.2392,2050,131038
6.2545,10.1859,2050,56109
8.3946,9.6106,2050,209571
3.9384,9.6026,2050,83233
6.3021,5.1144,2050,51394
3.8192,12.5546,2050,67138
11.3104,9.8186,2050,241257
7.2392,11.5868,2050,52099
3.6562,11.8543,2050,101206
7.8307,12.5475,2050,94435
8.5093,11.9852,2050,6361602
13.6905,11.511,2050,163261
10.3503,12.2858,2050,61667
6.3139,8.7607,2050,55935
7.6132,12.9814,2050,794880
9.2858,7.1687,2050,114157
10.4116,10.9989,2050,166467
6.5856,12.5908,2050,254333
7.4239,11.5574,2050,82797
8.1505,10.574,2050,61025
8.7988,8.1468,2050,54448
7.8834,8.848,2050,291018
13.9342,12.4222,2050,58408
8.1396,11.7029,2050,100196
3.8507,9.0825,2050,274742
9.6039,11.7835,2050,56229
8.0535,12.6398,2050,74686
11.1899,9.3163,2050,59909
8.4464,12.3799,2050,53215
8.0096,9.4494,2050,172621
4.5168,11.4289,2050,156334
5.4599,6.0026,2050,258784
6.033,5.6342,2050,53495
5.4684,10.4003,2050,236124
6.8009,8.0865,2050,84796
7.2251,8.8808,2050,134221
13.5681,12.9253,2050,64729
8.5306,12.2219,2050,60227
7.4128,11.9304,2050,105887
7.4851,12.6662,2050,52042
7.5461,8.943,2050,68619
8.0001,4.547,2050,106567
6.4231,5.6906,2050,209132
8.3846,11.8579,2050,61383
8.5205,8.5039,2050,362494
5.4145,8.8507,2050,123362
3.3103,6.5684,2050,16180326
3.7331,6.473,2050,178566
9.7956,9.1474,2050,164162
3.4496,7.5989,2050,62781
6.5727,9.0452,2050,120229
6.7269,7.7999,2050,1062690
7.4235,5.9247,2050,51540
4.6213,7.3998,2050,114873
9.7855,8.7314,2050,55904
13.6228,10.8898,2050,134091
7.188,9.1778,2050,1009840
13.5972,11.9233,2050,60673
6.0611,12.5655,2050,143039
6.3205,13.5619,2050,82522
6.8274,12.6325,2050,58662
3.4253,6.7765,2050,460938
13.1649,11.829,2050,1497055
9.4462,12.807,2050,133227
4.3781,12.0838,2050,67914
7.1729,9.2554,2050,144177
8.5369,7.7202,2050,497109
13.3386,13.6764,2050,86659
11.2927,10.4766,2050,101348
7.6209,11.7897,2050,200249
9.881,12.5651,2050,77204
8.5121,9.6708,2050,50793
7.8758,12.8549,2050,89125
7.4971,9.1378,2050,89885
6.1688,12.5562,2050,134843
6.0298,10.1337,2050,72477
6.404,12.3311,2050,60505
7.9468,12.9806,2050,98555
7.6744,12.2366,2050,53243
12.062,9.0528,2050,81220
6.946,5.325,2050,70978
8.2296,13.1791,2050,67449
2.8413,7.4478,2050,142884
13.3897,10.623,2050,165354
6.8051,4.6258,2050,130547
8.6598,12.1747,2050,98519
6.5409,9.6138,2050,878666
10.4665,11.3129,2050,198437
9.8293,10.8957,2050,54299
5.0592,9.2947,2050,208794
9.1436,9.4871,2050,159836
13.6135,12.6737,2050,141299
6.4873,12.877,2050,60108
13.27,10.265,2050,344599
7.6713,12.1298,2050,56934
10.7786,8.6429,2050,122013
9.0916,8.6874,2050,53213
5.7421,12.0463,2050,52763
7.7116,8.5425,2050,199205
8.3343,12.1079,2050,63260
8.5385,8.7093,2050,144981
6.7463,4.9728,2050,54182
13.4097,10.2515,2050,74654
6.4024,4.5352,2050,276933
7.533,6.1304,2050,80789
4.5109,9.885,2050,130722
7.9588,6.4717,2050,62048
11.6178,11.6854,2050,73211
7.4077,4.4836,2050,294041
7.3909,5.9753,2050,180751
10.448,12.8751,2050,235752
7.8381,5.7576,2050,165145
9.5686,11.0773,2050,179342
7.4593,4.5522,2050,78664
6.7906,6.4175,2050,79408
7.425,6.8715,2050,1410563
12.0374,9.4558,2050,151939
8.0128,4.7151,2050,119778
7.9559,4.9308,2050,152851
8.2295,9.3452,2050,62194
6.4308,7.9229,2050,74191
7.2617,4.9404,2050,57068
8.771,8.3724,2050,53625
6.1568,5.8446,2050,168504
7.7529,6.042,2050,95376
7.6458,6.87,2050,74418
8.337,6.0667,2050,61818
6.8896,5.552,2050,85240
9.1653,6.6632,2050,278401
5.5491,7.6467,2050,55004
4.741,6.588,2050,57625
4.3945,7.5424,2050,85425
6.2975,5.1753,2050,67134
8.3267,7.0256,2050,82715
5.5584,8.2515,2050,68988
6.3795,5.2443,2050,83515
8.2668,5.9768,2050,90563
7.1229,4.7785,2050,968754
5.6893,7.5766,2050,122227
6.3183,4.6863,2050,64843
4.2362,8.1267,2050,704826
6.4432,7.1196,2050,51887
5.664,5.9434,2050,186848
6.5735,5.0866,2050,71857
8.8018,6.653,2050,181855
6.1797,7.456,2050,50880
4.995,7.5097,2050,65659
7.2275,4.74,2050,478129
6.7519,5.7987,2050,50366
5.3475,5.3547,2050,98926
6.8172,5.7097,2050,91391
6.5264,6.1869,2050,168291
7.8331,5.6347,2050,190976
2.8461,6.9009,2050,124580
6.7144,7.0607,2050,60857
5.6716,5.0297,2050,57509
8.4208,6.8683,2050,160022
5.8018,7.4583,2050,163096
5.7616,7.6422,2050,53796
5.5754,7.8158,2050,57103
3.3522,8.0362,2050,414822
4.7793,6.4998,2050,313771
4.343,7.9572,2050,91287
7.8893,5.195,2050,142757
6.5349,5.0688,2050,139329
7.6565,5.7471,2050,65709
8.1243,4.8428,2050,145388
7.7501,4.5333,2050,115770
7.4639,4.4918,2050,131018
7.2478,5.3058,2050,57952
7.8095,7.0352,2050,78772
7.291,6.4379,2050,112323
6.2935,4.3015,2050,85886
8.6328,6.5988,2050,56184
7.8206,6.0338,2050,358735
7.0983,4.7516,2050,477640
6.339,7.2751,2050,101399
8.7777,6.7157,2050,88793
8.1751,5.1711,2050,97672
5.7965,5.3688,2050,94774
7.2195,5.7835,2050,73504
8.3882,9.4691,2050,76938
6.2073,5.4553,2050,270078
6.207,6.346,2050,62192
6.1401,5.4183,2050,54679
6.9576,6.5114,2050,181329
6.6563,5.3428,2050,358921
5.1051,8.1367,2050,169396
5.7244,7.7582,2050,307435
4.8358,7.0877,2050,765963
5.1004,7.1444,2050,55320
7.8142,6.1197,2050,241654
6.8205,6.1735,2050,8680997
8.0251,6.1655,2050,72620
7.5383,4.5104,2050,132377
5.0582,8.0313,2050,60799
5.901,7.6794,2050,65982
4.8796,6.7503,2050,341697
5.9003,5.6471,2050,124979
6.7554,6.3135,2050,75761
8.2404,4.8119,2050,599234
8.1633,4.7296,2050,154027
6.4082,4.9172,2050,57445
4.5641,7.7722,2050,681988
6.6852,5.8668,2050,74851
6.2528,7.4109,2050,58453
4.7917,7.9494,2050,60769
6.9379,5.6902,2050,128124
6.2017,7.5574,2050,1361931
3.4089,8.205,2050,87546
7.6644,7.1278,2050,58974
8.1334,7.1963,2050,337575
9.0183,6.6309,2050,58499
5.1205,7.9873,2050,238144
6.0046,7.1915,2050,88739
6.3149,4.7919,2050,61248
6.2707,4.8416,2050,112284
5.1509,8.0916,2050,68586
7.3521,6.3792,2050,65997
5.0097,7.4047,2050,70318
7.0381,5.6874,2050,6804817
6.9576,5.558,2050,74594
5.5861,7.1992,2050,402295
2.9869,6.6996,2050,176647
7.1212,4.8949,2050,590402
3.9348,7.8433,2050,1184602
6.2287,5.5453,2050,144467
6.6337,9.4401,2050,90586
8.1561,11.5005,2050,55703
8.2746,10.6818,2050,88351
11.483,9.9776,2050,74330
6.1909,5.2273,2050,115931
5.7566,8.7247,2050,103725
5.3969,9.6898,2050,53802
7.0155,4.8119,2050,3172749
11.0879,11.7084,2050,499336
13.7811,11.225,2050,143477
14.4679,12.2676,2050,53750
10.956,9.6925,2050,63068
5.4867,11.3974,2050,82109
5.2605,11.1047,2050,89364
7.7087,12.8489,2050,51141
8.4264,11.7723,2050,142981
9.1604,12.1516,2050,100443
7.8243,11.5509,2050,75543
8.2675,12.6595,2050,62168
7.0314,8.5336,2050,58303
7.3627,8.9775,2050,303755
5.1213,12.739,2050,60825
6.7779,4.9437,2050,78408
6.8095,12.5473,2050,69780
5.9338,6.9029,2050,72689
8.2016,11.4599,2050,76973
8.106,11.9572,2050,51052
7.4163,12.4119,2050,63729
3.6401,6.8411,2050,197576
6.1961,5.1571,2050,184057
3.3925,8.6626,2050,637870
4.9691,10.3181,2050,70408
9.6517,11.3493,2050,64275
8.6884,10.4126,2050,142712
8.3607,12.9589,2050,66957
6.8286,4.7654,2050,96757
