code,exp_,pop_risk,pop_vuln,vuln6,vuln5,vuln4,vuln3,vuln2,vuln1,totalpop,region,region_code,sha_exp,sha_vuln,sha_risk,sha_vuln_nonexp,sha_nonvuln_exp,sha_nonvuln_nonexp,sha_vuln6,sha_vuln5,sha_vuln4,sha_vuln3,sha_vuln2,sha_vuln1
BGD,169.0412714,96.23035789,96.4038074,0,0,0.1633065906,2.598942848,21.98159583,71.65996212,169.356251,South Asia,SAS,0.9981401563,0.5692367554,0.5682126284,0.001024127007,0.4299275279,0.0008357167244,0,0,0.0009642784717,0.01534601115,0.129795,0.4231314957
BGR,2.929195899,0.2559803082,0.4065227732,0,0,0,0.001372807284,0.01853242778,0.3866175488,6.877743,Europe & Central Asia,ECS,0.4258949459,0.05910700187,0.03721864894,0.02188835293,0.3886762857,0.5522167087,0,0,0,0.000199601418,0.002694550669,0.05621285364
BIH,1.84321451,0.7533665565,1.278066574,0,0,0.00004707877088,0.00420670048,0.1265703232,1.147242491,3.270943,Europe & Central Asia,ECS,0.5635116696,0.3907333612,0.2303209007,0.1604124606,0.333190769,0.2760758698,0,0,0.00001439302741,0.001286081853,0.03869536147,0.3507375419
BLR,2.027678291,0.006279791049,0.01552315406,0,0,0,0,0,0.01552315406,9.302585,Europe & Central Asia,ECS,0.2179693431,0.001668692566,0.0006750586908,0.0009936338756,0.2172942907,0.7810370326,0,0,0,0,0,0.001668692566
BOL,2.81791867,1.542533619,4.294807829,0,0,0.01769560674,0.1773573645,0.7502390631,3.349515811,12.079472,Latin America & Caribbean,LCN,0.2332816124,0.3555459976,0.1276987642,0.2278472334,0.1055828482,0.5388711691,0,0,0.001464932109,0.01468254253,0.06210859865,0.277289927
BRA,60.74488943,19.81232734,57.69742236,0,0.002334352082,0.1003679595,1.158712349,8.395776247,48.04023139,214.326223,Latin America & Caribbean,LCN,0.2834225595,0.2692037523,0.09244005382,0.1767636985,0.1909825057,0.5398137569,0,0.00001089158377,0.0004682952713,0.0054063024,0.03917288408,0.2241453677
BTN,0.1485118986,0.1350784802,0.7077460545,0,0,0.00001136610899,0.02613026234,0.1759426938,0.5056617322,0.777486,South Asia,SAS,0.1910155267,0.9103007317,0.173737511,0.7365632057,0.01727801561,0.07242126763,0,0,0.00001461905322,0.0336086601,0.2262969315,0.6503804922
BWA,0.8274540601,0.6808476934,1.752847783,0,0.002643386891,0.03706809292,0.2020845716,0.5193618927,0.9916898347,2.588423,Sub-Saharan Africa,SSF,0.3196749687,0.6771875024,0.2630357146,0.4141517878,0.05663925409,0.2661732435,0,0.001021234551,0.01432072464,0.07807246596,0.2006479949,0.3831250966
CAF,1.365151039,1.354129538,5.404126823,0,0.732189355,1.816171944,1.689073915,0.8376273531,0.3290642528,5.457154,Sub-Saharan Africa,SSF,0.2501580715,0.9902830124,0.2481384128,0.7421445847,0.002019658685,0.007697343826,0,0.1341705471,0.3328056931,0.3095155358,0.1534916162,0.06029960886
CAN,6.610586474,0.4046229358,2.329534149,0,0,0,0,0.014087137,2.315447013,38.226498,North America,NAC,0.1729320437,0.06094029546,0.01058488153,0.05035541207,0.1623471677,0.7767125368,0,0,0,0,0.0003685175907,0.06057177857
CHL,3.004579774,0.333674143,1.586015439,0,0,0,0.0008705098451,0.04517969048,1.539965247,19.493184,Latin America & Caribbean,LCN,0.1541348845,0.08136256784,0.01711747795,0.06424508989,0.1370173991,0.7816200256,0,0,0,0.00004465713937,0.002317717299,0.0790001899
CHN,1058.597531,31.36303741,41.8283122,0,0,0,0,0.3541291006,41.47418302,1412.36,East Asia & Pacific,EAS,0.7495238781,0.02961589955,0.02220612206,0.007409777492,0.7273177505,0.2430663556,0,0,0,0,0.0002507357276,0.0293651633
CIV,9.091321777,8.787608094,24.67466076,0.1124112005,0.7355111016,2.285334951,4.641145706,7.705504164,9.194753522,27.478249,Sub-Saharan Africa,SSF,0.3308552206,0.8979706168,0.3198023438,0.578168273,0.01105287671,0.09097650647,0.0040909159,0.02676703036,0.0831688717,0.1689025313,0.2804219425,0.3346193433
CMR,7.291659832,7.083712223,25.39313132,0.4835354701,2.038050225,3.651186408,4.740778189,7.375904165,7.103676908,27.198628,Sub-Saharan Africa,SSF,0.2680892646,0.9336180687,0.260443747,0.6731743217,0.007645517588,0.05873641372,0.01777793653,0.07493209839,0.1342415661,0.1743021011,0.27118662,0.2611777782
COD,14.65940292,14.65913965,95.89114907,5.435472388,20.00799384,26.18150595,21.29396815,14.73432536,8.237883453,95.894118,Sub-Saharan Africa,SSF,0.1528707147,0.9999690652,0.1528679729,0.8471010923,0.00000274181366,0.00002819299698,0.05668202043,0.2086467296,0.2730251551,0.2220570892,0.1536520272,0.0859060362
COG,0.9169176578,0.8632444871,4.947065758,0.001112698773,0.08584125284,0.4641177781,1.108463982,1.587913787,1.699616258,5.835806,Sub-Saharan Africa,SSF,0.157119289,0.8477090597,0.1479220688,0.6997870207,0.009197220206,0.1430936903,0.0001906675461,0.01470940839,0.07952933758,0.1899418831,0.2720984519,0.2912393212
COL,17.02906789,9.848357229,26.17029611,0,0.012788069,0.1639200305,1.300399936,6.510589476,18.18259854,51.516562,Latin America & Caribbean,LCN,0.3305552006,0.5079976916,0.1911687553,0.3168289363,0.1393864453,0.3526158631,0,0.000248232187,0.003181889886,0.0252423659,0.126378566,0.3529466689
COM,0.1304537169,0.1187466445,0.7561314963,0.001033712433,0.0161110747,0.06541857403,0.1395669249,0.2368235975,0.2971776077,0.821625,Sub-Saharan Africa,SSF,0.1587752551,0.9202878475,0.144526571,0.7757612467,0.01424868405,0.06546349823,0.001258131699,0.01960879378,0.07962096483,0.1698669344,0.2882380486,0.361694932
CPV,0.1400294555,0.09676115184,0.3766744169,0,0.0003474975019,0.004293489001,0.02454697206,0.08997029316,0.2575161653,0.587925,Sub-Saharan Africa,SSF,0.2381757051,0.6406844854,0.1645807773,0.476103723,0.07359492779,0.2857205868,0,0.0005910575273,0.00730278343,0.04175187647,0.1530302167,0.438008517
CRI,0.9386302844,0.188331211,0.8715052698,0,0,0,0.002344365603,0.05284086382,0.8163200244,5.153957,Latin America & Caribbean,LCN,0.1821183711,0.1690943986,0.03654108942,0.1325533092,0.1455772817,0.6853283048,0,0,0,0.0004548671131,0.01025248412,0.15838705
CZE,4.637755937,0.1102354785,0.3508894215,0,0,0,0.00004346048081,0.001818655993,0.3490273072,10.505772,Europe & Central Asia,ECS,0.4414483607,0.03339967877,0.01049284916,0.02290682867,0.4309554994,0.5356448293,0,0,0,0.000004136819371,0.0001731101656,0.03322243318
DEU,20.95504058,0.456679863,1.88413682,0,0,0,0,0.02078502761,1.8633518,83.196078,Europe & Central Asia,ECS,0.2518753409,0.02264694311,0.005489199422,0.01715774462,0.2463861406,0.7309669256,0,0,0,0,0.0002498318208,0.02239711024
DJI,0.9837947976,0.6712891762,0.7702703662,0,0.02822277503,0.07134003434,0.1225731738,0.1882140248,0.3599203494,1.105557,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.8898634911,0.6967260838,0.607195437,0.0895306468,0.2826680541,0.02060586214,0,0.02552810498,0.06452859193,0.1108700633,0.1702436209,0.3255556822
ESP,11.45251305,0.4902025573,1.683424704,0,0,0,0.0001013856408,0.02495473262,1.658368608,47.415794,Europe & Central Asia,ECS,0.2415337116,0.03550345823,0.01033838093,0.0251650773,0.2311953306,0.7333012223,0,0,0,0.000002138225,0.0005262958002,0.0349750258
ETH,34.15082889,33.75251667,85.92166485,2.100379478,10.75444273,21.37512004,22.49859997,16.09773789,13.09538481,89.41802196,Sub-Saharan Africa,SSF,0.3819233179,0.960898757,0.3774688244,0.5834299326,0.004454493523,0.0346467495,0.02348944172,0.1202715337,0.2390471101,0.2516114712,0.1800278872,0.1464512944
FIN,0.4661827319,0.004886628216,0.09939187125,0,0,0,0.00001580713797,0.004401296519,0.09497476785,5.51277813,Europe & Central Asia,ECS,0.08456403017,0.01802936196,0.0008864184492,0.01714294404,0.08367761225,0.8982930183,0,0,0,0.000002867363264,0.0007983808755,0.01722811349
FJI,0.9173793921,0.5391684747,0.5433020587,0,0,0.00106586059,0.01293777993,0.08436728155,0.4449311432,0.92461,East Asia & Pacific,EAS,0.992179811,0.5876013041,0.5831307173,0.004470586777,0.4090490937,0.003349602222,0,0,0.0011527678,0.01399268862,0.09124634415,0.4812095165
GBR,10.04454275,1.104423705,7.579543889,0,0,0,0,0.06059218186,7.518951684,67.026292,Europe & Central Asia,ECS,0.1498597413,0.1130831465,0.01647746935,0.09660567343,0.1333822757,0.7535345554,0,0,0,0,0.000904006185,0.1121791378
GEO,0.9380039048,0.2550263941,0.6950342404,0,0,0.0001935268908,0.006191795724,0.0790986256,0.6095502845,3.243069382,Europe & Central Asia,ECS,0.2892333865,0.2143137157,0.07863735408,0.1356763542,0.210596025,0.5750902891,0,0,0.00005967399193,0.001909239334,0.02439005114,0.1879547536
GHA,15.83527646,15.12352999,30.94140531,0.031712046,0.4731009694,2.008326997,4.882112399,12.9114699,10.63468292,32.833031,Sub-Saharan Africa,SSF,0.4822971225,0.942386508,0.4606193602,0.4817671478,0.02167776227,0.03593572974,0.0009658579947,0.01440929901,0.06116788462,0.1486951411,0.3932463527,0.3239019513
GIN,5.305311759,5.270436353,13.01428139,0.2448494342,1.24224094,2.827537805,3.289115908,2.887667265,2.522870013,13.531906,Sub-Saharan Africa,SSF,0.3920594454,0.9617478251,0.3894822001,0.572265625,0.002577245235,0.03567492962,0.01809423044,0.09180088341,0.2089533955,0.2430637628,0.2133969367,0.186438635
GMB,2.154215747,2.021183421,2.468763564,0.006215107365,0.06054963072,0.2094553101,0.4249935173,0.69428561,1.073264399,2.639916,Sub-Saharan Africa,SSF,0.8160167933,0.9351674914,0.7656241655,0.1695433259,0.05039262772,0.01443988085,0.002354282187,0.02293619514,0.07934165746,0.1609875113,0.2629953325,0.4065524936
GNB,0.540314467,0.5197983024,1.904005951,0,0.01843719906,0.1288680426,0.4191387298,0.6118152386,0.725746739,2.060721,Sub-Saharan Africa,SSF,0.2621968091,0.9239513278,0.2522409856,0.671710372,0.009955823421,0.06609281898,0,0.008946965449,0.06253541261,0.2033942193,0.2968937755,0.3521809876
GRC,3.353182376,0.2756005825,0.6221723137,0,0,0,0.000191027646,0.01675147694,0.6052298113,10.569207,Europe & Central Asia,ECS,0.3172596097,0.05886650831,0.02607580461,0.03279070556,0.2911837995,0.6499496698,0,0,0,0.00001807398075,0.001584932208,0.05726350099
HTI,11.447569,10.71165022,10.71165022,0,0.7813751271,2.007468459,2.559649317,2.653040743,2.710116634,11.447569,Latin America & Caribbean,LCN,1,0.9357139468,0.9357139468,0,0.06428605318,0,0,0.06825686246,0.1753619909,0.2235976309,0.2317558229,0.2367416769
HUN,4.012174357,0.2401379365,0.4293412175,0,0,0,0,0.005558476172,0.4237827342,9.709891,Europe & Central Asia,ECS,0.4132048786,0.04421689361,0.02473127097,0.01948562264,0.3884736001,0.5673094988,0,0,0,0,0.0005724550574,0.04364443943
IDN,62.72470096,25.23632344,106.0866302,0,0.01037892859,0.2347472693,2.577097394,18.93524901,84.32915768,273.753191,East Asia & Pacific,EAS,0.2291286588,0.3875265419,0.09218640625,0.2953401208,0.1369422525,0.4755312204,0,0.0000379134508,0.000857514271,0.009413944557,0.06916905195,0.3080481291
IND,1150.169329,286.1299464,311.8906547,0,0,0.002612050061,0.7890498506,29.43058816,281.668405,1287.103169,South Asia,SAS,0.8936108351,0.2423198521,0.2223053724,0.02001447976,0.6713054776,0.08637467027,0,0,0.00000202940214,0.0006130432012,0.02286575735,0.2188390195
IRN,21.23328203,3.092083748,10.7293595,0,0.00003311637198,0.002863142548,0.07319443153,0.8986523497,9.75461647,87.923432,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.2414974272,0.1220307201,0.03516791388,0.08686280251,0.2063295096,0.6716398001,0,3.766501209e-7,0.00003256404307,0.0008324792143,0.01022085175,0.1109444499
IRQ,33.35977092,27.87767737,36.07105866,0,0,0.0186897529,1.255916819,13.15694612,21.63950606,43.533592,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.7662995458,0.8285799026,0.6403716207,0.188208282,0.1259279251,0.04549217224,0,0,0.0004293179663,0.02884937264,0.3022251427,0.4970760643
ISR,1.431964237,0.01623598479,0.09388251122,0,0,0,0,0,0.09388251122,9.3714,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.1528015286,0.01001798175,0.001732503646,0.008285477757,0.1510690302,0.8389129639,0,0,0,0,0,0.01001798175
ITA,16.02469636,1.009042617,4.300227083,0,0,0,0.003243942929,0.1282306531,4.168752529,59.133173,Europe & Central Asia,ECS,0.2709933519,0.07272106409,0.01706390083,0.05565716326,0.2539294362,0.6733494997,0,0,0,0.0000548582575,0.002168506151,0.07049769908
JOR,0.7487140452,0.315497865,5.008121446,0,0,0,0.008219643118,0.5439092321,4.455992587,11.148278,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.06715961546,0.4492282569,0.02830014378,0.4209281206,0.03885947168,0.5119122863,0,0,0,0.0007373015978,0.0487886332,0.3997023106
KAZ,4.587072528,1.133778273,4.490429573,0,0,0,0.00006023052878,0.1079822935,4.382387078,19.000988,Europe & Central Asia,ECS,0.2414123118,0.2363261133,0.05966943875,0.1766566783,0.1817428768,0.581930995,0,0,0,0.000003169863021,0.00568298297,0.2306399643
KEN,15.06702961,13.63617543,45.69797908,0.03841197259,1.116669634,4.218273618,9.377874427,14.63440813,16.31234135,53.005614,Sub-Saharan Africa,SSF,0.2842534781,0.8621346951,0.2572590709,0.6048756242,0.02699440718,0.1108708978,0.0007246774621,0.02106700651,0.07958164066,0.1769222915,0.276091665,0.3077474236
KGZ,2.021668794,0.8619508528,2.802029654,0,0,0.0002955826358,0.01965190284,0.3394554637,2.442626694,6.7734,Europe & Central Asia,ECS,0.2984717786,0.4136814177,0.1272552758,0.286426127,0.1712165028,0.4151020944,0,0,0.00004363873813,0.002901335014,0.05011596158,0.3606204689
LAO,4.211329542,4.111362487,7.262213729,0.01288190081,0.07802499167,0.3090931114,0.9779536505,2.269841205,3.614418831,7.425057,East Asia & Pacific,EAS,0.5671780705,0.9780684114,0.5537145734,0.424353838,0.01346349716,0.008468091488,0.001734922873,0.01050833613,0.0416283831,0.1317099184,0.3057001829,0.4867866635
LBN,0.3942368769,0.3942368797,3.494058669,0,0,0.008744266815,0.09515724704,1.620240942,1.769916207,3.494058585,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.1128306463,1,0.1128306463,0.8871693611,0,-7.450580597e-9,0,0,0.002502610208,0.02723401599,0.4637131691,0.5065502524
LBR,2.130667642,2.115213881,5.106442641,0.1083123341,0.4593295752,0.925437116,1.33392863,1.560628995,0.7188060081,5.193416,Sub-Saharan Africa,SSF,0.4102632403,0.9832531214,0.4072875977,0.5759655237,0.002975642681,0.01377123594,0.02085570246,0.08844459802,0.1781942993,0.2568499446,0.300501436,0.1384071708
LKA,9.260339453,5.486169509,13.33818416,0,0.0002860214563,0.01203587049,0.1844306933,1.88837584,11.25305583,22.156,South Asia,SAS,0.4179607928,0.6020122766,0.2476155162,0.3543967605,0.1703452766,0.2276424468,0,0.00001290943601,0.0005432330072,0.008324187249,0.08523090184,0.5079010725
LSO,1.200336262,1.092417847,1.872970615,0.001101531916,0.0196701993,0.1333751909,0.4123072503,0.6835632203,0.6229532224,2.281454,Sub-Saharan Africa,SSF,0.5261277556,0.8209547997,0.4788252711,0.3421295285,0.04730248451,0.1317427158,0.0004828201199,0.008621782064,0.05846060812,0.1807212681,0.2996173501,0.2730509639
MAR,8.693188151,5.597603445,19.94074265,0,0.00580034445,0.09258053734,0.7286096774,3.690095116,15.42365699,37.076584,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.2344657183,0.5378257632,0.1509740949,0.3868516684,0.0834916234,0.3786826134,0,0.0001564422564,0.002497008303,0.01965147816,0.09952629358,0.4159945548
MDA,1.374049835,0.7923969409,1.257909972,0,0,0.0004589517457,0.02362358556,0.2493116332,0.9845158104,2.595809,Europe & Central Asia,ECS,0.5293339491,0.4845926464,0.3052601218,0.1793325245,0.2240738273,0.2913335264,0,0,0.0001768048969,0.009100664407,0.09604390711,0.3792712688
MDG,17.80109397,17.58413612,28.34169944,4.742883211,7.167112243,6.342265889,4.548658406,3.252920307,2.287859362,28.915653,Sub-Saharan Africa,SSF,0.615621388,0.9801507592,0.6081182361,0.3720325232,0.007503151894,0.01234608889,0.1640247703,0.2478627115,0.219336763,0.1573078185,0.1124968678,0.07912182808
MDV,0.02622613384,0.01621333661,0.3214673635,0,0,0,0,0,0.3214673635,0.521457,South Asia,SAS,0.05029395223,0.6164791584,0.03109237552,0.5853867531,0.01920157671,0.3643192947,0,0,0,0,0,0.6164791584
MEX,42.42462033,21.70030378,61.85385847,0,0,0.05026161922,1.01598616,12.51295078,48.2746598,126.705138,Latin America & Caribbean,LCN,0.3348295093,0.4881716669,0.1712661684,0.3169054985,0.1635633409,0.3482649922,0,0,0.0003966817749,0.008018507622,0.09875646234,0.3810000122
MKD,0.7266691733,0.04081938843,0.1056013257,0,0,0,0.00004270036152,0.002515604384,0.1030430209,2.065092,Europe & Central Asia,ECS,0.3518822193,0.0511363782,0.01976637729,0.03136999905,0.332115829,0.6167477965,0,0,0,0.00002067722016,0.001218156074,0.04989754409
MLI,14.12783272,13.22265471,19.61394664,0.04369880558,0.5480346963,2.191299544,5.086745005,6.18111689,5.563051678,21.904983,Sub-Saharan Africa,SSF,0.6449597478,0.8954102397,0.6036368608,0.2917733788,0.04132288694,0.06326687336,0.001994925318,0.02501872182,0.1000365764,0.2322186232,0.2821785808,0.2539628446
MMR,45.36240913,40.2600268,47.68991115,0,0.3142910116,1.668011263,5.846981358,13.31484575,26.54578185,53.798084,East Asia & Pacific,EAS,0.8431974649,0.8864611387,0.7483543158,0.138106823,0.09484314919,0.01869571209,0,0.005842048209,0.0310050305,0.1086838245,0.2474966496,0.4934335947
MNE,0.1695157564,0.05966822966,0.2106950274,0,0,0.00002216981004,0.0007556884912,0.0197150904,0.1902020797,0.619211,Europe & Central Asia,ECS,0.273760885,0.3402636945,0.09636171162,0.2439019829,0.1773991734,0.4823371172,0,0,0.00003580332123,0.001220405451,0.03183905035,0.3071684539
MNG,0.4026839589,0.06453372763,0.3435391969,0,0,0,0.00002328824311,0.01316761898,0.3303482859,3.347782,East Asia & Pacific,EAS,0.1202838048,0.1026169583,0.01927656122,0.08334039897,0.1010072455,0.7963758111,0,0,0,0.000006956320249,0.003933236469,0.09867676347
MOZ,14.68683243,14.56831484,31.63358199,3.096677843,7.660473822,7.446977787,5.31101984,4.864447998,3.253984694,32.077072,Sub-Saharan Africa,SSF,0.4578607678,0.9861742258,0.4541659653,0.5320082903,0.003694802523,0.01013094187,0.09653867036,0.2388146222,0.2321588993,0.1655705869,0.1516487598,0.1014426947
MRT,3.699414912,3.215459367,3.994503244,0.03524520365,0.2051999219,0.5278114634,0.8645670503,1.170003373,1.191676228,4.614974,Sub-Saharan Africa,SSF,0.8016111851,0.8655527234,0.6967448592,0.1688078642,0.1048663259,0.02958095074,0.007637140341,0.04446393996,0.1143693253,0.1873395294,0.2535232902,0.2582194805
MUS,1.266334,0.2430172581,0.2430172581,0,0,0,0.0001544929828,0.01498641324,0.2278763521,1.266334,Sub-Saharan Africa,SSF,1,0.1919061244,0.1919061244,0,0.8080939054,-2.980232239e-8,0,0,0,0.0001220001868,0.01183448732,0.1799496412
MWI,7.672182213,7.599646252,19.28619547,0.2779707728,2.538080212,6.006200621,5.793232939,3.043938528,1.626772395,19.889742,Sub-Saharan Africa,SSF,0.385735631,0.9696553946,0.3820887208,0.5875666738,0.003646910191,0.02669769526,0.01397558488,0.1276074946,0.3019747734,0.2912673652,0.1530406177,0.08178951591
MYS,9.310842783,1.701878296,7.127061506,0,0,0,0.0005493130782,0.1254095974,7.001102618,33.573874,East Asia & Pacific,EAS,0.2773240507,0.2122799903,0.05069055408,0.1615894437,0.2266334891,0.5610865355,0,0,0,0.00001636132583,0.003735332983,0.2085282952
NAM,1.520773626,1.337778843,1.936555506,0.00114859535,0.01806428678,0.1057377435,0.3387162536,0.6271454074,0.8457432296,2.530151,Sub-Saharan Africa,SSF,0.6010604501,0.7653912902,0.5287348032,0.236656487,0.07232564688,0.1622830629,0.0004539631773,0.007139608264,0.04179108143,0.1338719577,0.2478687614,0.3342659175
NER,18.2555365,17.9692922,24.85121129,1.932182353,5.746434565,7.015998291,5.052125607,3.295250323,1.809220145,25.252722,Sub-Saharan Africa,SSF,0.7229136229,0.9841002822,0.7115784287,0.2725218534,0.01133519411,0.004564523697,0.07651382685,0.2275570333,0.2778313756,0.2000626177,0.1304908991,0.0716445595
NGA,66.19737172,63.06612,181.4366524,4.18568529,14.43060832,25.01461501,33.7804992,42.08987191,61.93537303,198.8367372,Sub-Saharan Africa,SSF,0.3329232335,0.9124906063,0.3171753883,0.595315218,0.01574784517,0.07176154852,0.02105086483,0.07257515937,0.1258047968,0.1698906273,0.2116805613,0.3114885688
NIC,2.3125106,1.917850262,5.076513134,0.007259342139,0.0764395536,0.2910712716,0.6157861578,1.296437753,2.789519124,6.85054,Latin America & Caribbean,LCN,0.3375661671,0.7410383821,0.2799560726,0.4610823095,0.05761009455,0.2013515234,0.001059674425,0.01115817949,0.04248880595,0.0898887068,0.1892460734,0.4071969688
NPL,17.59344131,12.97569451,22.38182992,0.0003604497178,0.02516568018,0.2180277223,1.380535929,5.98823823,14.76950213,30.034989,South Asia,SAS,0.5857648849,0.7451918721,0.4320192933,0.3131725788,0.1537455916,0.1010625362,0.00001200099359,0.0008378787898,0.007259124424,0.04596425593,0.1993754059,0.491743207
PAK,204.5972536,179.5619615,204.2943916,0.5488802323,3.902146664,12.79281811,30.5754931,69.39513874,87.07991314,231.402117,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.8841632605,0.8828544617,0.7759737372,0.1068807244,0.1081895232,0.00895601511,0.002371975919,0.01686305553,0.05528393015,0.1321314275,0.2998898327,0.3763142526
PAN,0.9844220412,0.3391906723,0.8724613664,0,0,0.0003975483606,0.01313215087,0.1185927739,0.7403388827,4.351267,Latin America & Caribbean,LCN,0.2262380272,0.2005074322,0.07795216143,0.1225552708,0.1482858658,0.6512067318,0,0,0.00009136381414,0.003018006217,0.02725476772,0.1701432914
PER,8.171455634,4.25932207,11.58324994,0.0002623467152,0.01764617656,0.151026372,0.5897367874,2.197785943,8.626792237,33.715471,Latin America & Caribbean,LCN,0.2423651665,0.3435589075,0.126331389,0.2172275186,0.1160337776,0.5404073,0.000007781196473,0.0005233851261,0.004479438066,0.01749157719,0.06518627703,0.2558704317
PHL,96.68766403,62.50469972,74.55171618,0,0.03492756296,0.4701101297,3.689474817,17.97123017,52.38597361,113.880328,East Asia & Pacific,EAS,0.8490286469,0.6546496153,0.5488629937,0.1057866216,0.3001656532,0.04518473148,0,0.0003067040816,0.004128106404,0.03239782527,0.1578080356,0.4600089788
PNG,1.640408498,1.571041844,9.346842699,0,0.5659327445,1.85351254,2.95862519,2.549953906,1.418818325,9.949437,East Asia & Pacific,EAS,0.164874509,0.9394343495,0.1579025835,0.7815317512,0.006971925497,0.05359373987,0,0.05688088015,0.1862932146,0.2973660827,0.2562912703,0.1426028758
POL,12.62995952,2.283938262,4.826657593,0,0,0,0.0009210636176,0.1049439793,4.720792547,37.747124,Europe & Central Asia,ECS,0.3345939517,0.1278682202,0.06050628424,0.06736193597,0.2740876675,0.5980440974,0,0,0,0.0000244008952,0.002780184848,0.125063628
PRY,3.983952405,1.724011915,2.155628052,0,0.000007587542314,0.002315733465,0.03267046499,0.3183804359,1.802253831,5.012813011,Latin America & Caribbean,LCN,0.7947538495,0.4300236404,0.3439210355,0.08610260487,0.450832814,0.1191435456,0,0.000001513629627,0.0004619628598,0.006517391652,0.06351333112,0.3595294356
PSE,3.000544243,2.300428458,3.669085324,0,0,0.002246882912,0.09552978538,1.079881206,2.491427392,4.864012382,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.6168866158,0.7543330789,0.47294873,0.2813843489,0.1439378858,0.1017290354,0,0,0.0004619402171,0.01964011975,0.2220144868,0.5122165084
ROU,9.499913263,1.615872776,2.408578753,0,0,0,0.0001069459777,0.04039499964,2.368076816,19.122059,Europe & Central Asia,ECS,0.4968038797,0.1259581298,0.08450307697,0.04145505279,0.4123007953,0.4617410898,0,0,0,0.000005592806701,0.002112481743,0.1238400564
