iso3c,reach_target_year,speed,end_year,end_value,start_value,start_year,typical_end_value
PRY,2112,1,2024,2.5,3,2015,2.5
PSE,,-0.2380952381,2023,2.9,2.8,2016,2.433333333
QAT,2017,,2017,0.5,,,
ROU,2031,6.808035714,2023,1.3,3.9,2015,3.3025
RUS,2055,1.25,2023,1,1.2,2015,1.04
RWA,2077,2.726560081,2023,8.8,13.9,2016,11.69740271
SDN,,,2014,5.5,,,
SEN,,,2021,6.4,,,
SLB,,,2012,9.7,,,
SLE,,,2018,9.1,,,
SLV,2249,0.46875,2023,3.6,3.9,2015,3.3025
SRB,2034,6.731598263,2023,2,6.1,2015,5.132179487
SSD,,,2016,23,,,
STP,,,2017,5.7,,,
SUR,,,2022,2.5,,,
SVK,2171,0.4166666667,2023,1.5,1.6,2015,1.36
SVN,2027,2.5,2023,0.6,0.8,2015,0.72
SWE,,-1.25,2023,1.1,0.9,2015,0.77
SWZ,,,2016,10.8,,,
SYC,,,2018,1.8,,,
SYR,,,2022,6.8,,,
TCD,,,2022,9.5,,,
TGO,2055,4.307193032,2021,8.6,16.1,2015,13.81503317
THA,2162,0.5555555556,2024,2,2.2,2015,1.84
TJK,2100,1.520374687,2024,4.4,5.9,2015,4.857226107
TKM,,,1998,8.8,,,
TLS,,,2014,9.4,,,
TON,2048,3.475529101,2021,2.8,4.3,2015,3.797777778
TTO,,,1992,3,,,
TUN,2284,0.3333333333,2021,2.5,2.6,2015,2.3
TUR,2036,4.083333333,2023,1.3,2.5,2015,2.12
TUV,,,2010,4.8,,,
TZA,,,2018,10.6,,,
UGA,,,2019,13.1,,,
UKR,2061,2,2020,2.2,2.7,2015,2.45
URY,,0,2024,1.4,1.4,2015,1.186666667
USA,2098,0.7407407407,2024,1.3,1.5,2015,1.253333333
UZB,,,2025,2.4,,,
VEN,,,2006,6.5,,,
VNM,2099,1.166666667,2022,2.6,3,2016,2.65
VUT,,,2019,6.6,,,
WSM,,,2013,3.9,,,
XKX,,-4.348063235,2022,7.5,3.9,2015,3.3725
YEM,,,2014,8.4,,,
ZAF,,,2022,5.7,,,
ZMB,,0,2022,22.9,22.9,2015,18.81721316
ZWE,,,2019,11.2,,,
