arable,salinization,carbon,erosion,aridity,lon,lat
11,1,2,36,,106.733,17.667
9,0,0,77,,120.609,17.667
27,0,0,90,,121.676,17.667
7,13,15,75,76,-100.136,16.869
15,3,4,86,50,-99.071,16.869
12,5,5,86,19,-98.006,16.869
13,1,4,55,95,-96.94,16.869
3,2,2,81,61,-95.875,16.869
14,6,7,81,39,-94.81,16.869
12,2,3,85,61,-93.745,16.869
18,5,5,88,35,-92.679,16.869
7,4,4,96,,-91.614,16.869
21,7,7,92,,-90.549,16.869
13,4,4,91,,-89.484,16.869
1,3,4,76,,-61.788,16.869
5,,0,0,100,-15.983,16.869
14,,0,0,100,-14.918,16.869
7,,0,0,100,-13.853,16.869
3,,,3,100,-11.722,16.869
3,,0,1,100,-10.657,16.869
5,,3,3,100,-9.592,16.869
3,,1,1,100,-4.266,16.869
2,,,,100,-3.2,16.869
1,,,,100,-2.135,16.869
1,,,,100,4.256,16.869
2,,0,0,100,5.321,16.869
2,,0,0,100,6.387,16.869
1,,3,3,100,33.017,16.869
1,,7,7,100,34.082,16.869
2,1,1,80,100,38.343,16.869
4,16,2,14,100,42.604,16.869
5,0,3,46,100,43.669,16.869
17,1,2,78,,73.496,16.869
77,0,4,21,85,74.561,16.869
88,0,1,8,100,75.626,16.869
96,0,1,8,100,76.691,16.869
96,0,0,18,100,77.757,16.869
94,0,0,16,100,78.822,16.869
85,0,2,17,100,79.887,16.869
68,1,2,35,69,80.952,16.869
59,5,9,47,,82.018,16.869
58,0,1,29,,94.8,16.869
78,1,3,28,,95.866,16.869
40,6,2,12,,96.931,16.869
18,1,2,29,,97.996,16.869
12,2,3,47,75,99.061,16.869
72,0,1,35,10,100.126,16.869
23,2,3,68,14,101.192,16.869
47,1,2,51,0,102.257,16.869
65,1,2,65,,103.322,16.869
31,1,2,64,,104.387,16.869
15,5,6,70,,105.453,16.869
14,6,6,60,,106.518,16.869
9,,2,10,,107.583,16.869
6,1,1,81,,120.366,16.869
40,0,0,95,,121.431,16.869
3,0,0,82,,122.496,16.869
1,3,3,69,98,-98.881,16.072
12,3,3,71,28,-97.818,16.072
11,3,4,78,69,-96.755,16.072
5,3,5,63,77,-95.692,16.072
10,2,5,63,62,-94.628,16.072
24,2,2,83,30,-93.565,16.072
24,2,2,82,29,-92.502,16.072
8,4,5,89,17,-91.439,16.072
18,9,9,90,,-90.376,16.072
13,5,6,92,,-89.312,16.072
3,13,15,78,,-88.249,16.072
2,3,6,47,,-87.186,16.072
5,6,7,90,,-86.123,16.072
2,5,6,76,,-85.06,16.072
2,5,11,64,,-61.67,16.072
5,,1,1,100,-15.953,16.072
2,,,,100,-14.889,16.072
1,,,2,100,-6.384,16.072
2,,,,100,-5.321,16.072
8,,1,1,100,-4.258,16.072
6,,0,0,100,-3.194,16.072
3,,0,0,100,-2.131,16.072
2,,2,2,100,-1.068,16.072
8,,0,1,100,-0.005,16.072
1,,1,1,100,1.058,16.072
1,,2,2,100,2.122,16.072
3,,0,0,100,3.185,16.072
19,,,0,100,4.248,16.072
30,,0,0,100,5.311,16.072
13,,,,100,6.374,16.072
1,,,,100,7.438,16.072
1,,4,4,100,32.954,16.072
3,,0,0,100,35.08,16.072
2,,13,13,100,36.144,16.072
3,,,70,100,38.27,16.072
9,3,6,58,100,43.586,16.072
3,,1,2,100,48.902,16.072
1,,,13,100,49.965,16.072
6,0,0,76,,73.355,16.072
59,0,1,34,58,74.418,16.072
84,0,0,16,100,75.481,16.072
93,0,0,8,100,76.545,16.072
94,0,0,7,100,77.608,16.072
54,,0,26,100,78.671,16.072
84,0,1,23,100,79.734,16.072
57,1,4,20,63,80.797,16.072
5,4,9,55,,81.861,16.072
34,48,2,55,,94.619,16.072
43,49,2,51,,95.682,16.072
15,6,9,25,,97.808,16.072
10,3,4,68,19,98.872,16.072
85,1,1,38,22,99.935,16.072
51,0,1,45,25,100.998,16.072
55,1,2,55,8,102.061,16.072
84,1,2,41,10,103.124,16.072
75,1,1,49,,104.187,16.072
35,0,1,53,,105.251,16.072
6,7,7,73,,106.314,16.072
6,7,9,45,,107.377,16.072
13,2,6,40,,108.44,16.072
21,1,1,73,,120.135,16.072
23,0,0,76,,121.198,16.072
7,1,1,55,,-93.395,15.277
15,5,6,75,,-92.334,15.277
7,5,6,92,0,-91.273,15.277
10,2,4,89,50,-90.211,15.277
17,2,3,93,11,-89.15,15.277
13,10,11,83,,-88.089,15.277
10,1,1,87,8,-87.028,15.277
12,1,1,97,1,-85.966,15.277
3,,,54,,-84.905,15.277
6,,1,57,,-83.844,15.277
7,,1,1,100,-16.985,15.277
7,,0,0,100,-15.924,15.277
16,,0,0,100,-14.862,15.277
19,,,,100,-13.801,15.277
4,,,,100,-12.74,15.277
5,,,2,100,-11.679,15.277
9,,,42,100,-10.617,15.277
2,,,0,100,-9.556,15.277
3,,,,100,-8.495,15.277
5,,13,13,100,-6.372,15.277
3,,3,3,100,-5.311,15.277
16,,0,0,100,-4.25,15.277
3,0,2,5,100,-3.189,15.277
2,,2,3,100,-2.127,15.277
4,,0,0,100,-1.066,15.277
8,,1,1,100,-0.005,15.277
14,,1,1,100,1.056,15.277
11,,1,1,100,2.118,15.277
26,,3,3,100,3.179,15.277
30,,0,0,100,4.24,15.277
28,0,1,2,100,5.302,15.277
52,,0,0,100,6.363,15.277
46,,,,100,7.424,15.277
4,,,,100,8.485,15.277
8,,,,100,9.547,15.277
6,,,,100,10.608,15.277
1,14,,,100,20.159,15.277
1,14,1,3,100,21.22,15.277
2,,,2,100,22.282,15.277
19,,1,1,100,32.894,15.277
6,,0,0,100,35.017,15.277
8,,,,100,36.078,15.277
2,,,45,100,37.139,15.277
10,,,70,100,38.2,15.277
12,,,63,100,39.262,15.277
25,,1,57,100,43.507,15.277
3,1,1,46,100,44.568,15.277
1,,1,14,100,48.813,15.277
2,,,7,100,49.874,15.277
9,3,5,41,15,74.283,15.277
74,0,0,14,95,75.344,15.277
90,0,0,16,100,76.406,15.277
92,0,0,17,100,77.467,15.277
65,0,0,18,100,78.528,15.277
75,0,0,27,100,79.589,15.277
6,2,4,58,,97.631,15.277
3,2,2,91,,98.692,15.277
65,1,1,65,5,99.753,15.277
73,0,1,50,2,100.814,15.277
76,1,1,59,79,101.876,15.277
83,0,1,35,13,102.937,15.277
79,1,2,29,,103.998,15.277
49,0,1,36,,105.059,15.277
9,3,4,62,,106.121,15.277
3,12,14,79,,107.182,15.277
21,6,7,67,,108.243,15.277
8,1,3,33,,109.304,15.277
10,0,0,70,,119.917,15.277
46,1,3,55,,120.978,15.277
17,3,4,85,2,-92.175,14.484
15,10,11,77,,-91.116,14.484
29,5,5,89,21,-90.056,14.484
24,2,2,96,8,-88.997,14.484
6,5,7,78,27,-87.937,14.484
7,2,3,76,29,-86.878,14.484
17,0,0,88,3,-85.819,14.484
1,2,2,87,,-84.759,14.484
5,0,0,97,,-83.7,14.484
1,11,12,79,,-61.452,14.484
19,6,4,6,100,-16.956,14.484
36,4,0,0,100,-15.896,14.484
57,,,0,100,-14.837,14.484
56,,,,100,-13.777,14.484
35,,,0,100,-12.718,14.484
25,,0,9,100,-11.658,14.484
40,0,1,33,100,-10.599,14.484
19,,0,7,100,-9.54,14.484
29,,0,2,100,-8.48,14.484
13,,0,1,100,-7.421,14.484
15,,6,6,100,-6.361,14.484
12,,3,3,100,-5.302,14.484
25,,0,0,100,-4.242,14.484
7,,0,2,100,-3.183,14.484
8,,0,0,100,-2.124,14.484
13,,1,1,100,-1.064,14.484
36,,1,1,100,-0.005,14.484
54,,1,1,100,1.055,14.484
28,,2,2,100,2.114,14.484
34,,3,3,100,3.174,14.484
30,,0,0,100,4.233,14.484
42,0,1,2,100,5.292,14.484
71,0,1,1,100,6.352,14.484
91,,,0,100,7.411,14.484
78,,0,0,100,8.471,14.484
76,0,0,0,100,9.53,14.484
32,,,1,100,10.59,14.484
14,,,,100,11.649,14.484
6,,,,100,12.708,14.484
8,1,0,0,100,13.768,14.484
2,,,0,100,15.887,14.484
4,1,,,100,16.946,14.484
1,0,,,100,18.006,14.484
4,5,1,4,100,21.184,14.484
19,,0,1,100,22.243,14.484
6,,,0,100,23.303,14.484
5,0,1,4,100,24.362,14.484
1,,,1,100,25.422,14.484
2,,,0,100,28.6,14.484
1,,,,100,29.659,14.484
2,,,,100,30.719,14.484
3,,1,1,100,31.778,14.484
47,,0,0,100,32.838,14.484
19,,1,1,100,33.897,14.484
15,,,,100,34.956,14.484
31,,2,2,100,36.016,14.484
40,1,2,37,100,37.075,14.484
35,1,1,52,100,38.135,14.484
31,0,0,68,100,39.194,14.484
31,1,2,52,100,43.432,14.484
15,0,0,67,100,44.491,14.484
1,1,1,64,100,45.551,14.484
1,4,4,72,100,46.61,14.484
2,9,16,62,,74.155,14.484
47,,0,13,84,75.215,14.484
93,0,0,11,100,76.274,14.484
95,0,0,13,100,77.334,14.484
72,0,0,33,100,78.393,14.484
60,0,0,28,100,79.452,14.484
9,0,1,10,100,80.512,14.484
1,3,4,51,,97.463,14.484
8,5,6,68,,98.522,14.484
53,0,1,48,9,99.582,14.484
76,3,6,60,,100.641,14.484
43,1,1,79,7,101.701,14.484
58,0,1,49,,102.76,14.484
41,1,2,37,,103.819,14.484
26,1,1,41,,104.879,14.484
5,1,2,47,,105.938,14.484
3,17,22,52,,106.998,14.484
26,21,21,75,,108.057,14.484
14,2,3,71,,109.117,14.484
13,10,13,73,,120.77,14.484
3,10,14,69,,121.83,14.484
2,,2,39,,122.889,14.484
6,1,2,84,,-90.968,13.692
18,4,4,91,,-89.91,13.692
40,2,3,87,,-88.852,13.692
29,1,1,91,0,-87.795,13.692
13,2,3,85,45,-86.737,13.692
16,0,0,97,1,-85.679,13.692
7,0,0,99,,-84.622,13.692
3,1,1,88,,-83.564,13.692
8,3,5,12,100,-16.928,13.692
64,0,0,2,100,-15.87,13.692
45,0,0,2,100,-14.813,13.692
28,0,2,3,100,-13.755,13.692
14,,1,2,100,-12.697,13.692
15,0,4,21,100,-11.64,13.692
24,0,2,20,100,-10.582,13.692
27,0,2,17,100,-9.524,13.692
32,,0,8,100,-8.466,13.692
19,,,1,100,-7.409,13.692
27,,0,0,100,-6.351,13.692
16,,0,0,100,-5.293,13.692
14,,,4,100,-4.236,13.692
21,,,0,100,-3.178,13.692
15,,0,1,100,-2.12,13.692
15,,0,0,100,-1.062,13.692
30,,0,0,100,-0.005,13.692
56,,1,1,100,1.053,13.692
63,,1,1,100,2.111,13.692
74,0,1,1,100,3.168,13.692
59,,0,0,100,4.226,13.692
50,,1,2,100,5.284,13.692
83,,0,0,100,6.342,13.692
96,,0,0,100,7.399,13.692
94,,0,0,100,8.457,13.692
68,,0,2,100,9.515,13.692
55,,,2,100,10.572,13.692
49,,1,1,100,11.63,13.692
38,,1,1,100,12.688,13.692
48,0,0,0,100,13.745,13.692
15,0,1,1,100,14.803,13.692
3,6,,,100,16.919,13.692
4,1,0,5,100,21.149,13.692
34,0,2,5,100,22.207,13.692
22,,0,1,100,23.265,13.692
10,,1,26,100,24.323,13.692
5,,1,1,100,25.38,13.692
4,,2,2,100,26.438,13.692
11,,1,1,100,27.496,13.692
9,,0,0,100,28.553,13.692
18,,1,1,100,29.611,13.692
10,,,,100,30.669,13.692
18,,0,0,100,32.784,13.692
34,,,,100,33.842,13.692
69,,0,1,100,34.9,13.692
79,0,2,3,100,35.957,13.692
28,0,6,38,96,37.015,13.692
38,2,3,72,98,38.073,13.692
37,0,0,68,100,39.131,13.692
9,2,,73,100,40.188,13.692
11,2,2,78,100,43.361,13.692
30,1,1,79,100,44.419,13.692
8,4,4,87,100,45.477,13.692
1,9,9,53,100,46.534,13.692
18,0,1,48,22,75.093,13.692
72,0,0,14,99,76.15,13.692
92,0,0,18,100,77.208,13.692
84,0,0,34,100,78.266,13.692
60,0,1,48,100,79.324,13.692
23,1,1,34,88,80.381,13.692
5,5,6,39,,98.362,13.692
39,1,2,44,24,99.42,13.692
45,10,19,56,,100.478,13.692
58,1,2,85,,101.535,13.692
64,2,3,66,9,102.593,13.692
34,1,3,23,,103.651,13.692
4,6,10,32,,104.709,13.692
4,7,15,51,,105.766,13.692
5,14,19,65,,106.824,13.692
18,10,11,85,,107.882,13.692
33,2,3,80,,108.939,13.692
6,2,3,86,,120.574,13.692
6,1,3,73,,121.632,13.692
8,2,3,71,,122.69,13.692
9,3,5,71,,123.747,13.692
1,2,3,70,,-88.717,12.901
8,2,3,57,,-87.661,12.901
28,0,1,88,12,-86.604,12.901
26,0,0,99,4,-85.548,12.901
21,0,0,99,,-84.492,12.901
1,5,6,63,,-59.146,12.901
7,1,5,23,92,-16.902,12.901
10,1,5,26,92,-15.846,12.901
3,0,3,13,94,-14.79,12.901
4,0,1,11,90,-13.734,12.901
2,2,2,30,98,-12.678,12.901
2,0,1,24,99,-11.622,12.901
4,0,1,41,100,-10.566,12.901
8,0,4,8,100,-9.51,12.901
13,1,6,16,100,-8.454,12.901
32,0,1,6,100,-7.397,12.901
57,,0,1,100,-6.341,12.901
50,,,1,100,-5.285,12.901
52,,,3,100,-4.229,12.901
71,,0,1,100,-3.173,12.901
55,,,3,100,-2.117,12.901
30,,,5,100,-1.061,12.901
21,,,0,100,-0.005,12.901
36,,,0,100,1.051,12.901
55,,,1,100,2.107,12.901
68,,0,0,100,3.164,12.901
53,0,0,1,100,4.22,12.901
53,,1,1,100,5.276,12.901
60,,1,2,100,6.332,12.901
58,,2,2,100,7.388,12.901
72,,1,1,100,8.444,12.901
72,,0,0,100,9.5,12.901
56,,1,1,100,10.556,12.901
27,,1,1,100,11.612,12.901
7,,7,7,100,12.668,12.901
33,,3,3,100,13.724,12.901
32,3,1,1,100,14.781,12.901
2,22,1,1,100,16.893,12.901
5,15,1,1,100,17.949,12.901
2,33,,,100,19.005,12.901
1,50,,1,100,20.061,12.901
3,23,,17,100,21.117,12.901
23,,1,10,100,22.173,12.901
29,,,24,100,23.229,12.901
19,0,0,37,100,24.285,12.901
27,,3,3,100,25.342,12.901
18,,3,3,100,26.398,12.901
25,,2,2,100,27.454,12.901
22,,0,0,100,28.51,12.901
20,,1,1,100,29.566,12.901
11,,0,1,100,30.622,12.901
8,,1,1,100,31.678,12.901
20,,0,0,100,32.734,12.901
60,,1,1,100,33.79,12.901
59,,4,4,100,34.846,12.901
41,1,9,14,100,35.902,12.901
12,1,1,76,57,36.959,12.901
60,3,4,90,66,38.015,12.901
47,1,1,87,100,39.071,12.901
16,0,0,64,100,40.127,12.901
2,,,63,100,43.295,12.901
4,0,0,77,100,44.351,12.901
4,,,63,100,53.856,12.901
7,5,9,64,,74.978,12.901
62,0,0,24,84,76.034,12.901
87,1,2,32,100,77.09,12.901
81,1,4,30,100,78.146,12.901
74,1,2,49,100,79.202,12.901
35,3,5,45,68,80.258,12.901
2,9,13,42,,98.212,12.901
7,5,7,58,,99.268,12.901
11,1,3,18,,100.324,12.901
47,3,4,87,,101.38,12.901
31,8,10,83,,102.436,12.901
38,2,3,62,,103.492,12.901
25,1,2,18,,104.549,12.901
11,6,11,37,,105.605,12.901
2,4,6,59,,106.661,12.901
12,6,6,91,,107.717,12.901
50,4,4,78,,108.773,12.901
2,,1,41,,109.829,12.901
4,2,3,71,,120.39,12.901
10,3,5,74,,121.446,12.901
1,1,1,94,,122.502,12.901
6,2,5,82,,123.558,12.901
17,3,3,86,9,-86.48,12.112
31,0,0,97,1,-85.426,12.112
20,0,0,98,,-84.371,12.112
3,0,1,13,100,-71.716,12.112
2,3,7,18,100,-69.607,12.112
2,2,11,15,,-16.878,12.112
14,5,18,32,,-15.823,12.112
8,1,13,23,,-14.769,12.112
7,0,1,35,0,-13.714,12.112
21,1,1,75,2,-12.66,12.112
17,0,0,77,21,-11.605,12.112
7,1,1,63,48,-10.551,12.112
10,,,40,96,-9.496,12.112
13,0,5,12,100,-8.441,12.112
22,0,3,7,100,-7.387,12.112
33,0,1,8,100,-6.332,12.112
49,0,0,7,100,-5.278,12.112
76,,0,6,100,-4.223,12.112
82,,0,4,100,-3.168,12.112
84,,0,3,100,-2.114,12.112
77,,0,1,100,-1.059,12.112
89,,0,1,100,-0.005,12.112
79,,0,1,100,1.05,12.112
73,,0,2,100,2.104,12.112
74,,0,3,100,3.159,12.112
63,,1,5,100,4.214,12.112
75,0,0,4,100,5.268,12.112
80,0,1,6,100,6.323,12.112
90,0,0,3,100,7.377,12.112
87,0,4,4,100,8.432,12.112
78,,3,4,100,9.486,12.112
61,,2,2,100,10.541,12.112
38,,1,1,100,11.596,12.112
32,,7,7,100,12.65,12.112
41,,1,1,100,13.705,12.112
37,,0,0,100,14.759,12.112
17,,,,100,15.814,12.112
13,,,0,100,16.869,12.112
14,,,3,100,17.923,12.112
19,1,0,9,100,18.978,12.112
16,6,0,1,100,20.032,12.112
22,4,1,6,100,21.087,12.112
19,,0,11,100,22.141,12.112
34,,,15,100,23.196,12.112
11,,,14,100,24.251,12.112
22,,1,1,100,25.305,12.112
12,,0,0,100,26.36,12.112
28,,0,0,100,27.414,12.112
17,,0,1,100,28.469,12.112
35,,0,3,100,29.524,12.112
58,,0,5,100,30.578,12.112
56,0,0,10,100,31.633,12.112
34,,0,0,100,32.687,12.112
70,,1,1,100,33.742,12.112
26,,15,15,100,34.796,12.112
6,,,22,96,35.851,12.112
20,2,4,65,24,36.906,12.112
73,2,3,81,62,37.96,12.112
71,2,2,93,84,39.015,12.112
30,0,0,58,100,40.069,12.112
1,5,1,3,100,41.124,12.112
6,,,36,100,53.779,12.112
2,5,16,63,,74.87,12.112
24,0,1,46,60,75.925,12.112
63,0,1,28,100,76.98,12.112
56,0,1,54,98,78.034,12.112
77,0,0,51,98,79.089,12.112
26,1,1,47,37,80.143,12.112
10,9,10,76,,99.126,12.112
13,2,4,31,,100.18,12.112
8,3,5,65,,102.29,12.112
7,8,10,53,,103.344,12.112
38,1,1,56,,104.399,12.112
62,3,4,72,,105.453,12.112
21,15,16,76,,106.508,12.112
20,13,14,84,,107.562,12.112
30,5,5,78,8,108.617,12.112
3,5,9,61,16,109.672,12.112
1,4,4,67,,120.217,12.112
4,,1,50,,121.272,12.112
2,,,74,,122.327,12.112
12,0,0,85,,123.381,12.112
4,,0,89,,124.436,12.112
2,,,77,,125.49,12.112
5,0,0,92,,-86.364,11.323
5,0,0,94,,-85.311,11.323
7,0,1,98,,-84.258,11.323
1,4,8,16,100,-74.78,11.323
1,8,16,73,29,-73.726,11.323
5,0,2,43,84,-72.673,11.323
3,,1,11,100,-71.62,11.323
4,0,0,55,94,-69.514,11.323
4,1,1,64,13,-68.461,11.323
1,,1,49,100,-64.248,11.323
3,0,5,11,,-15.802,11.323
9,1,12,28,,-14.749,11.323
13,2,3,82,,-13.696,11.323
24,1,2,85,,-12.643,11.323
15,0,0,75,,-11.59,11.323
14,0,0,50,11,-10.536,11.323
15,0,1,21,87,-9.483,11.323
13,0,2,21,100,-8.43,11.323
12,0,2,14,100,-7.377,11.323
16,0,3,16,100,-6.324,11.323
43,1,4,23,100,-5.271,11.323
60,1,4,21,100,-4.217,11.323
64,0,2,18,100,-3.164,11.323
68,0,4,6,100,-2.111,11.323
70,0,2,8,100,-1.058,11.323
93,0,0,7,100,-0.005,11.323
39,0,2,9,100,1.048,11.323
38,0,3,13,100,2.102,11.323
45,1,10,18,100,3.155,11.323
64,0,3,9,100,4.208,11.323
72,0,0,20,100,5.261,11.323
73,0,1,16,100,6.314,11.323
93,0,1,18,100,7.367,11.323
92,0,1,6,100,8.421,11.323
87,,0,6,100,9.474,11.323
81,,1,2,100,10.527,11.323
76,,0,7,100,11.58,11.323
79,1,1,1,100,12.633,11.323
63,43,2,9,100,13.686,11.323
52,,0,1,100,14.74,11.323
34,,0,0,100,15.793,11.323
29,,1,1,100,16.846,11.323
28,0,1,5,100,17.899,11.323
13,0,4,7,100,18.952,11.323
22,53,3,3,100,20.005,11.323
16,22,3,4,100,21.059,11.323
31,,1,2,100,22.112,11.323
39,,,3,100,23.165,11.323
29,,,,100,24.218,11.323
44,,0,0,100,25.271,11.323
22,,0,0,100,26.324,11.323
23,,1,1,100,27.378,11.323
33,,0,0,100,28.431,11.323
47,0,1,6,100,29.484,11.323
32,0,3,16,100,30.537,11.323
48,0,0,3,100,31.59,11.323
57,,0,0,100,32.643,11.323
38,0,2,5,100,33.697,11.323
14,0,10,13,100,34.75,11.323
21,1,3,70,,36.856,11.323
76,0,0,96,13,37.909,11.323
66,0,0,94,51,38.962,11.323
48,0,0,78,71,40.016,11.323
10,1,4,5,100,41.069,11.323
7,7,9,74,,75.823,11.323
45,1,4,39,84,76.876,11.323
80,1,3,23,99,77.93,11.323
85,0,1,30,88,78.983,11.323
27,0,0,39,4,80.036,11.323
5,10,11,76,,98.993,11.323
2,1,2,58,,100.046,11.323
2,13,28,47,,103.206,11.323
56,2,2,51,,104.259,11.323
78,1,2,24,,105.312,11.323
68,5,6,73,,106.365,11.323
35,9,9,88,,107.418,11.323
37,1,2,69,21,108.471,11.323
1,,,72,87,109.525,11.323
17,0,1,84,,122.163,11.323
17,1,1,79,,123.216,11.323
7,1,1,79,,124.269,11.323
4,1,1,66,,125.322,11.323
16,0,2,48,,-85.205,10.536
4,0,1,75,,-84.153,10.536
1,3,3,45,40,-75.738,10.536
7,4,3,29,92,-74.686,10.536
4,0,1,74,26,-73.634,10.536
5,1,2,55,63,-72.583,10.536
5,0,8,18,97,-71.531,10.536
3,0,1,68,56,-70.479,10.536
7,1,1,73,79,-69.427,10.536
9,1,4,55,10,-68.375,10.536
2,15,21,62,67,-67.323,10.536
2,8,13,61,8,-66.272,10.536
2,2,6,67,65,-64.168,10.536
2,24,3,52,32,-63.116,10.536
3,5,8,62,,-61.012,10.536
10,0,4,15,,-14.731,10.536
16,3,4,73,,-13.679,10.536
18,3,4,85,,-12.627,10.536
16,1,2,81,,-11.575,10.536
5,1,1,59,,-10.523,10.536
11,0,1,35,0,-9.471,10.536
6,0,0,43,42,-8.42,10.536
3,1,2,31,96,-7.368,10.536
4,0,4,24,96,-6.316,10.536
31,4,6,59,100,-5.264,10.536
29,9,15,59,100,-4.212,10.536
28,2,5,36,100,-3.16,10.536
17,2,6,27,100,-2.108,10.536
36,2,5,31,100,-1.057,10.536
65,1,7,34,100,-0.005,10.536
55,2,9,35,100,1.047,10.536
9,3,8,45,100,2.099,10.536
18,4,11,50,100,3.151,10.536
28,1,3,39,100,4.203,10.536
58,1,3,55,100,5.255,10.536
45,2,4,72,98,6.306,10.536
63,2,3,51,45,7.358,10.536
70,1,3,27,57,8.41,10.536
67,0,1,10,95,9.462,10.536
84,0,0,5,100,10.514,10.536
85,0,0,13,100,11.566,10.536
72,0,2,15,100,12.618,10.536
84,0,0,39,100,13.669,10.536
83,0,0,3,100,14.721,10.536
17,,2,2,100,15.773,10.536
14,0,5,6,100,16.825,10.536
2,,4,7,100,17.877,10.536
2,19,2,7,100,18.929,10.536
13,13,3,3,100,19.98,10.536
8,,3,4,100,21.032,10.536
39,,1,1,100,22.084,10.536
52,,1,1,100,23.136,10.536
37,,0,0,100,24.188,10.536
34,,,,100,25.24,10.536
39,,0,0,100,26.292,10.536
41,,,,100,27.343,10.536
49,,0,0,100,28.395,10.536
30,,1,4,100,29.447,10.536
28,0,5,13,100,30.499,10.536
22,,1,2,100,31.551,10.536
30,,1,1,100,32.603,10.536
8,,1,2,100,33.655,10.536
3,0,0,41,79,34.706,10.536
3,3,4,86,7,35.758,10.536
12,2,2,90,4,36.81,10.536
61,0,0,86,9,37.862,10.536
60,2,2,85,51,38.914,10.536
58,0,0,84,57,39.966,10.536
7,,1,16,100,41.018,10.536
1,,,77,100,47.329,10.536
5,7,11,60,,75.729,10.536
34,1,3,33,55,76.781,10.536
73,0,1,21,98,77.832,10.536
88,0,0,25,92,78.884,10.536
27,,0,21,3,79.936,10.536
13,8,8,74,,98.87,10.536
30,2,3,72,,104.129,10.536
85,2,3,62,,105.181,10.536
78,4,7,45,,106.233,10.536
34,6,7,85,,107.284,10.536
4,,0,82,,108.336,10.536
1,2,5,72,,119.907,10.536
13,0,0,87,,122.01,10.536
35,1,1,83,,123.062,10.536
10,2,2,94,,124.114,10.536
2,,,68,,125.166,10.536
2,1,6,73,,-85.106,9.75
2,18,21,80,,-84.056,9.75
1,16,3,47,2,-75.651,9.75
6,1,6,47,64,-74.6,9.75
3,0,0,53,24,-73.549,9.75
2,,,40,8,-72.499,9.75
2,,1,9,10,-71.448,9.75
5,2,2,52,59,-70.398,9.75
12,1,3,45,24,-69.347,9.75
4,2,5,64,8,-68.296,9.75
4,1,3,76,29,-67.246,9.75
6,,0,55,82,-66.195,9.75
4,1,1,50,100,-65.144,9.75
7,1,1,44,91,-64.094,9.75
9,11,5,30,38,-63.043,9.75
3,76,5,30,,-61.992,9.75
1,84,11,36,,-60.942,9.75
13,1,7,29,,-13.663,9.75
26,2,3,67,,-12.612,9.75
8,2,2,89,,-11.562,9.75
5,0,0,64,,-10.511,9.75
4,,,69,,-9.46,9.75
1,,,76,,-8.41,9.75
4,0,0,68,1,-7.359,9.75
3,1,2,56,13,-6.309,9.75
6,11,13,67,36,-5.258,9.75
6,11,13,78,100,-4.207,9.75
7,0,0,54,100,-3.157,9.75
5,1,1,59,100,-2.106,9.75
26,4,12,45,100,-1.055,9.75
32,6,16,45,99,-0.005,9.75
52,2,3,76,64,1.046,9.75
8,1,1,68,94,2.097,9.75
9,4,5,70,100,3.147,9.75
6,6,8,70,100,4.198,9.75
18,6,10,54,100,5.248,9.75
28,2,4,79,56,6.299,9.75
20,4,5,85,,7.35,9.75
54,2,2,77,,8.4,9.75
85,0,0,53,56,9.451,9.75
66,0,2,33,100,10.502,9.75
78,0,1,29,100,11.552,9.75
61,0,3,27,100,12.603,9.75
81,1,2,29,100,13.654,9.75
45,0,1,5,100,14.704,9.75
19,,1,1,100,15.755,9.75
2,,2,3,100,16.806,9.75
1,,1,10,100,17.856,9.75
4,22,13,13,100,18.907,9.75
1,2,,,100,19.957,9.75
10,,1,7,100,21.008,9.75
18,0,1,5,100,22.059,9.75
17,,,8,100,23.109,9.75
2,,0,12,100,24.16,9.75
5,,,1,100,25.211,9.75
8,,0,0,100,26.261,9.75
12,,1,1,100,27.312,9.75
11,,1,1,100,28.363,9.75
11,,3,3,100,29.413,9.75
18,,1,2,100,30.464,9.75
14,,1,1,100,31.514,9.75
18,,1,1,100,32.565,9.75
4,,1,3,100,33.616,9.75
3,3,4,78,26,34.666,9.75
6,2,2,94,0,35.717,9.75
13,2,2,92,2,36.768,9.75
32,1,2,83,42,37.818,9.75
71,0,1,68,47,38.869,9.75
56,0,0,72,70,39.92,9.75
14,,0,47,94,40.97,9.75
12,0,0,84,91,42.021,9.75
7,,1,21,100,43.071,9.75
1,,,66,100,45.173,9.75
10,7,9,72,,76.692,9.75
72,1,1,32,85,77.743,9.75
65,0,0,13,99,78.793,9.75
5,18,12,12,,79.844,9.75
3,10,8,8,,80.894,9.75
9,2,2,73,,98.755,9.75
48,1,1,72,,105.059,9.75
72,2,3,63,,106.11,9.75
2,,,49,,118.717,9.75
34,0,0,96,,122.92,9.75
16,0,0,91,,123.971,9.75
3,0,0,98,,-82.917,8.965
2,,,100,,-81.867,8.965
2,,,96,,-80.818,8.965
8,5,6,82,,-79.768,8.965
7,2,2,82,,-78.719,8.965
2,4,1,67,,-76.62,8.965
3,0,2,51,0,-75.57,8.965
13,3,5,61,0,-74.521,8.965
3,1,3,61,,-73.471,8.965
4,0,2,34,,-72.422,8.965
4,1,4,31,1,-71.372,8.965
5,4,5,69,9,-70.323,8.965
26,0,1,26,,-69.273,8.965
6,,1,22,,-68.224,8.965
5,0,1,23,12,-67.174,8.965
7,,,30,98,-66.125,8.965
8,0,1,50,96,-65.075,8.965
7,,0,28,100,-64.026,8.965
