iso3c,country,region,income,gender,type,value
AUS,Australia,East Asia & Pacific,hic,Total,lays,10.7303515
AUS,Australia,East Asia & Pacific,hic,Male,lays,10.77768427
AUS,Australia,East Asia & Pacific,hic,Female,lays,10.68938383
AUT,Austria,Europe & Central Asia,hic,Total,years,12.28860158
AUT,Austria,Europe & Central Asia,hic,Male,years,12.22953719
AUT,Austria,Europe & Central Asia,hic,Female,years,12.35673481
AUT,Austria,Europe & Central Asia,hic,Total,lays,9.987535731
AUT,Austria,Europe & Central Asia,hic,Male,lays,9.988276247
AUT,Austria,Europe & Central Asia,hic,Female,lays,9.99113628
AZE,Azerbaijan,Europe & Central Asia,umc,Total,years,11.86581391
AZE,Azerbaijan,Europe & Central Asia,umc,Male,years,11.87866628
AZE,Azerbaijan,Europe & Central Asia,umc,Female,years,11.85025495
AZE,Azerbaijan,Europe & Central Asia,umc,Total,lays,8.570374949
AZE,Azerbaijan,Europe & Central Asia,umc,Male,lays,8.530905476
AZE,Azerbaijan,Europe & Central Asia,umc,Female,lays,8.614076466
BDI,Burundi,Sub-Saharan Africa,lic,Total,years,5.785280466
BDI,Burundi,Sub-Saharan Africa,lic,Male,years,5.646899879
BDI,Burundi,Sub-Saharan Africa,lic,Female,years,5.928767294
BDI,Burundi,Sub-Saharan Africa,lic,Total,lays,3.341535625
BDI,Burundi,Sub-Saharan Africa,lic,Male,lays,3.280495898
BDI,Burundi,Sub-Saharan Africa,lic,Female,lays,3.41002662
BEL,Belgium,Europe & Central Asia,hic,Total,years,12.45182419
BEL,Belgium,Europe & Central Asia,hic,Male,years,12.41931945
BEL,Belgium,Europe & Central Asia,hic,Female,years,12.48593581
BEL,Belgium,Europe & Central Asia,hic,Total,lays,10.00207005
BEL,Belgium,Europe & Central Asia,hic,Male,lays,10.02741795
BEL,Belgium,Europe & Central Asia,hic,Female,lays,9.974933641
BEN,Benin,Sub-Saharan Africa,lmc,Total,years,7.27856636
BEN,Benin,Sub-Saharan Africa,lmc,Male,years,7.606566906
BEN,Benin,Sub-Saharan Africa,lmc,Female,years,6.941353023
BEN,Benin,Sub-Saharan Africa,lmc,Total,lays,3.993010843
BEN,Benin,Sub-Saharan Africa,lmc,Male,lays,4.201607569
BEN,Benin,Sub-Saharan Africa,lmc,Female,lays,3.778692273
BFA,Burkina Faso,Sub-Saharan Africa,lic,Total,years,5.914455831
BFA,Burkina Faso,Sub-Saharan Africa,lic,Male,years,5.80226557
BFA,Burkina Faso,Sub-Saharan Africa,lic,Female,years,6.033958822
BFA,Burkina Faso,Sub-Saharan Africa,lic,Total,lays,3.13380359
BFA,Burkina Faso,Sub-Saharan Africa,lic,Male,lays,3.083768443
BFA,Burkina Faso,Sub-Saharan Africa,lic,Female,lays,3.185461212
BGD,Bangladesh,South Asia,lmc,Total,years,10.57586676
BGD,Bangladesh,South Asia,lmc,Male,years,10.17249322
BGD,Bangladesh,South Asia,lmc,Female,years,11.01175028
BGD,Bangladesh,South Asia,lmc,Total,lays,5.867150054
BGD,Bangladesh,South Asia,lmc,Male,lays,5.624318354
BGD,Bangladesh,South Asia,lmc,Female,lays,6.129201502
BGR,Bulgaria,Europe & Central Asia,hic,Total,years,12.00574803
BGR,Bulgaria,Europe & Central Asia,hic,Male,years,12.03551728
BGR,Bulgaria,Europe & Central Asia,hic,Female,years,11.97126693
BGR,Bulgaria,Europe & Central Asia,hic,Total,lays,9.211663425
BGR,Bulgaria,Europe & Central Asia,hic,Male,lays,9.152715289
BGR,Bulgaria,Europe & Central Asia,hic,Female,lays,9.278355565
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,years,12.25209761
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,years,12.18423426
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,years,12.3137396
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,lays,8.894345049
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,lays,8.633600259
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,lays,9.163723872
BIH,Bosnia and Herzegovina,Europe & Central Asia,umc,Total,years,11.3860622
BIH,Bosnia and Herzegovina,Europe & Central Asia,umc,Male,years,11.25377223
BIH,Bosnia and Herzegovina,Europe & Central Asia,umc,Female,years,11.53095463
BIH,Bosnia and Herzegovina,Europe & Central Asia,umc,Total,lays,8.156471264
BIH,Bosnia and Herzegovina,Europe & Central Asia,umc,Male,lays,8.050930519
BIH,Bosnia and Herzegovina,Europe & Central Asia,umc,Female,lays,8.271101956
BLR,Belarus,Europe & Central Asia,umc,Total,years,12.52821749
BLR,Belarus,Europe & Central Asia,umc,Male,years,12.58319926
BLR,Belarus,Europe & Central Asia,umc,Female,years,12.46906412
BLR,Belarus,Europe & Central Asia,umc,Total,lays,9.809071881
BLR,Belarus,Europe & Central Asia,umc,Male,lays,9.810069203
BLR,Belarus,Europe & Central Asia,umc,Female,lays,9.807907685
BRA,Brazil,Latin America & Caribbean,umc,Total,years,12.66635227
BRA,Brazil,Latin America & Caribbean,umc,Male,years,12.68006164
BRA,Brazil,Latin America & Caribbean,umc,Female,years,12.65570414
BRA,Brazil,Latin America & Caribbean,umc,Total,lays,8.280890031
BRA,Brazil,Latin America & Caribbean,umc,Male,lays,8.356187862
BRA,Brazil,Latin America & Caribbean,umc,Female,lays,8.207620862
BRN,Brunei Darussalam,East Asia & Pacific,hic,Total,years,12.0055418
BRN,Brunei Darussalam,East Asia & Pacific,hic,Male,years,11.90003335
BRN,Brunei Darussalam,East Asia & Pacific,hic,Female,years,12.11656219
BRN,Brunei Darussalam,East Asia & Pacific,hic,Total,lays,8.742056263
BRN,Brunei Darussalam,East Asia & Pacific,hic,Male,lays,8.482712746
BRN,Brunei Darussalam,East Asia & Pacific,hic,Female,lays,9.015975338
BTN,Bhutan,South Asia,lmc,Total,years,9.358129412
BTN,Bhutan,South Asia,lmc,Male,years,8.665958107
BTN,Bhutan,South Asia,lmc,Female,years,10.10891101
BTN,Bhutan,South Asia,lmc,Total,lays,5.804955512
BTN,Bhutan,South Asia,lmc,Male,lays,5.409605868
BTN,Bhutan,South Asia,lmc,Female,lays,6.003054389
BWA,Botswana,Sub-Saharan Africa,umc,Total,years,10.58494747
BWA,Botswana,Sub-Saharan Africa,umc,Male,years,10.53497183
BWA,Botswana,Sub-Saharan Africa,umc,Female,years,10.64402986
BWA,Botswana,Sub-Saharan Africa,umc,Total,lays,6.627333809
BWA,Botswana,Sub-Saharan Africa,umc,Male,lays,6.418858029
BWA,Botswana,Sub-Saharan Africa,umc,Female,lays,6.835503981
CAF,Central African Republic,Sub-Saharan Africa,lic,Total,years,5.897409767
CAF,Central African Republic,Sub-Saharan Africa,lic,Male,years,6.245574147
CAF,Central African Republic,Sub-Saharan Africa,lic,Female,years,5.541079462
CAF,Central African Republic,Sub-Saharan Africa,lic,Total,lays,3.587972296
CAF,Central African Republic,Sub-Saharan Africa,lic,Male,lays,3.799794807
CAF,Central African Republic,Sub-Saharan Africa,lic,Female,lays,3.371181651
CAN,Canada,North America,hic,Total,years,12.39820021
CAN,Canada,North America,hic,Male,years,12.47764689
CAN,Canada,North America,hic,Female,years,12.31883371
CAN,Canada,North America,hic,Total,lays,10.2866947
CAN,Canada,North America,hic,Male,lays,10.40056344
CAN,Canada,North America,hic,Female,lays,10.17628296
CHE,Switzerland,Europe & Central Asia,hic,Total,years,12.35439956
CHE,Switzerland,Europe & Central Asia,hic,Male,years,12.34918106
CHE,Switzerland,Europe & Central Asia,hic,Female,years,12.35414487
CHE,Switzerland,Europe & Central Asia,hic,Total,lays,10.20394982
CHE,Switzerland,Europe & Central Asia,hic,Male,lays,10.16075663
CHE,Switzerland,Europe & Central Asia,hic,Female,lays,10.24378427
CHL,Chile,Latin America & Caribbean,hic,Total,years,12.61762226
CHL,Chile,Latin America & Caribbean,hic,Male,years,12.61805367
CHL,Chile,Latin America & Caribbean,hic,Female,years,12.60399497
CHL,Chile,Latin America & Caribbean,hic,Total,lays,9.06801773
CHL,Chile,Latin America & Caribbean,hic,Male,lays,9.178268736
CHL,Chile,Latin America & Caribbean,hic,Female,lays,8.942267332
CHN,China,East Asia & Pacific,umc,Total,years,12.01490808
CHN,China,East Asia & Pacific,umc,Male,years,11.8618176
CHN,China,East Asia & Pacific,umc,Female,years,12.19201589
CHN,China,East Asia & Pacific,umc,Total,lays,8.477719138
CHN,China,East Asia & Pacific,umc,Male,lays,8.369698497
CHN,China,East Asia & Pacific,umc,Female,lays,8.602686409
CIV,Côte d'Ivoire,Sub-Saharan Africa,lmc,Total,years,7.015770108
CIV,Côte d'Ivoire,Sub-Saharan Africa,lmc,Male,years,6.958983555
CIV,Côte d'Ivoire,Sub-Saharan Africa,lmc,Female,years,7.064701259
CIV,Côte d'Ivoire,Sub-Saharan Africa,lmc,Total,lays,3.541643994
CIV,Côte d'Ivoire,Sub-Saharan Africa,lmc,Male,lays,3.536008035
CIV,Côte d'Ivoire,Sub-Saharan Africa,lmc,Female,lays,3.541050423
CMR,Cameroon,Sub-Saharan Africa,lmc,Total,years,7.696431339
CMR,Cameroon,Sub-Saharan Africa,lmc,Male,years,7.790879667
CMR,Cameroon,Sub-Saharan Africa,lmc,Female,years,7.601069242
CMR,Cameroon,Sub-Saharan Africa,lmc,Total,lays,4.00324427
CMR,Cameroon,Sub-Saharan Africa,lmc,Male,lays,4.054699033
CMR,Cameroon,Sub-Saharan Africa,lmc,Female,lays,3.951709422
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,lic,Total,years,9.022702038
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,lic,Male,years,9.011127621
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,lic,Female,years,9.0330742
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,lic,Total,lays,4.654776737
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,lic,Male,lays,4.701860314
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,lic,Female,lays,4.605999379
COG,"Congo, Rep.",Sub-Saharan Africa,lmc,Total,years,8.146313246
COG,"Congo, Rep.",Sub-Saharan Africa,lmc,Male,years,8.266859271
COG,"Congo, Rep.",Sub-Saharan Africa,lmc,Female,years,8.025011519
COG,"Congo, Rep.",Sub-Saharan Africa,lmc,Total,lays,4.544846458
COG,"Congo, Rep.",Sub-Saharan Africa,lmc,Male,lays,4.566633244
COG,"Congo, Rep.",Sub-Saharan Africa,lmc,Female,lays,4.521451755
COL,Colombia,Latin America & Caribbean,umc,Total,years,11.53017485
COL,Colombia,Latin America & Caribbean,umc,Male,years,11.34891927
COL,Colombia,Latin America & Caribbean,umc,Female,years,11.71734869
COL,Colombia,Latin America & Caribbean,umc,Total,lays,7.659119072
COL,Colombia,Latin America & Caribbean,umc,Male,lays,7.55246583
COL,Colombia,Latin America & Caribbean,umc,Female,lays,7.770315732
COM,Comoros,Sub-Saharan Africa,lmc,Total,years,9.970853537
COM,Comoros,Sub-Saharan Africa,lmc,Male,years,9.912119895
COM,Comoros,Sub-Saharan Africa,lmc,Female,years,10.04163215
COM,Comoros,Sub-Saharan Africa,lmc,Total,lays,4.037131654
COM,Comoros,Sub-Saharan Africa,lmc,Male,lays,3.885006268
COM,Comoros,Sub-Saharan Africa,lmc,Female,lays,4.204857462
CRI,Costa Rica,Latin America & Caribbean,hic,Total,years,12.05279422
CRI,Costa Rica,Latin America & Caribbean,hic,Male,years,11.96667749
CRI,Costa Rica,Latin America & Caribbean,hic,Female,years,12.14565682
CRI,Costa Rica,Latin America & Caribbean,hic,Total,lays,8.060332028
CRI,Costa Rica,Latin America & Caribbean,hic,Male,lays,8.092934267
CRI,Costa Rica,Latin America & Caribbean,hic,Female,lays,8.027863433
CUB,Cuba,Latin America & Caribbean,umc,Total,years,12.09805375
CUB,Cuba,Latin America & Caribbean,umc,Male,years,12.05771494
CUB,Cuba,Latin America & Caribbean,umc,Female,years,12.14568061
CUB,Cuba,Latin America & Caribbean,umc,Total,lays,8.167629425
CUB,Cuba,Latin America & Caribbean,umc,Male,lays,8.075255993
CUB,Cuba,Latin America & Caribbean,umc,Female,lays,8.268491727
CYP,Cyprus,Europe & Central Asia,hic,Total,years,12.84829122
CYP,Cyprus,Europe & Central Asia,hic,Male,years,12.83505797
CYP,Cyprus,Europe & Central Asia,hic,Female,years,12.85664368
CYP,Cyprus,Europe & Central Asia,hic,Total,lays,10.07980002
CYP,Cyprus,Europe & Central Asia,hic,Male,lays,10.12226193
CYP,Cyprus,Europe & Central Asia,hic,Female,lays,10.03073959
CZE,Czechia,Europe & Central Asia,hic,Total,years,12.6608721
CZE,Czechia,Europe & Central Asia,hic,Male,years,12.63201123
CZE,Czechia,Europe & Central Asia,hic,Female,years,12.69894052
CZE,Czechia,Europe & Central Asia,hic,Total,lays,10.47621637
CZE,Czechia,Europe & Central Asia,hic,Male,lays,10.47863203
CZE,Czechia,Europe & Central Asia,hic,Female,lays,10.47910867
DEU,Germany,Europe & Central Asia,hic,Total,years,12.35507441
DEU,Germany,Europe & Central Asia,hic,Male,years,12.30287492
DEU,Germany,Europe & Central Asia,hic,Female,years,12.41127795
DEU,Germany,Europe & Central Asia,hic,Total,lays,10.07635829
DEU,Germany,Europe & Central Asia,hic,Male,lays,10.05142839
DEU,Germany,Europe & Central Asia,hic,Female,lays,10.10414137
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,years,5.837645441
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,years,6.13793093
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,years,5.544978723
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,lays,3.057448272
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,lays,3.214721844
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,lays,2.904165007
DMA,Dominica,Latin America & Caribbean,umc,Total,years,11.4005419
DMA,Dominica,Latin America & Caribbean,umc,Male,years,11.61593127
DMA,Dominica,Latin America & Caribbean,umc,Female,years,11.20374453
DMA,Dominica,Latin America & Caribbean,umc,Total,lays,7.595439032
DMA,Dominica,Latin America & Caribbean,umc,Male,lays,7.538703096
DMA,Dominica,Latin America & Caribbean,umc,Female,lays,7.692005754
DNK,Denmark,Europe & Central Asia,hic,Total,years,12.62834322
DNK,Denmark,Europe & Central Asia,hic,Male,years,12.59783292
DNK,Denmark,Europe & Central Asia,hic,Female,years,12.66557491
DNK,Denmark,Europe & Central Asia,hic,Total,lays,10.41890112
DNK,Denmark,Europe & Central Asia,hic,Male,lays,10.42830401
DNK,Denmark,Europe & Central Asia,hic,Female,lays,10.41614159
DOM,Dominican Republic,Latin America & Caribbean,umc,Total,years,10.73964071
DOM,Dominican Republic,Latin America & Caribbean,umc,Male,years,10.38648707
DOM,Dominican Republic,Latin America & Caribbean,umc,Female,years,11.10921061
DOM,Dominican Republic,Latin America & Caribbean,umc,Total,lays,6.236191053
DOM,Dominican Republic,Latin America & Caribbean,umc,Male,lays,5.878011744
DOM,Dominican Republic,Latin America & Caribbean,umc,Female,lays,6.595965241
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",umc,Total,years,11.06017876
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",umc,Male,years,10.58311743
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",umc,Female,years,11.5847857
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",umc,Total,lays,6.636500409
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",umc,Male,lays,6.20899614
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",umc,Female,lays,7.123553172
ECU,Ecuador,Latin America & Caribbean,umc,Total,years,11.77482319
ECU,Ecuador,Latin America & Caribbean,umc,Male,years,11.5903427
ECU,Ecuador,Latin America & Caribbean,umc,Female,years,11.96426481
ECU,Ecuador,Latin America & Caribbean,umc,Total,lays,7.561145791
ECU,Ecuador,Latin America & Caribbean,umc,Male,lays,7.424132896
ECU,Ecuador,Latin America & Caribbean,umc,Female,lays,7.702079011
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,years,10.83487874
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,years,10.83762076
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,years,10.83035839
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,lays,6.556967587
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,lays,6.42095004
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,lays,6.694648013
ESP,Spain,Europe & Central Asia,hic,Total,years,12.10472298
ESP,Spain,Europe & Central Asia,hic,Male,years,12.00058764
ESP,Spain,Europe & Central Asia,hic,Female,years,12.21547562
ESP,Spain,Europe & Central Asia,hic,Total,lays,9.643193278
ESP,Spain,Europe & Central Asia,hic,Male,lays,9.593631888
ESP,Spain,Europe & Central Asia,hic,Female,lays,9.696741173
EST,Estonia,Europe & Central Asia,hic,Total,years,12.37668461
EST,Estonia,Europe & Central Asia,hic,Male,years,12.33265388
EST,Estonia,Europe & Central Asia,hic,Female,years,12.41610193
EST,Estonia,Europe & Central Asia,hic,Total,lays,10.58078537
EST,Estonia,Europe & Central Asia,hic,Male,lays,10.46724965
EST,Estonia,Europe & Central Asia,hic,Female,lays,10.69574431
ETH,Ethiopia,Sub-Saharan Africa,lic,Total,years,7.147253692
ETH,Ethiopia,Sub-Saharan Africa,lic,Male,years,7.536663413
ETH,Ethiopia,Sub-Saharan Africa,lic,Female,years,6.749097228
ETH,Ethiopia,Sub-Saharan Africa,lic,Total,lays,4.106254639
ETH,Ethiopia,Sub-Saharan Africa,lic,Male,lays,4.375080215
ETH,Ethiopia,Sub-Saharan Africa,lic,Female,lays,3.835351795
FIN,Finland,Europe & Central Asia,hic,Total,years,12.7118873
FIN,Finland,Europe & Central Asia,hic,Male,years,12.69358861
FIN,Finland,Europe & Central Asia,hic,Female,years,12.73631138
FIN,Finland,Europe & Central Asia,hic,Total,lays,10.57141652
FIN,Finland,Europe & Central Asia,hic,Male,lays,10.42322749
FIN,Finland,Europe & Central Asia,hic,Female,lays,10.73053139
FJI,Fiji,East Asia & Pacific,umc,Total,years,12.30567205
FJI,Fiji,East Asia & Pacific,umc,Male,years,12.38231272
FJI,Fiji,East Asia & Pacific,umc,Female,years,12.22555548
FJI,Fiji,East Asia & Pacific,umc,Total,lays,7.85839496
FJI,Fiji,East Asia & Pacific,umc,Male,lays,7.716483158
FJI,Fiji,East Asia & Pacific,umc,Female,lays,7.911150981
FRA,France,Europe & Central Asia,hic,Total,years,12.8041147
FRA,France,Europe & Central Asia,hic,Male,years,12.77997589
FRA,France,Europe & Central Asia,hic,Female,years,12.83207303
FRA,France,Europe & Central Asia,hic,Total,lays,10.03826837
FRA,France,Europe & Central Asia,hic,Male,lays,10.06155895
FRA,France,Europe & Central Asia,hic,Female,lays,10.01756834
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,lmc,Total,years,9.529439509
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,lmc,Male,years,9.327269077
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,lmc,Female,years,9.745238543
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,lmc,Total,lays,5.632686045
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,lmc,Male,lays,5.453028464
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,lmc,Female,lays,5.84025722
GAB,Gabon,Sub-Saharan Africa,umc,Total,years,8.365985453
GAB,Gabon,Sub-Saharan Africa,umc,Male,years,8.292599499
GAB,Gabon,Sub-Saharan Africa,umc,Female,years,8.439681768
GAB,Gabon,Sub-Saharan Africa,umc,Total,lays,5.080038785
GAB,Gabon,Sub-Saharan Africa,umc,Male,lays,5.077057797
GAB,Gabon,Sub-Saharan Africa,umc,Female,lays,5.079365603
GBR,United Kingdom,Europe & Central Asia,hic,Total,years,12.82092005
GBR,United Kingdom,Europe & Central Asia,hic,Male,years,12.79473037
GBR,United Kingdom,Europe & Central Asia,hic,Female,years,12.85007238
GBR,United Kingdom,Europe & Central Asia,hic,Total,lays,10.5072786
GBR,United Kingdom,Europe & Central Asia,hic,Male,lays,10.51004259
GBR,United Kingdom,Europe & Central Asia,hic,Female,lays,10.50603534
GEO,Georgia,Europe & Central Asia,umc,Total,years,12.8449567
GEO,Georgia,Europe & Central Asia,umc,Male,years,12.81399453
GEO,Georgia,Europe & Central Asia,umc,Female,years,12.88183451
GEO,Georgia,Europe & Central Asia,umc,Total,lays,8.898830455
GEO,Georgia,Europe & Central Asia,umc,Male,lays,8.793009345
GEO,Georgia,Europe & Central Asia,umc,Female,lays,9.015328607
GHA,Ghana,Sub-Saharan Africa,lmc,Total,years,10.69885778
GHA,Ghana,Sub-Saharan Africa,lmc,Male,years,10.64504844
GHA,Ghana,Sub-Saharan Africa,lmc,Female,years,10.74524915
GHA,Ghana,Sub-Saharan Africa,lmc,Total,lays,5.894987054
GHA,Ghana,Sub-Saharan Africa,lmc,Male,lays,6.026695733
GHA,Ghana,Sub-Saharan Africa,lmc,Female,lays,5.748547223
GIN,Guinea,Sub-Saharan Africa,lmc,Total,years,6.874195844
GIN,Guinea,Sub-Saharan Africa,lmc,Male,years,7.34849605
GIN,Guinea,Sub-Saharan Africa,lmc,Female,years,6.385867894
GIN,Guinea,Sub-Saharan Africa,lmc,Total,lays,3.442456304
GIN,Guinea,Sub-Saharan Africa,lmc,Male,lays,3.689062708
GIN,Guinea,Sub-Saharan Africa,lmc,Female,lays,3.189479093
GMB,"Gambia, The",Sub-Saharan Africa,lic,Total,years,9.637554824
GMB,"Gambia, The",Sub-Saharan Africa,lic,Male,years,8.907179117
GMB,"Gambia, The",Sub-Saharan Africa,lic,Female,years,10.3826949
GMB,"Gambia, The",Sub-Saharan Africa,lic,Total,lays,4.524948224
GMB,"Gambia, The",Sub-Saharan Africa,lic,Male,lays,4.103788804
GMB,"Gambia, The",Sub-Saharan Africa,lic,Female,lays,4.951434701
GNB,Guinea-Bissau,Sub-Saharan Africa,lic,Total,years,7.654203773
GNB,Guinea-Bissau,Sub-Saharan Africa,lic,Male,years,7.97330451
GNB,Guinea-Bissau,Sub-Saharan Africa,lic,Female,years,7.337971032
GNB,Guinea-Bissau,Sub-Saharan Africa,lic,Total,lays,3.533512717
GNB,Guinea-Bissau,Sub-Saharan Africa,lic,Male,lays,3.748761629
GNB,Guinea-Bissau,Sub-Saharan Africa,lic,Female,lays,3.32943488
GRC,Greece,Europe & Central Asia,hic,Total,years,12.27247131
GRC,Greece,Europe & Central Asia,hic,Male,years,12.19747347
GRC,Greece,Europe & Central Asia,hic,Female,years,12.35548782
GRC,Greece,Europe & Central Asia,hic,Total,lays,8.879262428
GRC,Greece,Europe & Central Asia,hic,Male,lays,8.729146305
GRC,Greece,Europe & Central Asia,hic,Female,lays,9.039337634
GRD,Grenada,Latin America & Caribbean,umc,Total,years,10.90357316
GRD,Grenada,Latin America & Caribbean,umc,Male,years,10.75285304
GRD,Grenada,Latin America & Caribbean,umc,Female,years,11.02765799
GRD,Grenada,Latin America & Caribbean,umc,Total,lays,7.101811313
GRD,Grenada,Latin America & Caribbean,umc,Male,lays,6.746152555
GRD,Grenada,Latin America & Caribbean,umc,Female,lays,7.441456609
GTM,Guatemala,Latin America & Caribbean,umc,Total,years,8.439980865
GTM,Guatemala,Latin America & Caribbean,umc,Male,years,8.385315239
GTM,Guatemala,Latin America & Caribbean,umc,Female,years,8.487276375
GTM,Guatemala,Latin America & Caribbean,umc,Total,lays,5.022803637
GTM,Guatemala,Latin America & Caribbean,umc,Male,lays,5.000236357
GTM,Guatemala,Latin America & Caribbean,umc,Female,lays,5.040975947
HKG,"Hong Kong SAR, China",East Asia & Pacific,hic,Total,years,12.35776025
HKG,"Hong Kong SAR, China",East Asia & Pacific,hic,Male,years,12.50546932
HKG,"Hong Kong SAR, China",East Asia & Pacific,hic,Female,years,12.1925168
HKG,"Hong Kong SAR, China",East Asia & Pacific,hic,Total,lays,10.87319741
HKG,"Hong Kong SAR, China",East Asia & Pacific,hic,Male,lays,11.03169732
HKG,"Hong Kong SAR, China",East Asia & Pacific,hic,Female,lays,10.70041946
HND,Honduras,Latin America & Caribbean,lmc,Total,years,7.685694516
