iso3c,country,region,income,gender,type,value
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,years,11.21336246
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,years,11.51468641
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,lays,7.066908121
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,lays,6.663277826
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,lays,7.523896255
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,years,11.50382102
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,years,11.35558188
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,years,11.66467589
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,lays,8.322995968
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,lays,8.129652915
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,lays,8.528738273
ROU,Romania,Europe & Central Asia,hic,Total,years,10.45846319
ROU,Romania,Europe & Central Asia,hic,Male,years,10.41722924
ROU,Romania,Europe & Central Asia,hic,Female,years,10.50228924
ROU,Romania,Europe & Central Asia,hic,Total,lays,8.491846726
ROU,Romania,Europe & Central Asia,hic,Male,lays,8.467254646
ROU,Romania,Europe & Central Asia,hic,Female,lays,8.518200651
RUS,Russian Federation,Europe & Central Asia,hic,Total,years,11.15010947
RUS,Russian Federation,Europe & Central Asia,hic,Male,years,11.13954049
RUS,Russian Federation,Europe & Central Asia,hic,Female,years,11.16085309
RUS,Russian Federation,Europe & Central Asia,hic,Total,lays,10.11732187
RUS,Russian Federation,Europe & Central Asia,hic,Male,lays,9.991363905
RUS,Russian Federation,Europe & Central Asia,hic,Female,lays,10.24838577
RWA,Rwanda,Sub-Saharan Africa,lic,Total,years,8.654518664
RWA,Rwanda,Sub-Saharan Africa,lic,Male,years,8.417212248
RWA,Rwanda,Sub-Saharan Africa,lic,Female,years,8.899202168
RWA,Rwanda,Sub-Saharan Africa,lic,Total,lays,5.774415289
RWA,Rwanda,Sub-Saharan Africa,lic,Male,lays,5.462955286
RWA,Rwanda,Sub-Saharan Africa,lic,Female,lays,6.096139464
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,years,12.41450429
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,years,12.33865112
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,years,12.47955817
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Total,lays,8.114847416
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Male,lays,7.904462231
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",hic,Female,lays,8.320836203
SDN,Sudan,Sub-Saharan Africa,lic,Total,years,6.808326304
SDN,Sudan,Sub-Saharan Africa,lic,Male,years,6.878476441
SDN,Sudan,Sub-Saharan Africa,lic,Female,years,6.744104147
SDN,Sudan,Sub-Saharan Africa,lic,Total,lays,4.264657474
SDN,Sudan,Sub-Saharan Africa,lic,Male,lays,4.213854755
SDN,Sudan,Sub-Saharan Africa,lic,Female,lays,4.332776712
SEN,Senegal,Sub-Saharan Africa,lmc,Total,years,7.194542199
SEN,Senegal,Sub-Saharan Africa,lmc,Male,years,6.707094744
SEN,Senegal,Sub-Saharan Africa,lmc,Female,years,7.716635704
SEN,Senegal,Sub-Saharan Africa,lmc,Total,lays,4.107526792
SEN,Senegal,Sub-Saharan Africa,lmc,Male,lays,3.827699998
SEN,Senegal,Sub-Saharan Africa,lmc,Female,lays,4.406796574
SGP,Singapore,East Asia & Pacific,hic,Total,years,12.9163782
SGP,Singapore,East Asia & Pacific,hic,Male,years,NA
SGP,Singapore,East Asia & Pacific,hic,Female,years,NA
SGP,Singapore,East Asia & Pacific,hic,Total,lays,12.28072463
SGP,Singapore,East Asia & Pacific,hic,Male,lays,NA
SGP,Singapore,East Asia & Pacific,hic,Female,lays,NA
SLB,Solomon Islands,East Asia & Pacific,lmc,Total,years,10.38471544
SLB,Solomon Islands,East Asia & Pacific,lmc,Male,years,10.3020792
SLB,Solomon Islands,East Asia & Pacific,lmc,Female,years,10.47367644
SLB,Solomon Islands,East Asia & Pacific,lmc,Total,lays,6.906262716
SLB,Solomon Islands,East Asia & Pacific,lmc,Male,lays,6.822638975
SLB,Solomon Islands,East Asia & Pacific,lmc,Female,lays,6.996604063
SLE,Sierra Leone,Sub-Saharan Africa,lic,Total,years,9.808962941
SLE,Sierra Leone,Sub-Saharan Africa,lic,Male,years,9.758975744
SLE,Sierra Leone,Sub-Saharan Africa,lic,Female,years,9.861539781
SLE,Sierra Leone,Sub-Saharan Africa,lic,Total,lays,3.766484194
SLE,Sierra Leone,Sub-Saharan Africa,lic,Male,lays,3.771131262
SLE,Sierra Leone,Sub-Saharan Africa,lic,Female,lays,3.763546149
SLV,El Salvador,Latin America & Caribbean,umc,Total,years,9.536022842
SLV,El Salvador,Latin America & Caribbean,umc,Male,years,9.23653692
SLV,El Salvador,Latin America & Caribbean,umc,Female,years,9.86211127
SLV,El Salvador,Latin America & Caribbean,umc,Total,lays,5.697946861
SLV,El Salvador,Latin America & Caribbean,umc,Male,lays,5.508848765
SLV,El Salvador,Latin America & Caribbean,umc,Female,lays,5.903208438
SRB,Serbia,Europe & Central Asia,umc,Total,years,12.42874599
SRB,Serbia,Europe & Central Asia,umc,Male,years,12.35080564
SRB,Serbia,Europe & Central Asia,umc,Female,years,12.50738794
SRB,Serbia,Europe & Central Asia,umc,Total,lays,9.694333265
SRB,Serbia,Europe & Central Asia,umc,Male,lays,9.640480443
SRB,Serbia,Europe & Central Asia,umc,Female,lays,9.750665585
SSD,South Sudan,Sub-Saharan Africa,lic,Total,years,5.092523642
SSD,South Sudan,Sub-Saharan Africa,lic,Male,years,5.801193357
SSD,South Sudan,Sub-Saharan Africa,lic,Female,years,4.370413179
SSD,South Sudan,Sub-Saharan Africa,lic,Total,lays,2.819796981
SSD,South Sudan,Sub-Saharan Africa,lic,Male,lays,3.212196676
SSD,South Sudan,Sub-Saharan Africa,lic,Female,lays,2.419954968
STP,São Tomé and Principe,Sub-Saharan Africa,lmc,Total,years,9.808329821
STP,São Tomé and Principe,Sub-Saharan Africa,lmc,Male,years,9.357910097
STP,São Tomé and Principe,Sub-Saharan Africa,lmc,Female,years,10.26452619
STP,São Tomé and Principe,Sub-Saharan Africa,lmc,Total,lays,6.27538235
STP,São Tomé and Principe,Sub-Saharan Africa,lmc,Male,lays,6.001015273
STP,São Tomé and Principe,Sub-Saharan Africa,lmc,Female,lays,6.55139248
SVK,Slovak Republic,Europe & Central Asia,hic,Total,years,12.13603801
SVK,Slovak Republic,Europe & Central Asia,hic,Male,years,12.10712868
SVK,Slovak Republic,Europe & Central Asia,hic,Female,years,12.16909075
SVK,Slovak Republic,Europe & Central Asia,hic,Total,lays,9.632541658
SVK,Slovak Republic,Europe & Central Asia,hic,Male,lays,9.611663241
SVK,Slovak Republic,Europe & Central Asia,hic,Female,lays,9.662116636
SVN,Slovenia,Europe & Central Asia,hic,Total,years,12.67854327
SVN,Slovenia,Europe & Central Asia,hic,Male,years,12.64701837
SVN,Slovenia,Europe & Central Asia,hic,Female,years,12.71458155
SVN,Slovenia,Europe & Central Asia,hic,Total,lays,10.36438844
SVN,Slovenia,Europe & Central Asia,hic,Male,lays,10.27520099
SVN,Slovenia,Europe & Central Asia,hic,Female,lays,10.46200842
SWE,Sweden,Europe & Central Asia,hic,Total,years,12.90125656
SWE,Sweden,Europe & Central Asia,hic,Male,years,12.90723401
SWE,Sweden,Europe & Central Asia,hic,Female,years,12.88646615
SWE,Sweden,Europe & Central Asia,hic,Total,lays,10.84252595
SWE,Sweden,Europe & Central Asia,hic,Male,lays,10.91208319
SWE,Sweden,Europe & Central Asia,hic,Female,lays,10.76755861
SWZ,Eswatini,Sub-Saharan Africa,lmc,Total,years,10.56805247
SWZ,Eswatini,Sub-Saharan Africa,lmc,Male,years,10.47842312
SWZ,Eswatini,Sub-Saharan Africa,lmc,Female,years,10.66723531
SWZ,Eswatini,Sub-Saharan Africa,lmc,Total,lays,6.43205679
SWZ,Eswatini,Sub-Saharan Africa,lmc,Male,lays,6.042730608
SWZ,Eswatini,Sub-Saharan Africa,lmc,Female,lays,6.81994637
SYC,Seychelles,Sub-Saharan Africa,hic,Total,years,12.44382495
SYC,Seychelles,Sub-Saharan Africa,hic,Male,years,12.266357
SYC,Seychelles,Sub-Saharan Africa,hic,Female,years,12.62594104
SYC,Seychelles,Sub-Saharan Africa,hic,Total,lays,7.870349853
SYC,Seychelles,Sub-Saharan Africa,hic,Male,lays,7.758106648
SYC,Seychelles,Sub-Saharan Africa,hic,Female,lays,7.985532874
TCA,Turks and Caicos Islands,Latin America & Caribbean,hic,Total,years,11.91853476
TCA,Turks and Caicos Islands,Latin America & Caribbean,hic,Male,years,12.34602547
TCA,Turks and Caicos Islands,Latin America & Caribbean,hic,Female,years,11.27130353
TCA,Turks and Caicos Islands,Latin America & Caribbean,hic,Total,lays,8.737619828
TCA,Turks and Caicos Islands,Latin America & Caribbean,hic,Male,lays,9.0581119
TCA,Turks and Caicos Islands,Latin America & Caribbean,hic,Female,lays,8.256088397
TCD,Chad,Sub-Saharan Africa,lic,Total,years,5.613683432
TCD,Chad,Sub-Saharan Africa,lic,Male,years,6.19154802
TCD,Chad,Sub-Saharan Africa,lic,Female,years,5.009862751
TCD,Chad,Sub-Saharan Africa,lic,Total,lays,2.73080865
TCD,Chad,Sub-Saharan Africa,lic,Male,lays,3.053700204
TCD,Chad,Sub-Saharan Africa,lic,Female,lays,2.392119198
TGO,Togo,Sub-Saharan Africa,lic,Total,years,9.694940329
TGO,Togo,Sub-Saharan Africa,lic,Male,years,9.842586875
TGO,Togo,Sub-Saharan Africa,lic,Female,years,9.547795892
TGO,Togo,Sub-Saharan Africa,lic,Total,lays,4.807826947
TGO,Togo,Sub-Saharan Africa,lic,Male,lays,4.879220223
TGO,Togo,Sub-Saharan Africa,lic,Female,lays,4.73660653
THA,Thailand,East Asia & Pacific,umc,Total,years,12.55302376
THA,Thailand,East Asia & Pacific,umc,Male,years,12.48815453
THA,Thailand,East Asia & Pacific,umc,Female,years,12.62193793
THA,Thailand,East Asia & Pacific,umc,Total,lays,8.204039708
THA,Thailand,East Asia & Pacific,umc,Male,lays,8.009385838
THA,Thailand,East Asia & Pacific,umc,Female,lays,8.391718853
TJK,Tajikistan,Europe & Central Asia,lmc,Total,years,10.0426316
TJK,Tajikistan,Europe & Central Asia,lmc,Male,years,10.75685659
TJK,Tajikistan,Europe & Central Asia,lmc,Female,years,9.340197571
TJK,Tajikistan,Europe & Central Asia,lmc,Total,lays,6.471732183
TJK,Tajikistan,Europe & Central Asia,lmc,Male,lays,6.931997288
TJK,Tajikistan,Europe & Central Asia,lmc,Female,lays,6.019065485
TKM,Turkmenistan,Europe & Central Asia,umc,Total,years,11.61177555
TKM,Turkmenistan,Europe & Central Asia,umc,Male,years,11.58726802
TKM,Turkmenistan,Europe & Central Asia,umc,Female,years,11.65223163
TKM,Turkmenistan,Europe & Central Asia,umc,Total,lays,8.628461504
TKM,Turkmenistan,Europe & Central Asia,umc,Male,lays,8.5847585
TKM,Turkmenistan,Europe & Central Asia,umc,Female,lays,8.685746992
TON,Tonga,East Asia & Pacific,umc,Total,years,11.81604004
TON,Tonga,East Asia & Pacific,umc,Male,years,11.34510398
TON,Tonga,East Asia & Pacific,umc,Female,years,12.27759206
TON,Tonga,East Asia & Pacific,umc,Total,lays,7.326473315
TON,Tonga,East Asia & Pacific,umc,Male,lays,6.887346725
TON,Tonga,East Asia & Pacific,umc,Female,lays,7.794710483
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Total,years,9.650052935
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Male,years,9.550056279
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Female,years,9.761307538
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Total,lays,7.084303175
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Male,lays,6.804953222
TTO,Trinidad and Tobago,Latin America & Caribbean,hic,Female,lays,7.367087579
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,years,10.74420714
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,years,10.15873468
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,years,11.38397294
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Total,lays,6.619003436
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Male,lays,6.215910008
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",lmc,Female,lays,7.054177221
TUR,Türkiye,Europe & Central Asia,umc,Total,years,12.50879985
TUR,Türkiye,Europe & Central Asia,umc,Male,years,12.50568485
TUR,Türkiye,Europe & Central Asia,umc,Female,years,12.52392912
TUR,Türkiye,Europe & Central Asia,umc,Total,lays,10.19591543
TUR,Türkiye,Europe & Central Asia,umc,Male,lays,10.16337496
TUR,Türkiye,Europe & Central Asia,umc,Female,lays,10.23576507
TUV,Tuvalu,East Asia & Pacific,umc,Total,years,11.03280723
TUV,Tuvalu,East Asia & Pacific,umc,Male,years,10.64723802
TUV,Tuvalu,East Asia & Pacific,umc,Female,years,11.46240497
TUV,Tuvalu,East Asia & Pacific,umc,Total,lays,6.480974262
TUV,Tuvalu,East Asia & Pacific,umc,Male,lays,6.008656479
TUV,Tuvalu,East Asia & Pacific,umc,Female,lays,7.01590469
TZA,Tanzania,Sub-Saharan Africa,lmc,Total,years,7.900955915
TZA,Tanzania,Sub-Saharan Africa,lmc,Male,years,7.949206054
TZA,Tanzania,Sub-Saharan Africa,lmc,Female,years,7.856467009
TZA,Tanzania,Sub-Saharan Africa,lmc,Total,lays,4.05766785
TZA,Tanzania,Sub-Saharan Africa,lmc,Male,lays,4.082447515
TZA,Tanzania,Sub-Saharan Africa,lmc,Female,lays,4.034819829
UGA,Uganda,Sub-Saharan Africa,lic,Total,years,8.325795174
UGA,Uganda,Sub-Saharan Africa,lic,Male,years,8.209886014
UGA,Uganda,Sub-Saharan Africa,lic,Female,years,8.439545631
UGA,Uganda,Sub-Saharan Africa,lic,Total,lays,5.115127074
UGA,Uganda,Sub-Saharan Africa,lic,Male,lays,5.043915849
UGA,Uganda,Sub-Saharan Africa,lic,Female,lays,5.185012056
UKR,Ukraine,Europe & Central Asia,umc,Total,years,12.48340988
UKR,Ukraine,Europe & Central Asia,umc,Male,years,12.39581251
UKR,Ukraine,Europe & Central Asia,umc,Female,years,12.57943034
UKR,Ukraine,Europe & Central Asia,umc,Total,lays,9.574182295
UKR,Ukraine,Europe & Central Asia,umc,Male,lays,9.431059791
UKR,Ukraine,Europe & Central Asia,umc,Female,lays,9.733433118
URY,Uruguay,Latin America & Caribbean,hic,Total,years,12.08401823
URY,Uruguay,Latin America & Caribbean,hic,Male,years,11.96027565
URY,Uruguay,Latin America & Caribbean,hic,Female,years,12.2020914
URY,Uruguay,Latin America & Caribbean,hic,Total,lays,8.508451052
URY,Uruguay,Latin America & Caribbean,hic,Male,lays,8.438444005
URY,Uruguay,Latin America & Caribbean,hic,Female,lays,8.57435898
USA,United States,North America,hic,Total,years,12.20271212
USA,United States,North America,hic,Male,years,12.15868878
USA,United States,North America,hic,Female,years,12.24185377
USA,United States,North America,hic,Total,lays,9.952751867
USA,United States,North America,hic,Male,lays,9.975120076
USA,United States,North America,hic,Female,lays,9.922214958
UZB,Uzbekistan,Europe & Central Asia,lmc,Total,years,12.17368579
UZB,Uzbekistan,Europe & Central Asia,lmc,Male,years,12.27705801
UZB,Uzbekistan,Europe & Central Asia,lmc,Female,years,12.06052798
UZB,Uzbekistan,Europe & Central Asia,lmc,Total,lays,7.626881911
UZB,Uzbekistan,Europe & Central Asia,lmc,Male,lays,7.689653754
UZB,Uzbekistan,Europe & Central Asia,lmc,Female,lays,7.557523746
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,umc,Total,years,11.41581899
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,umc,Male,years,11.33707589
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,umc,Female,years,11.46026683
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,umc,Total,lays,7.372230552
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,umc,Male,lays,7.216310088
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,umc,Female,lays,7.502944361
VNM,Viet Nam,East Asia & Pacific,lmc,Total,years,11.92140949
VNM,Viet Nam,East Asia & Pacific,lmc,Male,years,11.80987895
VNM,Viet Nam,East Asia & Pacific,lmc,Female,years,12.04953158
VNM,Viet Nam,East Asia & Pacific,lmc,Total,lays,9.256143228
VNM,Viet Nam,East Asia & Pacific,lmc,Male,lays,9.168804808
VNM,Viet Nam,East Asia & Pacific,lmc,Female,lays,9.356327714
VUT,Vanuatu,East Asia & Pacific,lmc,Total,years,11.05032271
VUT,Vanuatu,East Asia & Pacific,lmc,Male,years,11.08288085
VUT,Vanuatu,East Asia & Pacific,lmc,Female,years,11.00732714
VUT,Vanuatu,East Asia & Pacific,lmc,Total,lays,6.417154412
VUT,Vanuatu,East Asia & Pacific,lmc,Male,lays,6.294089797
VUT,Vanuatu,East Asia & Pacific,lmc,Female,lays,6.538696837
WSM,Samoa,East Asia & Pacific,umc,Total,years,11.54048398
WSM,Samoa,East Asia & Pacific,umc,Male,years,11.34269589
WSM,Samoa,East Asia & Pacific,umc,Female,years,11.74529302
WSM,Samoa,East Asia & Pacific,umc,Total,lays,7.130141518
WSM,Samoa,East Asia & Pacific,umc,Male,lays,6.713399424
WSM,Samoa,East Asia & Pacific,umc,Female,lays,7.596481604
XKX,Kosovo,Europe & Central Asia,umc,Total,years,12.165
XKX,Kosovo,Europe & Central Asia,umc,Male,years,12.165
XKX,Kosovo,Europe & Central Asia,umc,Female,years,12.165
XKX,Kosovo,Europe & Central Asia,umc,Total,lays,7.7030461
XKX,Kosovo,Europe & Central Asia,umc,Male,lays,7.6866679
XKX,Kosovo,Europe & Central Asia,umc,Female,lays,7.717226522
ZAF,South Africa,Sub-Saharan Africa,umc,Total,years,10.74992388
ZAF,South Africa,Sub-Saharan Africa,umc,Male,years,10.31350595
ZAF,South Africa,Sub-Saharan Africa,umc,Female,years,11.21116364
ZAF,South Africa,Sub-Saharan Africa,umc,Total,lays,6.142228836
ZAF,South Africa,Sub-Saharan Africa,umc,Male,lays,5.710907015
ZAF,South Africa,Sub-Saharan Africa,umc,Female,lays,6.613689873
ZMB,Zambia,Sub-Saharan Africa,lmc,Total,years,9.646072
ZMB,Zambia,Sub-Saharan Africa,lmc,Male,years,9.775693864
ZMB,Zambia,Sub-Saharan Africa,lmc,Female,years,9.516434014
ZMB,Zambia,Sub-Saharan Africa,lmc,Total,lays,4.880824355
ZMB,Zambia,Sub-Saharan Africa,lmc,Male,lays,4.955755546
ZMB,Zambia,Sub-Saharan Africa,lmc,Female,lays,4.806589115
ZWE,Zimbabwe,Sub-Saharan Africa,lmc,Total,years,10.36131036
ZWE,Zimbabwe,Sub-Saharan Africa,lmc,Male,years,10.27557623
ZWE,Zimbabwe,Sub-Saharan Africa,lmc,Female,years,10.45312047
ZWE,Zimbabwe,Sub-Saharan Africa,lmc,Total,lays,5.797218918
ZWE,Zimbabwe,Sub-Saharan Africa,lmc,Male,lays,5.612500171
ZWE,Zimbabwe,Sub-Saharan Africa,lmc,Female,lays,5.99837057
